# wave[Angstroms]  norm_trans
  7.7299999E+03    0.0000000E+00
  7.7550001E+03    0.0000000E+00
  7.7800003E+03    1.2706480E-03
  7.8049998E+03    1.2706480E-03
  7.8300000E+03    1.2706480E-03
  7.8550001E+03    2.5412960E-03
  7.8799996E+03    2.5412960E-03
  7.9049998E+03    3.8119443E-03
  7.9300000E+03    6.3532405E-03
  7.9549995E+03    8.8945357E-03
  7.9799996E+03    1.3977128E-02
  8.0049998E+03    2.1601018E-02
  8.0300000E+03    3.4307498E-02
  8.0549995E+03    5.0825924E-02
  8.0799997E+03    7.2426938E-02
  8.1049999E+03    1.0038119E-01
  8.1299993E+03    1.3468869E-01
  8.1549995E+03    1.7662008E-01
  8.1799997E+03    2.2617535E-01
  8.2049999E+03    2.8208387E-01
  8.2299994E+03    3.4434563E-01
  8.2549996E+03    4.1168997E-01
  8.2799997E+03    4.8538753E-01
  8.3049999E+03    5.6670904E-01
  8.3300001E+03    6.4930117E-01
  8.3550003E+03    7.1664554E-01
  8.3799998E+03    7.6620078E-01
  8.4050000E+03    8.0940276E-01
  8.4300002E+03    8.4752220E-01
  8.4549996E+03    8.8182974E-01
  8.4799998E+03    9.1105467E-01
  8.5050000E+03    9.3519700E-01
  8.5300002E+03    9.5552731E-01
  8.5549997E+03    9.7204572E-01
  8.5799998E+03    9.8475224E-01
  8.6050000E+03    9.9364674E-01
  8.6299995E+03    9.9872935E-01
  8.6549997E+03    1.0000000E+00
  8.6799999E+03    9.9745876E-01
  8.7049993E+03    9.9110550E-01
  8.7299995E+03    9.8094034E-01
  8.7549997E+03    9.6950448E-01
  8.7799999E+03    9.5425665E-01
  8.8049994E+03    9.3773824E-01
  8.8299996E+03    9.1867858E-01
  8.8549998E+03    8.9961880E-01
  8.8799992E+03    8.8055915E-01
  8.9049994E+03    8.5641682E-01
  8.9300003E+03    8.0304950E-01
  8.9549998E+03    7.3824650E-01
  8.9800000E+03    6.8996191E-01
  9.0050002E+03    6.6836089E-01
  9.0299996E+03    6.6454893E-01
  9.0549998E+03    6.6327828E-01
  9.0800000E+03    6.5057176E-01
  9.1050002E+03    6.3024145E-01
  9.1299997E+03    6.1118168E-01
  9.1549999E+03    6.0101652E-01
  9.1800001E+03    6.0482848E-01
  9.2049995E+03    6.1245239E-01
  9.2299997E+03    6.0482848E-01
  9.2549999E+03    5.6797969E-01
  9.2799994E+03    4.9682337E-01
  9.3049995E+03    4.1804323E-01
  9.3299997E+03    3.5959339E-01
  9.3549999E+03    3.3545110E-01
  9.3799994E+03    3.4434563E-01
  9.4049996E+03    3.5959339E-01
  9.4299998E+03    3.4942821E-01
  9.4550000E+03    3.2274461E-01
  9.4799994E+03    3.2020330E-01
  9.5049996E+03    3.2528588E-01
  9.5299998E+03    3.1257942E-01
  9.5549993E+03    3.1003812E-01
  9.5800002E+03    3.2020330E-01
  9.6049997E+03    3.2782722E-01
  9.6299998E+03    3.3672172E-01
  9.6550000E+03    3.4815755E-01
  9.6800002E+03    3.5451078E-01
  9.7049997E+03    3.4434563E-01
  9.7299999E+03    3.2020330E-01
  9.7550001E+03    2.9987296E-01
  9.7800003E+03    2.8843713E-01
  9.8049997E+03    2.8208387E-01
  9.8299999E+03    2.7445999E-01
  9.8550001E+03    2.6429480E-01
  9.8799996E+03    2.4904703E-01
  9.9049998E+03    2.3252860E-01
  9.9299999E+03    2.1728082E-01
  9.9549994E+03    2.0330369E-01
  9.9799996E+03    1.8932655E-01
  1.0005000E+04    1.7534943E-01
  1.0030000E+04    1.6264294E-01
  1.0055000E+04    1.4993648E-01
  1.0080000E+04    1.3722999E-01
  1.0105000E+04    1.2579416E-01
  1.0130000E+04    1.1562898E-01
  1.0154999E+04    1.0546379E-01
  1.0180000E+04    9.5298603E-02
  1.0204999E+04    8.6404070E-02
  1.0230000E+04    7.7509530E-02
  1.0254999E+04    6.9885641E-02
  1.0280000E+04    6.3532405E-02
  1.0304999E+04    5.7179160E-02
  1.0330000E+04    5.2096572E-02
  1.0354999E+04    4.7013979E-02
  1.0380000E+04    4.1931387E-02
  1.0404999E+04    3.8119443E-02
  1.0430000E+04    3.4307498E-02
  1.0454999E+04    3.1766202E-02
  1.0480000E+04    2.9224906E-02
  1.0504999E+04    2.6683608E-02
  1.0530000E+04    2.4142314E-02
  1.0555000E+04    2.2871664E-02
  1.0580000E+04    2.1601018E-02
  1.0605000E+04    2.0330368E-02
  1.0630000E+04    1.9059721E-02
  1.0655000E+04    1.7789071E-02
  1.0680000E+04    1.6518425E-02
  1.0705000E+04    1.5247777E-02
  1.0730000E+04    1.3977128E-02
  1.0755000E+04    1.2706481E-02
  1.0779999E+04    1.1435832E-02
  1.0805000E+04    1.0165184E-02
  1.0829999E+04    1.0165184E-02
  1.0855000E+04    8.8945357E-03
  1.0879999E+04    7.6238886E-03
  1.0905000E+04    7.6238886E-03
  1.0929999E+04    7.6238886E-03
  1.0955000E+04    6.3532405E-03
  1.0979999E+04    6.3532405E-03
  1.1005000E+04    5.0825919E-03
  1.1029999E+04    5.0825919E-03
  1.1055000E+04    3.8119443E-03
  1.1079999E+04    3.8119443E-03
  1.1105000E+04    2.5412960E-03
  1.1129999E+04    2.5412960E-03
  1.1155000E+04    1.2706480E-03
  1.1180000E+04    1.2706480E-03
  1.1205000E+04    0.0000000E+00
  1.1230000E+04    0.0000000E+00
