# wave[Angstroms]  norm_trans
  5.3799999E+03    0.0000000E+00
  5.4050000E+03    2.8203062E-03
  5.4299999E+03    1.9943593E-02
  5.4549997E+03    5.2377116E-02
  5.4799999E+03    1.0032232E-01
  5.5049997E+03    1.6297340E-01
  5.5299995E+03    2.3972604E-01
  5.5549997E+03    3.2836422E-01
  5.5799996E+03    4.2304593E-01
  5.6049998E+03    5.1651889E-01
  5.6299996E+03    6.0153103E-01
  5.6549998E+03    6.7264307E-01
  5.6799996E+03    7.2985500E-01
  5.7049994E+03    7.7538276E-01
  5.7300000E+03    8.1124097E-01
  5.7550002E+03    8.3904111E-01
  5.7800000E+03    8.6039484E-01
  5.8050002E+03    8.7691379E-01
  5.8300000E+03    8.8960516E-01
  5.8549998E+03    8.9987916E-01
  5.8800000E+03    9.0874296E-01
  5.9049999E+03    9.1659957E-01
  5.9300000E+03    9.2405319E-01
  5.9549999E+03    9.3150681E-01
  5.9800001E+03    9.3875903E-01
  6.0049999E+03    9.4520545E-01
  6.0300001E+03    9.5004028E-01
  6.0549999E+03    9.5306206E-01
  6.0799997E+03    9.5487511E-01
  6.1049999E+03    9.5628524E-01
  6.1300001E+03    9.5850122E-01
  6.1549996E+03    9.6212733E-01
  6.1799998E+03    9.6696210E-01
  6.2050000E+03    9.7240126E-01
  6.2299994E+03    9.7784042E-01
  6.2549996E+03    9.8327959E-01
  6.2799998E+03    9.8811442E-01
  6.3049993E+03    9.9234486E-01
  6.3299995E+03    9.9556810E-01
  6.3549996E+03    9.9738115E-01
  6.3799998E+03    9.9818695E-01
  6.4050000E+03    9.9838835E-01
  6.4300002E+03    9.9879128E-01
  6.4549997E+03    9.9939567E-01
  6.4799999E+03    1.0000000E+00
  6.5050001E+03    9.9959707E-01
  6.5300002E+03    9.9778402E-01
  6.5549997E+03    9.9335212E-01
  6.5799999E+03    9.8831588E-01
  6.6050001E+03    9.8166806E-01
  6.6299996E+03    9.5729250E-01
  6.6549997E+03    9.0128928E-01
  6.6799999E+03    8.1768733E-01
  6.7050001E+03    7.1394038E-01
  6.7299996E+03    5.9689766E-01
  6.7549998E+03    4.7340855E-01
  6.7800000E+03    3.5032231E-01
  6.8049994E+03    2.3529412E-01
  6.8299996E+03    1.4041096E-01
  6.8549998E+03    7.7759877E-02
  6.8799993E+03    4.3311846E-02
  6.9049995E+03    2.7397260E-02
  6.9299997E+03    2.0346494E-02
  6.9549998E+03    1.5511684E-02
  6.9799993E+03    1.1281225E-02
  7.0050002E+03    7.8565674E-03
  7.0300004E+03    5.6406124E-03
  7.0549999E+03    4.0290090E-03
  7.0800001E+03    3.2232071E-03
  7.1050003E+03    2.6188558E-03
  7.1299997E+03    2.0145045E-03
  7.1549999E+03    1.4101531E-03
  7.1800001E+03    8.0580177E-04
  7.2049996E+03    4.0290089E-04
  7.2299998E+03    0.0000000E+00
