# wave[Angstroms]  norm_trans
  2.9799998E+03    0.0000000E+00
  3.0050001E+03    9.2165900E-04
  3.0300000E+03    4.6082954E-03
  3.0550000E+03    1.1981567E-02
  3.0800002E+03    2.3963135E-02
  3.1050000E+03    4.7926269E-02
  3.1299998E+03    8.5714288E-02
  3.1550000E+03    1.4838710E-01
  3.1799998E+03    2.2119817E-01
  3.2050000E+03    2.9769585E-01
  3.2299999E+03    3.7327191E-01
  3.2549997E+03    4.4700465E-01
  3.2799999E+03    5.1705068E-01
  3.3049997E+03    5.8433181E-01
  3.3299999E+03    6.4516133E-01
  3.3550001E+03    6.9677418E-01
  3.3799999E+03    7.4009222E-01
  3.4050001E+03    7.8156680E-01
  3.4299999E+03    8.1382489E-01
  3.4549998E+03    8.4516132E-01
  3.4799999E+03    8.8387102E-01
  3.5049998E+03    9.2258072E-01
  3.5300000E+03    9.4838709E-01
  3.5549998E+03    9.6221203E-01
  3.5800000E+03    9.7050697E-01
  3.6049998E+03    9.7972351E-01
  3.6300000E+03    9.9078345E-01
  3.6549998E+03    1.0000000E+00
  3.6800000E+03    9.9907839E-01
  3.7049998E+03    9.8064518E-01
  3.7300000E+03    9.4377881E-01
  3.7549999E+03    8.9032263E-01
  3.7800000E+03    8.1751150E-01
  3.8049999E+03    7.2534561E-01
  3.8300001E+03    6.1935484E-01
  3.8549999E+03    5.0599080E-01
  3.8799997E+03    3.8064516E-01
  3.9049999E+03    2.4700461E-01
  3.9299997E+03    1.3364056E-01
  3.9549999E+03    6.9124423E-02
  3.9800001E+03    3.8709678E-02
  4.0049999E+03    2.0276498E-02
  4.0300001E+03    9.2165908E-03
  4.0550000E+03    5.5299546E-03
  4.0799998E+03    3.6866360E-03
  4.1050000E+03    1.8433180E-03
  4.1299998E+03    0.0000000E+00
