# wave[Angstroms]  norm_trans
  1.9000001E+04    0.0000000E+00
  1.9150000E+04    8.1605003E-06
  1.9270000E+04    1.6100201E-05
  1.9340000E+04    1.5903600E-04
  1.9390001E+04    4.9499201E-04
  1.9480000E+04    5.3761001E-03
  1.9570001E+04    1.1862800E-02
  1.9620000E+04    1.9703100E-02
  1.9690000E+04    4.2174201E-02
  1.9760001E+04    8.7306403E-02
  1.9810000E+04    1.5275900E-01
  1.9890000E+04    2.4817300E-01
  1.9900000E+04    1.9024500E-01
  1.9979999E+04    2.3388401E-01
  2.0079999E+04    2.9455101E-01
  2.0139999E+04    3.9821699E-01
  2.0190001E+04    3.3660299E-01
  2.0280002E+04    6.2074602E-01
  2.0369999E+04    7.6498598E-01
  2.0450001E+04    7.4641198E-01
  2.0610001E+04    6.2506300E-01
  2.0720001E+04    7.2549200E-01
  2.0749999E+04    6.8946803E-01
  2.0820000E+04    7.8790599E-01
  2.0890000E+04    8.1813502E-01
  2.0990000E+04    8.2283300E-01
  2.1059999E+04    8.6329401E-01
  2.1129999E+04    8.7782902E-01
  2.1199998E+04    8.5489500E-01
  2.1240002E+04    8.9532900E-01
  2.1380000E+04    9.1886199E-01
  2.1450000E+04    9.2676902E-01
  2.1550000E+04    9.2665702E-01
  2.1689999E+04    9.0094298E-01
  2.1760001E+04    9.2281902E-01
  2.1849999E+04    8.4275502E-01
  2.1970000E+04    9.4585401E-01
  2.2079999E+04    9.8036301E-01
  2.2130001E+04    9.8792601E-01
  2.2179999E+04    9.8478800E-01
  2.2320001E+04    9.6465898E-01
  2.2370000E+04    9.8163301E-01
  2.2479999E+04    9.8344898E-01
  2.2560000E+04    9.6131599E-01
  2.2600000E+04    9.7922599E-01
  2.2630001E+04    1.0000000E+00
  2.2650001E+04    9.6316803E-01
  2.2700000E+04    9.8119301E-01
  2.2720001E+04    9.6806800E-01
  2.2760000E+04    9.1089201E-01
  2.2770000E+04    9.8213601E-01
  2.2809999E+04    8.8960600E-01
  2.2839999E+04    8.9176601E-01
  2.2859999E+04    9.4238001E-01
  2.2909998E+04    8.4042400E-01
  2.2930000E+04    8.0423898E-01
  2.2950002E+04    7.0766997E-01
  2.2969999E+04    6.5761900E-01
  2.2990000E+04    5.6073600E-01
  2.3060000E+04    4.4365299E-01
  2.3110001E+04    3.4823900E-01
  2.3160000E+04    2.3022801E-01
  2.3199999E+04    1.6259700E-01
  2.3250000E+04    1.3596700E-01
  2.3280001E+04    9.2102103E-02
  2.3350000E+04    6.2390100E-02
  2.3390001E+04    4.3092601E-02
  2.3440001E+04    3.3981401E-02
  2.3460000E+04    3.0954599E-02
  2.3520000E+04    1.1811200E-02
  2.3610001E+04    6.8326001E-03
  2.3629999E+04    7.4851798E-04
  2.3699999E+04    2.9955299E-03
  2.3750000E+04    2.0968600E-03
  2.3840001E+04    4.0630600E-04
  2.3989999E+04    0.0000000E+00
