# wave[Angstroms]  norm_trans
  4.7732699E+05    1.1960701E-09
  4.7789700E+05    9.8676101E-10
  4.7846902E+05    1.0967681E-09
  4.7904202E+05    1.0589518E-09
  4.7961599E+05    1.0631868E-09
  4.8019197E+05    1.7221718E-09
  4.8076902E+05    2.5410711E-09
  4.8134802E+05    2.7395342E-09
  4.8192800E+05    2.7284617E-09
  4.8250901E+05    2.5901676E-09
  4.8309201E+05    2.1450888E-09
  4.8367600E+05    1.6368952E-09
  4.8426199E+05    1.4858373E-09
  4.8484798E+05    1.1672869E-09
  4.8543699E+05    7.0907907E-10
  4.8602698E+05    1.2761696E-09
  4.8661800E+05    2.2411704E-09
  4.8721102E+05    2.7481346E-09
  4.8780497E+05    5.1328177E-09
  4.8839999E+05    7.6234192E-09
  4.8899800E+05    7.3950175E-09
  4.8959600E+05    1.0088357E-08
  4.9019600E+05    1.6837909E-08
  4.9079801E+05    1.8996406E-08
  4.9139997E+05    1.3375058E-08
  4.9200500E+05    1.6853855E-08
  4.9261102E+05    2.9040761E-08
  4.9321800E+05    2.6930985E-08
  4.9382704E+05    3.1843381E-08
  4.9443804E+05    4.8950088E-08
  4.9505001E+05    4.3380552E-08
  4.9566301E+05    3.9563552E-08
  4.9627800E+05    4.7632721E-08
  4.9689398E+05    3.7737710E-08
  4.9751201E+05    3.7945426E-08
  4.9813204E+05    5.4704685E-08
  4.9875299E+05    6.6840961E-08
  4.9937600E+05    1.0090570E-07
  4.9999999E+05    1.6445790E-07
  5.0062598E+05    2.3868975E-07
  5.0125299E+05    3.2497775E-07
  5.0188201E+05    4.2550886E-07
  5.0251302E+05    4.7522684E-07
  5.0314497E+05    4.8504955E-07
  5.0377799E+05    5.2112171E-07
  5.0441399E+05    5.0447704E-07
  5.0505102E+05    4.5965842E-07
  5.0568902E+05    4.5289994E-07
  5.0632898E+05    3.0947459E-07
  5.0697103E+05    2.1455351E-07
  5.0761397E+05    5.3986599E-07
  5.0825900E+05    1.0330918E-06
  5.0890599E+05    1.5095429E-06
  5.0955401E+05    2.2094121E-06
  5.1020402E+05    2.6320026E-06
  5.1085600E+05    2.6190589E-06
  5.1150904E+05    2.8495551E-06
  5.1216399E+05    3.0197277E-06
  5.1282099E+05    2.6458904E-06
  5.1347902E+05    2.6378564E-06
  5.1413900E+05    2.8244406E-06
  5.1480099E+05    2.4996825E-06
  5.1546399E+05    3.0530996E-06
  5.1612901E+05    4.3913747E-06
  5.1679602E+05    4.8194756E-06
  5.1746401E+05    5.3766703E-06
  5.1813498E+05    6.4240221E-06
  5.1880698E+05    6.0882599E-06
  5.1948102E+05    5.8833252E-06
  5.2015600E+05    7.2223042E-06
  5.2083302E+05    7.8855874E-06
  5.2151200E+05    8.5841657E-06
  5.2219299E+05    1.0638427E-05
  5.2287602E+05    1.1368727E-05
  5.2355998E+05    1.1568083E-05
  5.2424599E+05    1.3366046E-05
  5.2493401E+05    1.2967249E-05
  5.2562403E+05    1.0174790E-05
  5.2631600E+05    9.2757564E-06
  5.2700900E+05    8.4863841E-06
  5.2770399E+05    7.1656541E-06
  5.2840197E+05    8.8280349E-06
  5.2910098E+05    9.7647135E-06
  5.2980101E+05    7.0895544E-06
  5.3050402E+05    5.8659866E-06
  5.3120800E+05    5.8393616E-06
  5.3191502E+05    4.3113268E-06
  5.3262301E+05    4.7071198E-06
  5.3333300E+05    6.3795260E-06
  5.3404500E+05    6.3766765E-06
  5.3475900E+05    6.6780190E-06
  5.3547500E+05    8.0096170E-06
  5.3619300E+05    6.8420463E-06
  5.3691305E+05    4.9715891E-06
  5.3763399E+05    5.2787168E-06
  5.3835800E+05    5.5707901E-06
  5.3908401E+05    5.6032686E-06
  5.3981100E+05    7.1137247E-06
  5.4054102E+05    8.0475884E-06
  5.4127201E+05    7.5875751E-06
  5.4200501E+05    8.2319930E-06
  5.4274099E+05    8.3954019E-06
  5.4347799E+05    6.3382572E-06
  5.4421797E+05    5.7380612E-06
  5.4495898E+05    6.5653544E-06
  5.4570306E+05    6.8791946E-06
  5.4644798E+05    1.1324678E-05
  5.4719602E+05    1.8388879E-05
  5.4794494E+05    2.0471874E-05
  5.4869703E+05    2.1234417E-05
  5.4945103E+05    2.2509550E-05
  5.5020605E+05    1.7769164E-05
  5.5096406E+05    1.3879226E-05
  5.5172401E+05    1.7850876E-05
  5.5248602E+05    2.2011205E-05
  5.5324999E+05    3.1923551E-05
  5.5401693E+05    5.4327360E-05
  5.5478504E+05    7.1775677E-05
  5.5555594E+05    8.3953157E-05
  5.5632801E+05    1.0222101E-04
  5.5710296E+05    1.0069146E-04
  5.5787996E+05    7.0886446E-05
  5.5865902E+05    4.5369816E-05
  5.5944105E+05    2.2171027E-05
  5.6022401E+05    1.4214196E-06
  5.6101005E+05    1.3894743E-05
  5.6179794E+05    5.6873338E-05
  5.6258803E+05    9.0002504E-05
  5.6338003E+05    1.2905055E-04
  5.6417496E+05    1.6697246E-04
  5.6497203E+05    1.6304936E-04
  5.6577101E+05    1.5381492E-04
  5.6657195E+05    1.4852863E-04
  5.6737596E+05    1.0057593E-04
  5.6818202E+05    6.1116414E-05
  5.6898994E+05    6.7122666E-05
  5.6980094E+05    5.0510360E-05
  5.7061296E+05    2.2127939E-05
  5.7142898E+05    3.4934063E-05
  5.7224603E+05    4.7529891E-05
  5.7306597E+05    5.4360658E-05
  5.7388800E+05    8.5942258E-05
  5.7471292E+05    8.8369779E-05
  5.7554003E+05    6.4178763E-05
  5.7636900E+05    8.8412184E-05
  5.7720104E+05    1.1405481E-04
  5.7803500E+05    9.6570955E-05
  5.7887095E+05    1.0739605E-04
