# wave[Angstroms]  norm_trans
  3.6300000E+03    0.0000000E+00
  3.6549998E+03    8.3033496E-04
  3.6800000E+03    2.2142264E-03
  3.7049998E+03    3.5981180E-03
  3.7300000E+03    5.2587879E-03
  3.7549999E+03    6.6426797E-03
  3.7800000E+03    9.4104623E-03
  3.8049999E+03    1.5222806E-02
  3.8300001E+03    2.8508166E-02
  3.8549999E+03    5.3694993E-02
  3.8799997E+03    9.0229727E-02
  3.9049999E+03    1.3617492E-01
  3.9299997E+03    1.8986991E-01
  3.9549999E+03    2.4910049E-01
  3.9800001E+03    3.1082204E-01
  4.0049999E+03    3.7143651E-01
  4.0300001E+03    4.2762247E-01
  4.0550000E+03    4.7661224E-01
  4.0799998E+03    5.1840574E-01
  4.1050000E+03    5.5438691E-01
  4.1299998E+03    5.8566290E-01
  4.1550000E+03    6.1278713E-01
  4.1799998E+03    6.3686693E-01
  4.2049996E+03    6.5817881E-01
  4.2299998E+03    6.7755330E-01
  4.2549997E+03    6.9554389E-01
  4.2799998E+03    7.1242738E-01
  4.3050000E+03    7.2875726E-01
  4.3299999E+03    7.4481046E-01
  4.3550001E+03    7.6030999E-01
  4.3799999E+03    7.7525598E-01
  4.4050001E+03    7.8937173E-01
  4.4299999E+03    8.0238032E-01
  4.4549997E+03    8.1372821E-01
  4.4799999E+03    8.2452255E-01
  4.5049997E+03    8.3476341E-01
  4.5299999E+03    8.4555775E-01
  4.5549998E+03    8.5718244E-01
  4.5799996E+03    8.6936063E-01
  4.6050001E+03    8.8126212E-01
  4.6300000E+03    8.9233327E-01
  4.6550002E+03    9.0146697E-01
  4.6800000E+03    9.0893990E-01
  4.7049998E+03    9.1530591E-01
  4.7300000E+03    9.2084146E-01
  4.7549998E+03    9.2610019E-01
  4.7800000E+03    9.3108225E-01
  4.8049998E+03    9.3634099E-01
  4.8299997E+03    9.4187659E-01
  4.8549999E+03    9.4796568E-01
  4.8799997E+03    9.5433158E-01
  4.9049999E+03    9.6097428E-01
  4.9300001E+03    9.6734017E-01
  4.9549999E+03    9.7398287E-01
  4.9800001E+03    9.8007196E-01
  5.0049995E+03    9.8588437E-01
  5.0299997E+03    9.9114311E-01
  5.0549996E+03    9.9557155E-01
  5.0800001E+03    9.9889296E-01
  5.1049999E+03    1.0000000E+00
  5.1300001E+03    9.9889296E-01
  5.1550000E+03    9.9501801E-01
  5.1800002E+03    9.9114311E-01
  5.2050000E+03    9.8477721E-01
  5.2300002E+03    9.5543873E-01
  5.2550000E+03    8.8402992E-01
  5.2799998E+03    7.7691668E-01
  5.3050000E+03    6.4738446E-01
  5.3299998E+03    5.0899529E-01
  5.3550000E+03    3.7420425E-01
  5.3799999E+03    2.5214505E-01
  5.4050000E+03    1.5167451E-01
  5.4299999E+03    8.1649601E-02
  5.4549997E+03    4.5945197E-02
  5.4799999E+03    3.0999169E-02
  5.5049997E+03    2.1311929E-02
  5.5299995E+03    1.3838915E-02
  5.5549997E+03    8.8569056E-03
  5.5799996E+03    5.8123441E-03
  5.6049998E+03    4.1516745E-03
  5.6299996E+03    3.3213398E-03
  5.6549998E+03    2.7677831E-03
  5.6799996E+03    2.4910048E-03
  5.7049994E+03    2.2142264E-03
  5.7300000E+03    1.6606699E-03
  5.7550002E+03    1.3838916E-03
  5.7800000E+03    8.3033496E-04
  5.8050002E+03    2.7677830E-04
  5.8300000E+03    0.0000000E+00
