Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         9 = grain model
 4.000E-08 4.000E-01 2.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 7.000E-01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 5.089E+00 = <U> 
     mmp83 = radfield
 4.799E-24 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  8.798E-27  2.964E-19 COBE-DIRBE
2.220E+00  1.155E-26  6.803E-19 COBE-DIRBE
3.530E+00  4.770E-26  4.467E-18 COBE-DIRBE
4.880E+00  2.197E-26  2.843E-18 COBE-DIRBE
1.229E+01  2.867E-25  9.345E-17 COBE-DIRBE
2.079E+01  4.214E-25  2.324E-16 COBE-DIRBE
5.599E+01  2.469E-24  3.667E-15 COBE-DIRBE
9.770E+01  2.523E-24  6.539E-15 COBE-DIRBE
1.479E+02  1.661E-24  6.514E-15 COBE-DIRBE
2.479E+02  5.322E-25  3.499E-15 COBE-DIRBE
1.200E+01  2.758E-25  8.780E-17 IRAS
2.500E+01  4.936E-25  3.274E-16 IRAS
6.000E+01  2.516E-24  4.005E-15 IRAS
1.000E+02  2.489E-24  6.601E-15 IRAS
3.550E+00  5.475E-26  5.155E-18 SST-IRAC
4.493E+00  1.718E-26  2.048E-18 SST-IRAC
5.731E+00  1.046E-25  1.590E-17 SST-IRAC
7.872E+00  2.910E-25  6.077E-17 SST-IRAC
2.368E+01  4.410E-25  2.770E-16 SST-MIPS
7.142E+01  2.502E-24  4.740E-15 SST-MIPS
1.559E+02  1.440E-24  5.956E-15 SST-MIPS
1.600E+01  3.070E-25  1.303E-16 SST-IRSPU
2.200E+01  4.415E-25  2.576E-16 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  2.097E-31  5.563E-20
9.908E+03  2.174E-31  5.713E-20
9.817E+03  2.253E-31  5.866E-20
9.727E+03  2.335E-31  6.024E-20
9.638E+03  2.420E-31  6.186E-20
9.550E+03  2.508E-31  6.353E-20
9.462E+03  2.599E-31  6.523E-20
9.376E+03  2.694E-31  6.699E-20
9.290E+03  2.792E-31  6.879E-20
9.204E+03  2.893E-31  7.064E-20
9.120E+03  2.999E-31  7.254E-20
9.036E+03  3.108E-31  7.449E-20
8.954E+03  3.220E-31  7.649E-20
8.872E+03  3.337E-31  7.853E-20
8.790E+03  3.458E-31  8.062E-20
8.710E+03  3.583E-31  8.278E-20
8.630E+03  3.713E-31  8.499E-20
8.551E+03  3.847E-31  8.727E-20
8.472E+03  3.987E-31  8.960E-20
8.395E+03  4.132E-31  9.201E-20
8.318E+03  4.282E-31  9.447E-20
8.241E+03  4.438E-31  9.701E-20
8.166E+03  4.599E-31  9.962E-20
8.091E+03  4.766E-31  1.023E-19
8.017E+03  4.940E-31  1.050E-19
7.943E+03  5.120E-31  1.079E-19
7.870E+03  5.306E-31  1.108E-19
7.798E+03  5.500E-31  1.138E-19
7.727E+03  5.701E-31  1.168E-19
7.656E+03  5.909E-31  1.200E-19
7.586E+03  6.125E-31  1.232E-19
7.516E+03  6.348E-31  1.266E-19
7.447E+03  6.581E-31  1.300E-19
7.379E+03  6.821E-31  1.335E-19
7.311E+03  7.071E-31  1.371E-19
7.244E+03  7.330E-31  1.409E-19
7.178E+03  7.599E-31  1.447E-19
7.112E+03  7.877E-31  1.486E-19
7.047E+03  8.166E-31  1.526E-19
6.982E+03  8.466E-31  1.568E-19
6.918E+03  8.776E-31  1.611E-19
6.855E+03  9.098E-31  1.654E-19
6.792E+03  9.432E-31  1.699E-19
6.730E+03  9.778E-31  1.745E-19
6.668E+03  1.014E-30  1.793E-19
6.607E+03  1.051E-30  1.842E-19
6.546E+03  1.090E-30  1.892E-19
6.486E+03  1.130E-30  1.944E-19
6.427E+03  1.171E-30  1.997E-19
6.368E+03  1.214E-30  2.051E-19
6.310E+03  1.259E-30  2.107E-19
6.252E+03  1.306E-30  2.165E-19
6.194E+03  1.354E-30  2.224E-19
6.138E+03  1.404E-30  2.285E-19
6.081E+03  1.456E-30  2.348E-19
6.026E+03  1.509E-30  2.413E-19
5.970E+03  1.565E-30  2.479E-19
5.916E+03  1.623E-30  2.547E-19
5.861E+03  1.683E-30  2.617E-19
5.808E+03  1.746E-30  2.689E-19
5.754E+03  1.810E-30  2.763E-19
