Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         8 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 7.000E+00 1.000E+05 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 6.697E+01 = <U> 
     mmp83 = radfield
 4.264E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  9.318E-26  3.139E-18 COBE-DIRBE
2.220E+00  1.604E-25  9.444E-18 COBE-DIRBE
3.530E+00  1.775E-25  1.662E-17 COBE-DIRBE
4.880E+00  1.693E-25  2.191E-17 COBE-DIRBE
1.229E+01  2.563E-24  8.355E-16 COBE-DIRBE
2.079E+01  1.155E-23  6.372E-15 COBE-DIRBE
5.599E+01  2.392E-23  3.553E-14 COBE-DIRBE
9.770E+01  1.459E-23  3.782E-14 COBE-DIRBE
1.479E+02  6.541E-24  2.566E-14 COBE-DIRBE
2.479E+02  1.414E-24  9.294E-15 COBE-DIRBE
1.200E+01  2.172E-24  6.915E-16 IRAS
2.500E+01  1.436E-23  9.525E-15 IRAS
6.000E+01  2.321E-23  3.694E-14 IRAS
1.000E+02  1.402E-23  3.720E-14 IRAS
3.550E+00  1.778E-25  1.675E-17 SST-IRAC
4.493E+00  1.716E-25  2.045E-17 SST-IRAC
5.731E+00  1.753E-25  2.665E-17 SST-IRAC
7.872E+00  1.029E-24  2.148E-16 SST-IRAC
2.368E+01  1.421E-23  8.925E-15 SST-MIPS
7.142E+01  1.927E-23  3.650E-14 SST-MIPS
1.559E+02  5.235E-24  2.165E-14 SST-MIPS
1.600E+01  4.432E-24  1.881E-15 SST-IRSPU
2.200E+01  1.388E-23  8.099E-15 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  2.823E-31  7.489E-20
9.908E+03  2.926E-31  7.691E-20
9.817E+03  3.032E-31  7.897E-20
9.727E+03  3.143E-31  8.109E-20
9.638E+03  3.257E-31  8.327E-20
9.550E+03  3.375E-31  8.551E-20
9.462E+03  3.498E-31  8.780E-20
9.376E+03  3.625E-31  9.016E-20
9.290E+03  3.757E-31  9.259E-20
9.204E+03  3.894E-31  9.507E-20
9.120E+03  4.036E-31  9.763E-20
9.036E+03  4.182E-31  1.003E-19
8.954E+03  4.334E-31  1.029E-19
8.872E+03  4.491E-31  1.057E-19
8.790E+03  4.653E-31  1.085E-19
8.710E+03  4.821E-31  1.114E-19
8.630E+03  4.996E-31  1.144E-19
8.551E+03  5.177E-31  1.174E-19
8.472E+03  5.364E-31  1.206E-19
8.395E+03  5.559E-31  1.238E-19
8.318E+03  5.761E-31  1.271E-19
8.241E+03  5.970E-31  1.305E-19
8.166E+03  6.187E-31  1.340E-19
8.091E+03  6.412E-31  1.376E-19
8.017E+03  6.646E-31  1.413E-19
7.943E+03  6.888E-31  1.451E-19
7.870E+03  7.139E-31  1.490E-19
7.798E+03  7.399E-31  1.531E-19
7.727E+03  7.669E-31  1.572E-19
7.656E+03  7.949E-31  1.614E-19
7.586E+03  8.239E-31  1.658E-19
7.516E+03  8.541E-31  1.703E-19
7.447E+03  8.853E-31  1.749E-19
7.379E+03  9.177E-31  1.796E-19
7.311E+03  9.513E-31  1.845E-19
7.244E+03  9.862E-31  1.895E-19
7.178E+03  1.022E-30  1.947E-19
7.112E+03  1.060E-30  1.999E-19
7.047E+03  1.099E-30  2.054E-19
6.982E+03  1.139E-30  2.110E-19
6.918E+03  1.181E-30  2.167E-19
6.855E+03  1.224E-30  2.226E-19
6.792E+03  1.269E-30  2.287E-19
6.730E+03  1.316E-30  2.349E-19
6.668E+03  1.364E-30  2.413E-19
6.607E+03  1.414E-30  2.479E-19
6.546E+03  1.466E-30  2.547E-19
6.486E+03  1.521E-30  2.616E-19
6.427E+03  1.577E-30  2.688E-19
6.368E+03  1.635E-30  2.761E-19
6.310E+03  1.695E-30  2.837E-19
6.252E+03  1.758E-30  2.915E-19
6.194E+03  1.823E-30  2.995E-19
6.138E+03  1.890E-30  3.077E-19
6.081E+03  1.960E-30  3.162E-19
6.026E+03  2.033E-30  3.249E-19
5.970E+03  2.108E-30  3.339E-19
5.916E+03  2.186E-30  3.431E-19
5.861E+03  2.268E-30  3.526E-19
5.808E+03  2.352E-30  3.623E-19
5.754E+03  2.439E-30  3.723E-19
5.702E+03  2.530E-30  3.826E-19
5.649E+03  2.624E-30  3.932E-19
5.598E+03  2.722E-30  4.042E-19
5.546E+03  2.823E-30  4.154E-19
5.495E+03  2.929E-30  4.269E-19
5.445E+03  3.038E-30  4.388E-19
5.395E+03  3.151E-30  4.510E-19
5.346E+03  3.269E-30  4.635E-19
5.297E+03  3.391E-30  4.765E-19
5.248E+03  3.518E-30  4.898E-19
5.200E+03  3.650E-30  5.034E-19
5.152E+03  3.786E-30  5.175E-19
