Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         9 = grain model
 4.000E-08 4.000E-01 2.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.200E+01 1.000E+04 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 8.080E+01 = <U> 
     mmp83 = radfield
 7.613E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  1.403E-25  4.725E-18 COBE-DIRBE
2.220E+00  1.839E-25  1.083E-17 COBE-DIRBE
3.530E+00  7.608E-25  7.124E-17 COBE-DIRBE
4.880E+00  3.538E-25  4.580E-17 COBE-DIRBE
1.229E+01  5.669E-24  1.848E-15 COBE-DIRBE
2.079E+01  1.273E-23  7.019E-15 COBE-DIRBE
5.599E+01  4.722E-23  7.013E-14 COBE-DIRBE
9.770E+01  2.580E-23  6.686E-14 COBE-DIRBE
1.479E+02  1.035E-23  4.062E-14 COBE-DIRBE
2.479E+02  2.013E-24  1.323E-14 COBE-DIRBE
1.200E+01  5.338E-24  1.699E-15 IRAS
2.500E+01  1.707E-23  1.132E-14 IRAS
6.000E+01  4.542E-23  7.229E-14 IRAS
1.000E+02  2.459E-23  6.523E-14 IRAS
3.550E+00  8.731E-25  8.222E-17 SST-IRAC
4.493E+00  2.753E-25  3.282E-17 SST-IRAC
5.731E+00  1.752E-24  2.663E-16 SST-IRAC
7.872E+00  5.436E-24  1.135E-15 SST-IRAC
2.368E+01  1.583E-23  9.945E-15 SST-MIPS
7.142E+01  3.677E-23  6.966E-14 SST-MIPS
1.559E+02  8.094E-24  3.347E-14 SST-MIPS
1.600E+01  6.842E-24  2.904E-15 SST-IRSPU
2.200E+01  1.507E-23  8.795E-15 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  3.450E-31  9.150E-20
9.908E+03  3.576E-31  9.398E-20
9.817E+03  3.706E-31  9.652E-20
9.727E+03  3.842E-31  9.913E-20
9.638E+03  3.982E-31  1.018E-19
9.550E+03  4.128E-31  1.046E-19
9.462E+03  4.278E-31  1.074E-19
9.376E+03  4.435E-31  1.103E-19
9.290E+03  4.597E-31  1.133E-19
9.204E+03  4.765E-31  1.163E-19
9.120E+03  4.939E-31  1.195E-19
9.036E+03  5.119E-31  1.227E-19
8.954E+03  5.306E-31  1.260E-19
8.872E+03  5.498E-31  1.294E-19
8.790E+03  5.698E-31  1.329E-19
8.710E+03  5.905E-31  1.364E-19
8.630E+03  6.120E-31  1.401E-19
8.551E+03  6.343E-31  1.439E-19
8.472E+03  6.574E-31  1.477E-19
8.395E+03  6.814E-31  1.517E-19
8.318E+03  7.062E-31  1.558E-19
8.241E+03  7.320E-31  1.600E-19
8.166E+03  7.588E-31  1.643E-19
8.091E+03  7.865E-31  1.688E-19
8.017E+03  8.152E-31  1.734E-19
7.943E+03  8.451E-31  1.781E-19
7.870E+03  8.760E-31  1.829E-19
7.798E+03  9.081E-31  1.878E-19
7.727E+03  9.414E-31  1.929E-19
7.656E+03  9.759E-31  1.982E-19
7.586E+03  1.012E-30  2.036E-19
7.516E+03  1.049E-30  2.091E-19
7.447E+03  1.087E-30  2.148E-19
7.379E+03  1.127E-30  2.207E-19
7.311E+03  1.169E-30  2.267E-19
7.244E+03  1.212E-30  2.329E-19
7.178E+03  1.257E-30  2.393E-19
7.112E+03  1.303E-30  2.458E-19
7.047E+03  1.351E-30  2.525E-19
6.982E+03  1.401E-30  2.594E-19
6.918E+03  1.452E-30  2.665E-19
6.855E+03  1.506E-30  2.738E-19
6.792E+03  1.561E-30  2.813E-19
6.730E+03  1.619E-30  2.890E-19
6.668E+03  1.679E-30  2.969E-19
6.607E+03  1.741E-30  3.051E-19
6.546E+03  1.805E-30  3.135E-19
6.486E+03  1.872E-30  3.221E-19
6.427E+03  1.941E-30  3.310E-19
6.368E+03  2.013E-30  3.401E-19
6.310E+03  2.088E-30  3.494E-19
6.252E+03  2.165E-30  3.591E-19
6.194E+03  2.246E-30  3.690E-19
6.138E+03  2.329E-30  3.792E-19
6.081E+03  2.416E-30  3.897E-19
6.026E+03  2.506E-30  4.005E-19
5.970E+03  2.599E-30  4.116E-19
5.916E+03  2.696E-30  4.230E-19
5.861E+03  2.796E-30  4.347E-19
5.808E+03  2.900E-30  4.468E-19
5.754E+03  3.008E-30  4.592E-19
5.702E+03  3.121E-30  4.720E-19
5.649E+03  3.237E-30  4.851E-19
5.598E+03  3.358E-30  4.986E-19
5.546E+03  3.484E-30  5.125E-19
5.495E+03  3.614E-30  5.268E-19
5.445E+03  3.749E-30  5.415E-19
