Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         9 = grain model
 4.000E-08 4.000E-01 2.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.200E+01 1.200E+01 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.200E+01 = <U> 
     mmp83 = radfield
 1.132E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  2.077E-26  6.996E-19 COBE-DIRBE
2.220E+00  2.726E-26  1.605E-18 COBE-DIRBE
3.530E+00  1.124E-25  1.053E-17 COBE-DIRBE
4.880E+00  5.171E-26  6.694E-18 COBE-DIRBE
1.229E+01  6.197E-25  2.020E-16 COBE-DIRBE
2.079E+01  8.046E-25  4.437E-16 COBE-DIRBE
5.599E+01  5.239E-24  7.780E-15 COBE-DIRBE
9.770E+01  7.698E-24  1.995E-14 COBE-DIRBE
1.479E+02  4.694E-24  1.841E-14 COBE-DIRBE
2.479E+02  1.202E-24  7.904E-15 COBE-DIRBE
1.200E+01  6.066E-25  1.931E-16 IRAS
2.500E+01  8.266E-25  5.482E-16 IRAS
6.000E+01  5.717E-24  9.099E-15 IRAS
1.000E+02  7.625E-24  2.022E-14 IRAS
3.550E+00  1.290E-25  1.215E-17 SST-IRAC
4.493E+00  4.049E-26  4.825E-18 SST-IRAC
5.731E+00  2.449E-25  3.723E-17 SST-IRAC
7.872E+00  6.653E-25  1.389E-16 SST-IRAC
2.368E+01  7.603E-25  4.776E-16 SST-MIPS
7.142E+01  6.724E-24  1.274E-14 SST-MIPS
1.559E+02  3.942E-24  1.630E-14 SST-MIPS
1.600E+01  6.293E-25  2.671E-16 SST-IRSPU
2.200E+01  7.866E-25  4.590E-16 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  2.826E-31  7.496E-20
9.908E+03  2.929E-31  7.698E-20
9.817E+03  3.036E-31  7.906E-20
9.727E+03  3.147E-31  8.119E-20
9.638E+03  3.261E-31  8.338E-20
9.550E+03  3.380E-31  8.563E-20
9.462E+03  3.504E-31  8.794E-20
9.376E+03  3.632E-31  9.032E-20
9.290E+03  3.764E-31  9.275E-20
9.204E+03  3.901E-31  9.526E-20
9.120E+03  4.044E-31  9.783E-20
9.036E+03  4.191E-31  1.005E-19
8.954E+03  4.344E-31  1.032E-19
8.872E+03  4.501E-31  1.059E-19
8.790E+03  4.665E-31  1.088E-19
8.710E+03  4.834E-31  1.117E-19
8.630E+03  5.010E-31  1.147E-19
8.551E+03  5.192E-31  1.178E-19
8.472E+03  5.381E-31  1.209E-19
8.395E+03  5.577E-31  1.242E-19
8.318E+03  5.780E-31  1.275E-19
8.241E+03  5.991E-31  1.310E-19
8.166E+03  6.209E-31  1.345E-19
8.091E+03  6.436E-31  1.381E-19
8.017E+03  6.671E-31  1.419E-19
7.943E+03  6.915E-31  1.457E-19
7.870E+03  7.168E-31  1.496E-19
7.798E+03  7.430E-31  1.537E-19
7.727E+03  7.702E-31  1.579E-19
7.656E+03  7.984E-31  1.621E-19
7.586E+03  8.277E-31  1.665E-19
7.516E+03  8.580E-31  1.711E-19
7.447E+03  8.895E-31  1.757E-19
7.379E+03  9.221E-31  1.805E-19
7.311E+03  9.560E-31  1.854E-19
7.244E+03  9.911E-31  1.905E-19
7.178E+03  1.028E-30  1.957E-19
7.112E+03  1.065E-30  2.010E-19
7.047E+03  1.105E-30  2.065E-19
6.982E+03  1.145E-30  2.121E-19
6.918E+03  1.187E-30  2.179E-19
6.855E+03  1.231E-30  2.239E-19
6.792E+03  1.276E-30  2.300E-19
6.730E+03  1.323E-30  2.363E-19
6.668E+03  1.372E-30  2.427E-19
6.607E+03  1.423E-30  2.494E-19
6.546E+03  1.475E-30  2.562E-19
6.486E+03  1.530E-30  2.632E-19
6.427E+03  1.586E-30  2.705E-19
6.368E+03  1.645E-30  2.779E-19
6.310E+03  1.706E-30  2.855E-19
6.252E+03  1.769E-30  2.934E-19
6.194E+03  1.835E-30  3.015E-19
6.138E+03  1.903E-30  3.098E-19
6.081E+03  1.973E-30  3.183E-19
6.026E+03  2.047E-30  3.271E-19
5.970E+03  2.123E-30  3.361E-19
5.916E+03  2.201E-30  3.454E-19
5.861E+03  2.283E-30  3.550E-19
5.808E+03  2.368E-30  3.648E-19
5.754E+03  2.456E-30  3.749E-19
5.702E+03  2.548E-30  3.853E-19
5.649E+03  2.643E-30  3.960E-19
5.598E+03  2.741E-30  4.070E-19
5.546E+03  2.844E-30  4.184E-19
5.495E+03  2.950E-30  4.300E-19
5.445E+03  3.060E-30  4.420E-19
5.395E+03  3.174E-30  4.543E-19
5.346E+03  3.293E-30  4.669E-19
5.297E+03  3.416E-30  4.800E-19
5.248E+03  3.544E-30  4.934E-19
5.200E+03  3.677E-30  5.071E-19
5.152E+03  3.815E-30  5.213E-19
5.105E+03  3.957E-30  5.359E-19
5.058E+03  4.106E-30  5.509E-19
5.012E+03  4.260E-30  5.663E-19
4.966E+03  4.420E-30  5.822E-19
4.920E+03  4.586E-30  5.985E-19
4.875E+03  4.758E-30  6.153E-19
4.831E+03  4.937E-30  6.326E-19
4.786E+03  5.122E-30  6.503E-19
4.742E+03  5.315E-30  6.686E-19
4.699E+03  5.515E-30  6.874E-19
4.656E+03  5.723E-30  7.068E-19
4.613E+03  5.938E-30  7.267E-19
4.571E+03  6.162E-30  7.472E-19
4.529E+03  6.395E-30  7.683E-19
4.487E+03  6.637E-30  7.900E-19
4.446E+03  6.887E-30  8.123E-19
4.406E+03  7.148E-30  8.353E-19
4.365E+03  7.418E-30  8.589E-19
4.325E+03  7.699E-30  8.833E-19
4.285E+03  7.990E-30  9.083E-19
4.246E+03  8.293E-30  9.341E-19
4.207E+03  8.608E-30  9.606E-19
4.169E+03  8.934E-30  9.879E-19
4.130E+03  9.273E-30  1.016E-18
4.093E+03  9.625E-30  1.045E-18
4.055E+03  9.991E-30  1.075E-18
4.018E+03  1.037E-29  1.105E-18
3.981E+03  1.077E-29  1.137E-18
3.945E+03  1.117E-29  1.169E-18
3.908E+03  1.160E-29  1.202E-18
3.873E+03  1.204E-29  1.237E-18
3.837E+03  1.250E-29  1.272E-18
3.802E+03  1.297E-29  1.308E-18
3.767E+03  1.347E-29  1.346E-18
3.733E+03  1.398E-29  1.384E-18
3.698E+03  1.452E-29  1.424E-18
3.664E+03  1.507E-29  1.465E-18
3.631E+03  1.565E-29  1.507E-18
3.597E+03  1.625E-29  1.550E-18
3.565E+03  1.687E-29  1.595E-18
3.532E+03  1.751E-29  1.641E-18
3.499E+03  1.819E-29  1.688E-18
3.467E+03  1.888E-29  1.737E-18
3.436E+03  1.961E-29  1.787E-18
3.404E+03  2.036E-29  1.838E-18
3.373E+03  2.114E-29  1.892E-18
3.342E+03  2.196E-29  1.946E-18
3.311E+03  2.280E-29  2.003E-18
3.281E+03  2.368E-29  2.061E-18
3.251E+03  2.459E-29  2.121E-18
3.221E+03  2.554E-29  2.182E-18
3.192E+03  2.652E-29  2.245E-18
3.162E+03  2.755E-29  2.311E-18
3.133E+03  2.861E-29  2.378E-18
3.105E+03  2.972E-29  2.447E-18
3.076E+03  3.087E-29  2.519E-18
3.048E+03  3.206E-29  2.592E-18
3.020E+03  3.330E-29  2.668E-18
2.992E+03  3.459E-29  2.745E-18
2.965E+03  3.592E-29  2.825E-18
2.938E+03  3.731E-29  2.908E-18
2.911E+03  3.876E-29  2.992E-18
2.884E+03  4.026E-29  3.080E-18
2.858E+03  4.181E-29  3.169E-18
