Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        11 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 5.000E+00 1.000E+06 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 6.103E+01 = <U> 
     mmp83 = radfield
 3.366E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  3.483E-26  1.173E-18 COBE-DIRBE
2.220E+00  5.840E-26  3.439E-18 COBE-DIRBE
3.530E+00  1.125E-25  1.053E-17 COBE-DIRBE
4.880E+00  1.406E-25  1.820E-17 COBE-DIRBE
1.229E+01  4.131E-24  1.347E-15 COBE-DIRBE
2.079E+01  1.293E-23  7.129E-15 COBE-DIRBE
5.599E+01  1.575E-23  2.339E-14 COBE-DIRBE
9.770E+01  9.240E-24  2.394E-14 COBE-DIRBE
1.479E+02  4.198E-24  1.647E-14 COBE-DIRBE
2.479E+02  9.285E-25  6.105E-15 COBE-DIRBE
1.200E+01  3.468E-24  1.104E-15 IRAS
2.500E+01  1.450E-23  9.618E-15 IRAS
6.000E+01  1.522E-23  2.422E-14 IRAS
1.000E+02  8.881E-24  2.356E-14 IRAS
3.550E+00  1.201E-25  1.131E-17 SST-IRAC
4.493E+00  1.127E-25  1.343E-17 SST-IRAC
5.731E+00  3.585E-25  5.451E-17 SST-IRAC
7.872E+00  1.593E-24  3.327E-16 SST-IRAC
2.368E+01  1.414E-23  8.884E-15 SST-MIPS
7.142E+01  1.221E-23  2.314E-14 SST-MIPS
1.559E+02  3.375E-24  1.396E-14 SST-MIPS
1.600E+01  6.574E-24  2.790E-15 SST-IRSPU
2.200E+01  1.440E-23  8.401E-15 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.911E-31  5.068E-20
9.908E+03  1.980E-31  5.204E-20
9.817E+03  2.052E-31  5.344E-20
9.727E+03  2.127E-31  5.487E-20
9.638E+03  2.204E-31  5.634E-20
9.550E+03  2.284E-31  5.785E-20
9.462E+03  2.367E-31  5.941E-20
9.376E+03  2.453E-31  6.100E-20
9.290E+03  2.542E-31  6.264E-20
9.204E+03  2.634E-31  6.432E-20
9.120E+03  2.730E-31  6.604E-20
9.036E+03  2.829E-31  6.781E-20
8.954E+03  2.931E-31  6.962E-20
8.872E+03  3.037E-31  7.147E-20
8.790E+03  3.147E-31  7.338E-20
8.710E+03  3.261E-31  7.533E-20
8.630E+03  3.379E-31  7.734E-20
8.551E+03  3.501E-31  7.940E-20
8.472E+03  3.628E-31  8.152E-20
8.395E+03  3.759E-31  8.370E-20
8.318E+03  3.895E-31  8.594E-20
8.241E+03  4.037E-31  8.824E-20
8.166E+03  4.183E-31  9.061E-20
8.091E+03  4.335E-31  9.304E-20
8.017E+03  4.493E-31  9.554E-20
7.943E+03  4.656E-31  9.810E-20
7.870E+03  4.825E-31  1.007E-19
7.798E+03  5.001E-31  1.035E-19
7.727E+03  5.183E-31  1.062E-19
7.656E+03  5.372E-31  1.091E-19
7.586E+03  5.568E-31  1.120E-19
7.516E+03  5.772E-31  1.151E-19
7.447E+03  5.982E-31  1.182E-19
7.379E+03  6.201E-31  1.214E-19
7.311E+03  6.428E-31  1.247E-19
7.244E+03  6.663E-31  1.280E-19
7.178E+03  6.907E-31  1.315E-19
7.112E+03  7.160E-31  1.351E-19
7.047E+03  7.422E-31  1.387E-19
6.982E+03  7.694E-31  1.425E-19
6.918E+03  7.976E-31  1.464E-19
6.855E+03  8.268E-31  1.503E-19
6.792E+03  8.571E-31  1.544E-19
6.730E+03  8.886E-31  1.586E-19
6.668E+03  9.212E-31  1.629E-19
6.607E+03  9.551E-31  1.674E-19
6.546E+03  9.902E-31  1.719E-19
6.486E+03  1.027E-30  1.766E-19
6.427E+03  1.064E-30  1.815E-19
6.368E+03  1.104E-30  1.864E-19
6.310E+03  1.144E-30  1.915E-19
6.252E+03  1.186E-30  1.968E-19
6.194E+03  1.230E-30  2.022E-19
6.138E+03  1.276E-30  2.077E-19
6.081E+03  1.323E-30  2.134E-19
6.026E+03  1.372E-30  2.193E-19
5.970E+03  1.423E-30  2.253E-19
5.916E+03  1.475E-30  2.315E-19
5.861E+03  1.530E-30  2.379E-19
5.808E+03  1.587E-30  2.444E-19
5.754E+03  1.646E-30  2.512E-19
5.702E+03  1.707E-30  2.581E-19
5.649E+03  1.770E-30  2.652E-19
5.598E+03  1.836E-30  2.726E-19
5.546E+03  1.904E-30  2.801E-19
5.495E+03  1.975E-30  2.879E-19
5.445E+03  2.048E-30  2.959E-19
5.395E+03  2.125E-30  3.041E-19
5.346E+03  2.204E-30  3.125E-19
5.297E+03  2.286E-30  3.212E-19
5.248E+03  2.372E-30  3.301E-19
5.200E+03  2.460E-30  3.393E-19
5.152E+03  2.552E-30  3.488E-19
5.105E+03  2.647E-30  3.585E-19
5.058E+03  2.746E-30  3.685E-19
5.012E+03  2.849E-30  3.788E-19
4.966E+03  2.956E-30  3.894E-19
