Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         1 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E-01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 9.211E-01 = <U> 
     mmp83 = radfield
 4.116E-24 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  1.541E-27  5.191E-20 COBE-DIRBE
2.220E+00  1.828E-27  1.076E-19 COBE-DIRBE
3.530E+00  1.121E-26  1.050E-18 COBE-DIRBE
4.880E+00  5.090E-27  6.588E-19 COBE-DIRBE
1.229E+01  1.171E-25  3.818E-17 COBE-DIRBE
2.079E+01  2.349E-25  1.296E-16 COBE-DIRBE
5.599E+01  2.042E-24  3.032E-15 COBE-DIRBE
9.770E+01  2.069E-24  5.363E-15 COBE-DIRBE
1.479E+02  1.647E-24  6.460E-15 COBE-DIRBE
2.479E+02  6.835E-25  4.494E-15 COBE-DIRBE
1.200E+01  1.031E-25  3.281E-17 IRAS
2.500E+01  3.214E-25  2.131E-16 IRAS
6.000E+01  2.056E-24  3.273E-15 IRAS
1.000E+02  2.056E-24  5.454E-15 IRAS
3.550E+00  1.304E-26  1.228E-18 SST-IRAC
4.493E+00  3.552E-27  4.233E-19 SST-IRAC
5.731E+00  3.237E-26  4.921E-18 SST-IRAC
7.872E+00  9.988E-26  2.086E-17 SST-IRAC
2.368E+01  2.740E-25  1.721E-16 SST-MIPS
7.142E+01  1.970E-24  3.732E-15 SST-MIPS
1.559E+02  1.491E-24  6.166E-15 SST-MIPS
1.600E+01  1.572E-25  6.672E-17 SST-IRSPU
2.200E+01  2.649E-25  1.546E-16 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  4.420E-31  1.173E-19
9.908E+03  4.582E-31  1.204E-19
9.817E+03  4.749E-31  1.237E-19
9.727E+03  4.923E-31  1.270E-19
9.638E+03  5.103E-31  1.305E-19
9.550E+03  5.289E-31  1.340E-19
9.462E+03  5.482E-31  1.376E-19
9.376E+03  5.682E-31  1.413E-19
9.290E+03  5.890E-31  1.451E-19
9.204E+03  6.105E-31  1.491E-19
9.120E+03  6.328E-31  1.531E-19
9.036E+03  6.559E-31  1.572E-19
8.954E+03  6.798E-31  1.615E-19
8.872E+03  7.045E-31  1.658E-19
8.790E+03  7.301E-31  1.702E-19
8.710E+03  7.567E-31  1.748E-19
8.630E+03  7.842E-31  1.795E-19
8.551E+03  8.128E-31  1.843E-19
8.472E+03  8.424E-31  1.893E-19
8.395E+03  8.731E-31  1.944E-19
8.318E+03  9.050E-31  1.997E-19
8.241E+03  9.380E-31  2.051E-19
8.166E+03  9.722E-31  2.106E-19
8.091E+03  1.008E-30  2.163E-19
8.017E+03  1.045E-30  2.221E-19
7.943E+03  1.083E-30  2.281E-19
7.870E+03  1.122E-30  2.343E-19
7.798E+03  1.164E-30  2.407E-19
7.727E+03  1.206E-30  2.472E-19
7.656E+03  1.250E-30  2.539E-19
7.586E+03  1.296E-30  2.608E-19
7.516E+03  1.344E-30  2.679E-19
7.447E+03  1.393E-30  2.752E-19
7.379E+03  1.444E-30  2.827E-19
7.311E+03  1.497E-30  2.904E-19
7.244E+03  1.552E-30  2.983E-19
7.178E+03  1.610E-30  3.065E-19
7.112E+03  1.669E-30  3.148E-19
7.047E+03  1.730E-30  3.234E-19
6.982E+03  1.794E-30  3.323E-19
6.918E+03  1.860E-30  3.413E-19
6.855E+03  1.928E-30  3.506E-19
6.792E+03  1.999E-30  3.602E-19
6.730E+03  2.073E-30  3.701E-19
6.668E+03  2.150E-30  3.802E-19
6.607E+03  2.229E-30  3.906E-19
6.546E+03  2.311E-30  4.013E-19
6.486E+03  2.396E-30  4.123E-19
6.427E+03  2.485E-30  4.236E-19
6.368E+03  2.577E-30  4.353E-19
6.310E+03  2.672E-30  4.473E-19
6.252E+03  2.771E-30  4.596E-19
6.194E+03  2.874E-30  4.722E-19
6.138E+03  2.980E-30  4.852E-19
6.081E+03  3.091E-30  4.986E-19
6.026E+03  3.206E-30  5.124E-19
5.970E+03  3.325E-30  5.265E-19
5.916E+03  3.448E-30  5.411E-19
5.861E+03  3.576E-30  5.560E-19
5.808E+03  3.709E-30  5.714E-19
5.754E+03  3.847E-30  5.872E-19
5.702E+03  3.990E-30  6.035E-19
5.649E+03  4.139E-30  6.202E-19
5.598E+03  4.293E-30  6.374E-19
5.546E+03  4.453E-30  6.551E-19
5.495E+03  4.619E-30  6.733E-19
5.445E+03  4.791E-30  6.920E-19
5.395E+03  4.970E-30  7.113E-19
5.346E+03  5.156E-30  7.311E-19
5.297E+03  5.348E-30  7.514E-19
5.248E+03  5.548E-30  7.724E-19
5.200E+03  5.756E-30  7.939E-19
5.152E+03  5.971E-30  8.161E-19
5.105E+03  6.195E-30  8.388E-19
5.058E+03  6.426E-30  8.623E-19
5.012E+03  6.667E-30  8.864E-19
4.966E+03  6.917E-30  9.111E-19
4.920E+03  7.176E-30  9.366E-19
4.875E+03  7.445E-30  9.628E-19
4.831E+03  7.724E-30  9.898E-19
4.786E+03  8.014E-30  1.017E-18
4.742E+03  8.315E-30  1.046E-18
4.699E+03  8.627E-30  1.075E-18
4.656E+03  8.952E-30  1.106E-18
4.613E+03  9.288E-30  1.137E-18
4.571E+03  9.638E-30  1.169E-18
4.529E+03  1.000E-29  1.201E-18
4.487E+03  1.038E-29  1.235E-18
4.446E+03  1.077E-29  1.270E-18
4.406E+03  1.117E-29  1.306E-18
4.365E+03  1.160E-29  1.343E-18
4.325E+03  1.203E-29  1.381E-18
4.285E+03  1.249E-29  1.420E-18
4.246E+03  1.296E-29  1.460E-18
4.207E+03  1.345E-29  1.501E-18
4.169E+03  1.396E-29  1.544E-18
4.130E+03  1.449E-29  1.587E-18
4.093E+03  1.504E-29  1.632E-18
4.055E+03  1.560E-29  1.679E-18
4.018E+03  1.620E-29  1.726E-18
3.981E+03  1.681E-29  1.775E-18
3.945E+03  1.745E-29  1.825E-18
3.908E+03  1.811E-29  1.877E-18
3.873E+03  1.879E-29  1.931E-18
3.837E+03  1.951E-29  1.985E-18
3.802E+03  2.025E-29  2.042E-18
3.767E+03  2.102E-29  2.100E-18
3.733E+03  2.181E-29  2.160E-18
3.698E+03  2.264E-29  2.221E-18
3.664E+03  2.350E-29  2.285E-18
3.631E+03  2.440E-29  2.350E-18
3.597E+03  2.533E-29  2.417E-18
3.565E+03  2.629E-29  2.486E-18
3.532E+03  2.730E-29  2.557E-18
3.499E+03  2.834E-29  2.630E-18
3.467E+03  2.942E-29  2.706E-18
3.436E+03  3.054E-29  2.783E-18
3.404E+03  3.171E-29  2.863E-18
3.373E+03  3.292E-29  2.945E-18
3.342E+03  3.418E-29  3.030E-18
3.311E+03  3.549E-29  3.117E-18
3.281E+03  3.685E-29  3.207E-18
3.251E+03  3.826E-29  3.299E-18
3.221E+03  3.972E-29  3.394E-18
3.192E+03  4.125E-29  3.492E-18
3.162E+03  4.283E-29  3.593E-18
3.133E+03  4.447E-29  3.696E-18
3.105E+03  4.618E-29  3.803E-18
3.076E+03  4.796E-29  3.913E-18
3.048E+03  4.980E-29  4.026E-18
3.020E+03  5.171E-29  4.143E-18
2.992E+03  5.370E-29  4.262E-18
2.965E+03  5.576E-29  4.385E-18
2.938E+03  5.790E-29  4.512E-18
2.911E+03  6.012E-29  4.642E-18
2.884E+03  6.243E-29  4.776E-18
2.858E+03  6.483E-29  4.914E-18
2.831E+03  6.733E-29  5.057E-18
2.805E+03  6.992E-29  5.203E-18
2.780E+03  7.261E-29  5.354E-18
2.754E+03  7.541E-29  5.509E-18
2.729E+03  7.831E-29  5.669E-18
2.704E+03  8.133E-29  5.833E-18
2.679E+03  8.447E-29  6.003E-18
2.655E+03  8.773E-29  6.177E-18
2.630E+03  9.111E-29  6.357E-18
2.606E+03  9.463E-29  6.542E-18
2.582E+03  9.829E-29  6.732E-18
2.559E+03  1.021E-28  6.928E-18
2.535E+03  1.060E-28  7.130E-18
2.512E+03  1.101E-28  7.338E-18
2.489E+03  1.144E-28  7.552E-18
2.466E+03  1.188E-28  7.773E-18
2.443E+03  1.234E-28  8.000E-18
2.421E+03  1.282E-28  8.234E-18
2.399E+03  1.332E-28  8.474E-18
2.377E+03  1.383E-28  8.722E-18
2.355E+03  1.437E-28  8.977E-18
2.333E+03  1.493E-28  9.240E-18
2.312E+03  1.551E-28  9.511E-18
2.291E+03  1.611E-28  9.789E-18
2.270E+03  1.673E-28  1.008E-17
2.249E+03  1.738E-28  1.037E-17
2.228E+03  1.806E-28  1.068E-17
2.208E+03  1.876E-28  1.099E-17
2.188E+03  1.949E-28  1.131E-17
2.168E+03  2.025E-28  1.164E-17
2.148E+03  2.104E-28  1.198E-17
2.128E+03  2.185E-28  1.234E-17
2.109E+03  2.270E-28  1.270E-17
2.089E+03  2.359E-28  1.307E-17
2.070E+03  2.450E-28  1.346E-17
2.051E+03  2.546E-28  1.385E-17
2.032E+03  2.645E-28  1.426E-17
2.014E+03  2.748E-28  1.468E-17
1.995E+03  2.855E-28  1.511E-17
1.977E+03  2.966E-28  1.555E-17
1.959E+03  3.081E-28  1.601E-17
1.941E+03  3.201E-28  1.648E-17
1.923E+03  3.326E-28  1.696E-17
1.905E+03  3.455E-28  1.746E-17
1.888E+03  3.590E-28  1.798E-17
1.871E+03  3.729E-28  1.851E-17
1.854E+03  3.875E-28  1.905E-17
1.837E+03  4.025E-28  1.961E-17
1.820E+03  4.182E-28  2.019E-17
1.803E+03  4.345E-28  2.078E-17
1.786E+03  4.514E-28  2.139E-17
1.770E+03  4.690E-28  2.202E-17
1.754E+03  4.873E-28  2.267E-17
1.738E+03  5.062E-28  2.334E-17
1.722E+03  5.260E-28  2.402E-17
1.706E+03  5.464E-28  2.473E-17
1.690E+03  5.677E-28  2.546E-17
1.675E+03  5.898E-28  2.620E-17
1.660E+03  6.128E-28  2.698E-17
1.644E+03  6.366E-28  2.777E-17
1.629E+03  6.614E-28  2.858E-17
1.614E+03  6.871E-28  2.942E-17
1.600E+03  7.139E-28  3.029E-17
1.585E+03  7.416E-28  3.118E-17
1.570E+03  7.705E-28  3.209E-17
1.556E+03  8.004E-28  3.304E-17
1.542E+03  8.315E-28  3.400E-17
1.528E+03  8.638E-28  3.500E-17
1.514E+03  8.974E-28  3.603E-17
1.500E+03  9.322E-28  3.708E-17
1.486E+03  9.684E-28  3.817E-17
1.472E+03  1.006E-27  3.929E-17
1.459E+03  1.045E-27  4.044E-17
1.445E+03  1.086E-27  4.163E-17
1.432E+03  1.128E-27  4.285E-17
1.419E+03  1.172E-27  4.410E-17
1.406E+03  1.217E-27  4.539E-17
1.393E+03  1.264E-27  4.672E-17
1.380E+03  1.313E-27  4.808E-17
1.368E+03  1.364E-27  4.949E-17
1.355E+03  1.417E-27  5.093E-17
1.343E+03  1.472E-27  5.242E-17
1.330E+03  1.529E-27  5.395E-17
1.318E+03  1.588E-27  5.552E-17
1.306E+03  1.649E-27  5.714E-17
1.294E+03  1.713E-27  5.880E-17
1.282E+03  1.779E-27  6.052E-17
1.271E+03  1.848E-27  6.227E-17
1.259E+03  1.919E-27  6.408E-17
1.247E+03  1.993E-27  6.594E-17
1.236E+03  2.070E-27  6.786E-17
1.225E+03  2.149E-27  6.982E-17
1.213E+03  2.232E-27  7.184E-17
1.202E+03  2.318E-27  7.392E-17
1.191E+03  2.407E-27  7.606E-17
1.180E+03  2.499E-27  7.825E-17
1.169E+03  2.595E-27  8.051E-17
1.159E+03  2.695E-27  8.283E-17
1.148E+03  2.798E-27  8.522E-17
1.138E+03  2.905E-27  8.767E-17
1.127E+03  3.016E-27  9.019E-17
1.117E+03  3.132E-27  9.278E-17
1.107E+03  3.251E-27  9.544E-17
1.096E+03  3.375E-27  9.817E-17
1.086E+03  3.504E-27  1.010E-16
1.076E+03  3.637E-27  1.039E-16
1.067E+03  3.776E-27  1.068E-16
1.057E+03  3.919E-27  1.099E-16
1.047E+03  4.068E-27  1.130E-16
1.038E+03  4.222E-27  1.162E-16
1.028E+03  4.382E-27  1.195E-16
1.019E+03  4.548E-27  1.229E-16
1.009E+03  4.720E-27  1.264E-16
1.000E+03  4.898E-27  1.299E-16
9.908E+02  5.083E-27  1.336E-16
9.817E+02  5.275E-27  1.374E-16
9.727E+02  5.474E-27  1.413E-16
9.638E+02  5.680E-27  1.452E-16
9.550E+02  5.894E-27  1.493E-16
9.462E+02  6.116E-27  1.535E-16
9.376E+02  6.345E-27  1.578E-16
9.290E+02  6.583E-27  1.622E-16
9.204E+02  6.829E-27  1.667E-16
9.120E+02  7.085E-27  1.714E-16
9.036E+02  7.349E-27  1.762E-16
8.954E+02  7.623E-27  1.811E-16
8.872E+02  7.907E-27  1.861E-16
8.790E+02  8.201E-27  1.912E-16
8.710E+02  8.505E-27  1.965E-16
8.630E+02  8.820E-27  2.019E-16
8.551E+02  9.146E-27  2.074E-16
8.472E+02  9.484E-27  2.131E-16
8.395E+02  9.833E-27  2.190E-16
8.318E+02  1.020E-26  2.249E-16
8.241E+02  1.057E-26  2.311E-16
8.166E+02  1.096E-26  2.373E-16
8.091E+02  1.136E-26  2.438E-16
8.017E+02  1.177E-26  2.504E-16
7.943E+02  1.220E-26  2.571E-16
7.870E+02  1.265E-26  2.640E-16
7.798E+02  1.311E-26  2.711E-16
7.727E+02  1.358E-26  2.784E-16
7.656E+02  1.408E-26  2.858E-16
7.586E+02  1.458E-26  2.935E-16
7.516E+02  1.511E-26  3.013E-16
7.447E+02  1.566E-26  3.093E-16
7.379E+02  1.622E-26  3.175E-16
7.311E+02  1.681E-26  3.260E-16
7.244E+02  1.741E-26  3.346E-16
7.178E+02  1.804E-26  3.434E-16
7.112E+02  1.869E-26  3.525E-16
7.047E+02  1.936E-26  3.618E-16
6.982E+02  2.005E-26  3.713E-16
6.918E+02  2.076E-26  3.811E-16
6.855E+02  2.151E-26  3.910E-16
6.792E+02  2.227E-26  4.013E-16
6.730E+02  2.306E-26  4.117E-16
6.668E+02  2.388E-26  4.224E-16
6.607E+02  2.472E-26  4.333E-16
6.546E+02  2.560E-26  4.445E-16
6.486E+02  2.651E-26  4.561E-16
6.427E+02  2.745E-26  4.679E-16
6.368E+02  2.842E-26  4.800E-16
6.310E+02  2.942E-26  4.924E-16
6.252E+02  3.045E-26  5.050E-16
6.194E+02  3.153E-26  5.180E-16
6.138E+02  3.263E-26  5.313E-16
6.081E+02  3.378E-26  5.449E-16
6.026E+02  3.496E-26  5.588E-16
5.970E+02  3.618E-26  5.730E-16
5.916E+02  3.744E-26  5.876E-16
5.861E+02  3.875E-26  6.025E-16
5.808E+02  4.010E-26  6.177E-16
5.754E+02  4.149E-26  6.333E-16
5.702E+02  4.293E-26  6.492E-16
5.649E+02  4.441E-26  6.656E-16
5.598E+02  4.595E-26  6.822E-16
5.546E+02  4.753E-26  6.993E-16
5.495E+02  4.917E-26  7.167E-16
5.445E+02  5.086E-26  7.346E-16
5.395E+02  5.260E-26  7.528E-16
5.346E+02  5.440E-26  7.714E-16
5.297E+02  5.626E-26  7.905E-16
5.248E+02  5.818E-26  8.099E-16
5.200E+02  6.016E-26  8.298E-16
5.152E+02  6.221E-26  8.502E-16
5.105E+02  6.431E-26  8.709E-16
5.058E+02  6.649E-26  8.921E-16
5.012E+02  6.873E-26  9.137E-16
4.966E+02  7.105E-26  9.358E-16
4.920E+02  7.343E-26  9.584E-16
4.875E+02  7.589E-26  9.814E-16
4.831E+02  7.843E-26  1.005E-15
4.786E+02  8.104E-26  1.029E-15
4.742E+02  8.374E-26  1.053E-15
4.699E+02  8.652E-26  1.078E-15
4.656E+02  8.938E-26  1.104E-15
4.613E+02  9.233E-26  1.130E-15
4.571E+02  9.537E-26  1.156E-15
4.529E+02  9.850E-26  1.183E-15
4.487E+02  1.017E-25  1.211E-15
4.446E+02  1.050E-25  1.239E-15
4.406E+02  1.085E-25  1.268E-15
4.365E+02  1.120E-25  1.297E-15
4.325E+02  1.156E-25  1.326E-15
4.285E+02  1.193E-25  1.357E-15
4.246E+02  1.232E-25  1.387E-15
4.207E+02  1.271E-25  1.419E-15
4.169E+02  1.312E-25  1.451E-15
4.130E+02  1.354E-25  1.483E-15
4.093E+02  1.397E-25  1.517E-15
4.055E+02  1.441E-25  1.550E-15
4.018E+02  1.487E-25  1.585E-15
3.981E+02  1.534E-25  1.619E-15
3.945E+02  1.582E-25  1.655E-15
3.908E+02  1.631E-25  1.691E-15
3.873E+02  1.682E-25  1.728E-15
