Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         9 = grain model
 4.000E-08 4.000E-01 2.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E-01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 9.211E-01 = <U> 
     mmp83 = radfield
 8.689E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  1.586E-27  5.344E-20 COBE-DIRBE
2.220E+00  2.089E-27  1.230E-19 COBE-DIRBE
3.530E+00  8.634E-27  8.084E-19 COBE-DIRBE
4.880E+00  3.975E-27  5.145E-19 COBE-DIRBE
1.229E+01  5.065E-26  1.651E-17 COBE-DIRBE
2.079E+01  7.170E-26  3.954E-17 COBE-DIRBE
5.599E+01  3.735E-25  5.547E-16 COBE-DIRBE
9.770E+01  4.268E-25  1.106E-15 COBE-DIRBE
1.479E+02  3.563E-25  1.398E-15 COBE-DIRBE
2.479E+02  1.654E-25  1.087E-15 COBE-DIRBE
1.200E+01  4.903E-26  1.561E-17 IRAS
2.500E+01  8.182E-26  5.426E-17 IRAS
6.000E+01  3.827E-25  6.091E-16 IRAS
1.000E+02  4.255E-25  1.129E-15 IRAS
3.550E+00  9.908E-27  9.330E-19 SST-IRAC
4.493E+00  3.110E-27  3.707E-19 SST-IRAC
5.731E+00  1.890E-26  2.873E-18 SST-IRAC
7.872E+00  5.229E-26  1.092E-17 SST-IRAC
2.368E+01  7.347E-26  4.615E-17 SST-MIPS
7.142E+01  3.866E-25  7.325E-16 SST-MIPS
1.559E+02  3.261E-25  1.349E-15 SST-MIPS
1.600E+01  5.324E-26  2.260E-17 SST-IRSPU
2.200E+01  7.403E-26  4.320E-17 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.503E-31  3.986E-20
9.908E+03  1.557E-31  4.093E-20
9.817E+03  1.614E-31  4.203E-20
9.727E+03  1.672E-31  4.315E-20
9.638E+03  1.733E-31  4.430E-20
9.550E+03  1.796E-31  4.549E-20
9.462E+03  1.861E-31  4.671E-20
9.376E+03  1.928E-31  4.795E-20
9.290E+03  1.998E-31  4.924E-20
9.204E+03  2.071E-31  5.055E-20
9.120E+03  2.146E-31  5.191E-20
9.036E+03  2.223E-31  5.329E-20
8.954E+03  2.304E-31  5.471E-20
8.872E+03  2.387E-31  5.616E-20
8.790E+03  2.473E-31  5.765E-20
8.710E+03  2.562E-31  5.918E-20
8.630E+03  2.654E-31  6.076E-20
8.551E+03  2.750E-31  6.237E-20
8.472E+03  2.849E-31  6.403E-20
8.395E+03  2.952E-31  6.574E-20
8.318E+03  3.059E-31  6.749E-20
8.241E+03  3.170E-31  6.929E-20
8.166E+03  3.284E-31  7.114E-20
8.091E+03  3.403E-31  7.304E-20
8.017E+03  3.526E-31  7.499E-20
7.943E+03  3.654E-31  7.700E-20
7.870E+03  3.787E-31  7.906E-20
7.798E+03  3.924E-31  8.117E-20
7.727E+03  4.067E-31  8.335E-20
7.656E+03  4.214E-31  8.558E-20
7.586E+03  4.367E-31  8.788E-20
7.516E+03  4.526E-31  9.024E-20
7.447E+03  4.691E-31  9.266E-20
7.379E+03  4.861E-31  9.516E-20
7.311E+03  5.038E-31  9.772E-20
7.244E+03  5.222E-31  1.003E-19
7.178E+03  5.412E-31  1.030E-19
7.112E+03  5.610E-31  1.058E-19
7.047E+03  5.814E-31  1.087E-19
6.982E+03  6.026E-31  1.116E-19
6.918E+03  6.246E-31  1.146E-19
6.855E+03  6.473E-31  1.177E-19
6.792E+03  6.709E-31  1.209E-19
6.730E+03  6.954E-31  1.241E-19
6.668E+03  7.208E-31  1.275E-19
6.607E+03  7.471E-31  1.309E-19
6.546E+03  7.744E-31  1.345E-19
6.486E+03  8.028E-31  1.381E-19
6.427E+03  8.321E-31  1.419E-19
6.368E+03  8.626E-31  1.457E-19
6.310E+03  8.942E-31  1.497E-19
6.252E+03  9.269E-31  1.537E-19
6.194E+03  9.609E-31  1.579E-19
6.138E+03  9.961E-31  1.622E-19
6.081E+03  1.033E-30  1.666E-19
6.026E+03  1.071E-30  1.711E-19
5.970E+03  1.110E-30  1.758E-19
5.916E+03  1.151E-30  1.806E-19
5.861E+03  1.193E-30  1.855E-19
5.808E+03  1.237E-30  1.905E-19
