Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        11 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 2.000E-01 2.000E-01 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 2.000E-01 = <U> 
     mmp83 = radfield
 1.108E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  1.121E-28  3.778E-21 COBE-DIRBE
2.220E+00  1.893E-28  1.115E-20 COBE-DIRBE
3.530E+00  3.233E-28  3.027E-20 COBE-DIRBE
4.880E+00  2.440E-28  3.158E-20 COBE-DIRBE
1.229E+01  2.865E-27  9.340E-19 COBE-DIRBE
2.079E+01  4.487E-27  2.475E-18 COBE-DIRBE
5.599E+01  1.023E-26  1.519E-17 COBE-DIRBE
9.770E+01  3.784E-26  9.805E-17 COBE-DIRBE
1.479E+02  7.669E-26  3.009E-16 COBE-DIRBE
2.479E+02  6.255E-26  4.113E-16 COBE-DIRBE
1.200E+01  2.835E-27  9.023E-19 IRAS
2.500E+01  4.738E-27  3.142E-18 IRAS
6.000E+01  1.158E-26  1.843E-17 IRAS
1.000E+02  4.024E-26  1.067E-16 IRAS
3.550E+00  3.451E-28  3.250E-20 SST-IRAC
4.493E+00  2.296E-28  2.737E-20 SST-IRAC
5.731E+00  5.170E-28  7.859E-20 SST-IRAC
7.872E+00  2.050E-27  4.281E-19 SST-IRAC
2.368E+01  4.545E-27  2.855E-18 SST-MIPS
7.142E+01  1.516E-26  2.872E-17 SST-MIPS
1.559E+02  7.869E-26  3.254E-16 SST-MIPS
1.600E+01  2.791E-27  1.185E-18 SST-IRSPU
2.200E+01  4.716E-27  2.752E-18 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  8.572E-32  2.274E-20
9.908E+03  8.881E-32  2.334E-20
9.817E+03  9.201E-32  2.396E-20
9.727E+03  9.533E-32  2.460E-20
9.638E+03  9.876E-32  2.525E-20
9.550E+03  1.023E-31  2.592E-20
9.462E+03  1.060E-31  2.661E-20
9.376E+03  1.098E-31  2.731E-20
9.290E+03  1.138E-31  2.804E-20
9.204E+03  1.179E-31  2.878E-20
9.120E+03  1.221E-31  2.954E-20
9.036E+03  1.265E-31  3.033E-20
8.954E+03  1.311E-31  3.113E-20
8.872E+03  1.357E-31  3.194E-20
8.790E+03  1.406E-31  3.278E-20
8.710E+03  1.456E-31  3.365E-20
8.630E+03  1.509E-31  3.453E-20
8.551E+03  1.563E-31  3.544E-20
8.472E+03  1.619E-31  3.638E-20
8.395E+03  1.677E-31  3.734E-20
8.318E+03  1.737E-31  3.832E-20
8.241E+03  1.799E-31  3.934E-20
8.166E+03  1.864E-31  4.038E-20
8.091E+03  1.931E-31  4.144E-20
8.017E+03  2.001E-31  4.254E-20
7.943E+03  2.073E-31  4.367E-20
7.870E+03  2.147E-31  4.483E-20
7.798E+03  2.225E-31  4.602E-20
7.727E+03  2.305E-31  4.724E-20
7.656E+03  2.388E-31  4.849E-20
7.586E+03  2.474E-31  4.978E-20
7.516E+03  2.564E-31  5.111E-20
7.447E+03  2.656E-31  5.247E-20
7.379E+03  2.752E-31  5.387E-20
7.311E+03  2.852E-31  5.531E-20
7.244E+03  2.955E-31  5.678E-20
7.178E+03  3.062E-31  5.830E-20
7.112E+03  3.173E-31  5.986E-20
7.047E+03  3.288E-31  6.146E-20
6.982E+03  3.407E-31  6.310E-20
6.918E+03  3.530E-31  6.478E-20
6.855E+03  3.658E-31  6.651E-20
6.792E+03  3.790E-31  6.829E-20
6.730E+03  3.928E-31  7.012E-20
6.668E+03  4.070E-31  7.199E-20
6.607E+03  4.218E-31  7.392E-20
6.546E+03  4.371E-31  7.590E-20
6.486E+03  4.530E-31  7.794E-20
6.427E+03  4.695E-31  8.003E-20
6.368E+03  4.865E-31  8.218E-20
6.310E+03  5.042E-31  8.439E-20
6.252E+03  5.226E-31  8.666E-20
6.194E+03  5.416E-31  8.900E-20
6.138E+03  5.614E-31  9.140E-20
6.081E+03  5.819E-31  9.386E-20
6.026E+03  6.031E-31  9.639E-20
5.970E+03  6.251E-31  9.900E-20
5.916E+03  6.479E-31  1.017E-19
5.861E+03  6.716E-31  1.044E-19
5.808E+03  6.962E-31  1.072E-19
5.754E+03  7.216E-31  1.101E-19
5.702E+03  7.480E-31  1.131E-19
5.649E+03  7.754E-31  1.162E-19
5.598E+03  8.038E-31  1.194E-19
5.546E+03  8.333E-31  1.226E-19
5.495E+03  8.638E-31  1.259E-19
5.445E+03  8.955E-31  1.293E-19
5.395E+03  9.284E-31  1.329E-19
5.346E+03  9.625E-31  1.365E-19
5.297E+03  9.978E-31  1.402E-19
5.248E+03  1.034E-30  1.440E-19
5.200E+03  1.073E-30  1.479E-19
5.152E+03  1.112E-30  1.520E-19
5.105E+03  1.153E-30  1.561E-19
5.058E+03  1.195E-30  1.604E-19
5.012E+03  1.239E-30  1.648E-19
4.966E+03  1.285E-30  1.693E-19
4.920E+03  1.332E-30  1.739E-19
4.875E+03  1.381E-30  1.786E-19
4.831E+03  1.432E-30  1.835E-19
4.786E+03  1.485E-30  1.885E-19
4.742E+03  1.540E-30  1.937E-19
4.699E+03  1.597E-30  1.990E-19
4.656E+03  1.656E-30  2.045E-19
4.613E+03  1.717E-30  2.101E-19
4.571E+03  1.780E-30  2.159E-19
4.529E+03  1.846E-30  2.218E-19
4.487E+03  1.914E-30  2.279E-19
4.446E+03  1.985E-30  2.342E-19
4.406E+03  2.059E-30  2.406E-19
4.365E+03  2.135E-30  2.472E-19
4.325E+03  2.214E-30  2.541E-19
4.285E+03  2.297E-30  2.611E-19
4.246E+03  2.382E-30  2.683E-19
4.207E+03  2.470E-30  2.757E-19
4.169E+03  2.562E-30  2.833E-19
4.130E+03  2.657E-30  2.911E-19
4.093E+03  2.756E-30  2.992E-19
4.055E+03  2.859E-30  3.075E-19
4.018E+03  2.965E-30  3.160E-19
3.981E+03  3.075E-30  3.248E-19
3.945E+03  3.190E-30  3.337E-19
3.908E+03  3.308E-30  3.430E-19
3.873E+03  3.431E-30  3.525E-19
3.837E+03  3.559E-30  3.622E-19
3.802E+03  3.692E-30  3.723E-19
3.767E+03  3.829E-30  3.826E-19
3.733E+03  3.972E-30  3.933E-19
3.698E+03  4.120E-30  4.042E-19
3.664E+03  4.274E-30  4.155E-19
3.631E+03  4.434E-30  4.270E-19
3.597E+03  4.600E-30  4.389E-19
3.565E+03  4.772E-30  4.512E-19
3.532E+03  4.950E-30  4.638E-19
3.499E+03  5.136E-30  4.767E-19
3.467E+03  5.328E-30  4.901E-19
3.436E+03  5.528E-30  5.038E-19
3.404E+03  5.735E-30  5.179E-19
3.373E+03  5.950E-30  5.324E-19
3.342E+03  6.174E-30  5.473E-19
3.311E+03  6.406E-30  5.627E-19
3.281E+03  6.647E-30  5.784E-19
3.251E+03  6.896E-30  5.947E-19
3.221E+03  7.156E-30  6.114E-19
3.192E+03  7.425E-30  6.286E-19
3.162E+03  7.705E-30  6.463E-19
3.133E+03  7.995E-30  6.645E-19
3.105E+03  8.296E-30  6.832E-19
3.076E+03  8.609E-30  7.024E-19
3.048E+03  8.933E-30  7.222E-19
3.020E+03  9.270E-30  7.426E-19
2.992E+03  9.620E-30  7.635E-19
2.965E+03  9.982E-30  7.850E-19
2.938E+03  1.036E-29  8.071E-19
2.911E+03  1.075E-29  8.298E-19
2.884E+03  1.115E-29  8.531E-19
2.858E+03  1.157E-29  8.771E-19
2.831E+03  1.201E-29  9.019E-19
2.805E+03  1.246E-29  9.273E-19
2.780E+03  1.293E-29  9.535E-19
2.754E+03  1.342E-29  9.804E-19
2.729E+03  1.393E-29  1.008E-18
2.704E+03  1.445E-29  1.037E-18
2.679E+03  1.500E-29  1.066E-18
2.655E+03  1.557E-29  1.096E-18
2.630E+03  1.615E-29  1.127E-18
2.606E+03  1.677E-29  1.159E-18
2.582E+03  1.740E-29  1.192E-18
2.559E+03  1.806E-29  1.226E-18
2.535E+03  1.874E-29  1.261E-18
2.512E+03  1.946E-29  1.296E-18
2.489E+03  2.019E-29  1.333E-18
2.466E+03  2.096E-29  1.371E-18
2.443E+03  2.175E-29  1.410E-18
2.421E+03  2.258E-29  1.450E-18
2.399E+03  2.344E-29  1.491E-18
2.377E+03  2.433E-29  1.534E-18
2.355E+03  2.525E-29  1.577E-18
2.333E+03  2.621E-29  1.622E-18
2.312E+03  2.721E-29  1.668E-18
2.291E+03  2.824E-29  1.716E-18
2.270E+03  2.931E-29  1.765E-18
2.249E+03  3.043E-29  1.815E-18
2.228E+03  3.158E-29  1.867E-18
2.208E+03  3.279E-29  1.920E-18
2.188E+03  3.403E-29  1.975E-18
2.168E+03  3.533E-29  2.031E-18
2.148E+03  3.667E-29  2.089E-18
2.128E+03  3.807E-29  2.149E-18
2.109E+03  3.952E-29  2.210E-18
2.089E+03  4.102E-29  2.273E-18
2.070E+03  4.258E-29  2.338E-18
2.051E+03  4.420E-29  2.405E-18
2.032E+03  4.588E-29  2.474E-18
2.014E+03  4.763E-29  2.544E-18
1.995E+03  4.944E-29  2.617E-18
1.977E+03  5.132E-29  2.691E-18
1.959E+03  5.327E-29  2.768E-18
1.941E+03  5.530E-29  2.847E-18
1.923E+03  5.740E-29  2.928E-18
1.905E+03  5.958E-29  3.012E-18
1.888E+03  6.185E-29  3.098E-18
1.871E+03  6.420E-29  3.186E-18
1.854E+03  6.664E-29  3.277E-18
1.837E+03  6.918E-29  3.370E-18
1.820E+03  7.181E-29  3.466E-18
1.803E+03  7.454E-29  3.565E-18
1.786E+03  7.737E-29  3.667E-18
1.770E+03  8.031E-29  3.771E-18
1.754E+03  8.336E-29  3.878E-18
1.738E+03  8.653E-29  3.989E-18
1.722E+03  8.982E-29  4.102E-18
1.706E+03  9.323E-29  4.219E-18
1.690E+03  9.677E-29  4.339E-18
1.675E+03  1.004E-28  4.463E-18
1.660E+03  1.043E-28  4.590E-18
1.644E+03  1.082E-28  4.720E-18
1.629E+03  1.123E-28  4.854E-18
1.614E+03  1.166E-28  4.992E-18
1.600E+03  1.210E-28  5.134E-18
1.585E+03  1.256E-28  5.279E-18
1.570E+03  1.303E-28  5.429E-18
1.556E+03  1.353E-28  5.583E-18
1.542E+03  1.404E-28  5.741E-18
1.528E+03  1.457E-28  5.903E-18
1.514E+03  1.512E-28  6.070E-18
1.500E+03  1.569E-28  6.241E-18
1.486E+03  1.628E-28  6.418E-18
1.472E+03  1.690E-28  6.599E-18
1.459E+03  1.754E-28  6.786E-18
1.445E+03  1.820E-28  6.977E-18
1.432E+03  1.888E-28  7.174E-18
1.419E+03  1.960E-28  7.376E-18
1.406E+03  2.033E-28  7.584E-18
1.393E+03  2.110E-28  7.798E-18
1.380E+03  2.189E-28  8.017E-18
1.368E+03  2.272E-28  8.242E-18
1.355E+03  2.357E-28  8.474E-18
1.343E+03  2.446E-28  8.711E-18
1.330E+03  2.538E-28  8.955E-18
1.318E+03  2.633E-28  9.206E-18
1.306E+03  2.731E-28  9.464E-18
1.294E+03  2.834E-28  9.728E-18
1.282E+03  2.940E-28  9.999E-18
1.271E+03  3.050E-28  1.028E-17
1.259E+03  3.164E-28  1.056E-17
1.247E+03  3.282E-28  1.086E-17
1.236E+03  3.404E-28  1.116E-17
1.225E+03  3.531E-28  1.147E-17
1.213E+03  3.662E-28  1.179E-17
1.202E+03  3.798E-28  1.211E-17
1.191E+03  3.939E-28  1.245E-17
1.180E+03  4.086E-28  1.279E-17
