Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        11 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+00 1.000E+00 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.000E+00 = <U> 
     mmp83 = radfield
 5.534E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  5.543E-28  1.867E-20 COBE-DIRBE
2.220E+00  9.450E-28  5.565E-20 COBE-DIRBE
3.530E+00  1.611E-27  1.509E-19 COBE-DIRBE
4.880E+00  1.213E-27  1.571E-19 COBE-DIRBE
1.229E+01  1.430E-26  4.662E-18 COBE-DIRBE
2.079E+01  2.257E-26  1.245E-17 COBE-DIRBE
5.599E+01  8.445E-26  1.254E-16 COBE-DIRBE
9.770E+01  3.246E-25  8.412E-16 COBE-DIRBE
1.479E+02  4.145E-25  1.626E-15 COBE-DIRBE
2.479E+02  2.015E-25  1.325E-15 COBE-DIRBE
1.200E+01  1.414E-26  4.500E-18 IRAS
2.500E+01  2.392E-26  1.586E-17 IRAS
6.000E+01  1.025E-25  1.631E-16 IRAS
1.000E+02  3.375E-25  8.952E-16 IRAS
3.550E+00  1.720E-27  1.620E-19 SST-IRAC
4.493E+00  1.142E-27  1.361E-19 SST-IRAC
5.731E+00  2.577E-27  3.918E-19 SST-IRAC
7.872E+00  1.022E-26  2.135E-18 SST-IRAC
2.368E+01  2.293E-26  1.440E-17 SST-MIPS
7.142E+01  1.491E-25  2.825E-16 SST-MIPS
1.559E+02  3.954E-25  1.635E-15 SST-MIPS
1.600E+01  1.399E-26  5.936E-18 SST-IRSPU
2.200E+01  2.377E-26  1.387E-17 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.161E-31  3.081E-20
9.908E+03  1.203E-31  3.163E-20
9.817E+03  1.247E-31  3.247E-20
9.727E+03  1.292E-31  3.334E-20
9.638E+03  1.339E-31  3.423E-20
9.550E+03  1.387E-31  3.514E-20
9.462E+03  1.437E-31  3.608E-20
9.376E+03  1.489E-31  3.704E-20
9.290E+03  1.543E-31  3.803E-20
9.204E+03  1.599E-31  3.904E-20
9.120E+03  1.657E-31  4.008E-20
9.036E+03  1.717E-31  4.115E-20
8.954E+03  1.779E-31  4.224E-20
8.872E+03  1.842E-31  4.336E-20
8.790E+03  1.909E-31  4.451E-20
8.710E+03  1.977E-31  4.568E-20
8.630E+03  2.049E-31  4.689E-20
8.551E+03  2.122E-31  4.814E-20
8.472E+03  2.199E-31  4.941E-20
8.395E+03  2.278E-31  5.073E-20
8.318E+03  2.360E-31  5.207E-20
8.241E+03  2.445E-31  5.346E-20
8.166E+03  2.534E-31  5.488E-20
8.091E+03  2.625E-31  5.634E-20
8.017E+03  2.720E-31  5.784E-20
7.943E+03  2.819E-31  5.939E-20
7.870E+03  2.921E-31  6.097E-20
7.798E+03  3.026E-31  6.260E-20
7.727E+03  3.136E-31  6.428E-20
7.656E+03  3.250E-31  6.600E-20
7.586E+03  3.368E-31  6.776E-20
7.516E+03  3.490E-31  6.958E-20
7.447E+03  3.617E-31  7.145E-20
7.379E+03  3.748E-31  7.336E-20
7.311E+03  3.884E-31  7.533E-20
7.244E+03  4.026E-31  7.736E-20
7.178E+03  4.172E-31  7.944E-20
7.112E+03  4.324E-31  8.158E-20
7.047E+03  4.482E-31  8.377E-20
6.982E+03  4.645E-31  8.603E-20
6.918E+03  4.814E-31  8.834E-20
6.855E+03  4.989E-31  9.072E-20
6.792E+03  5.171E-31  9.317E-20
6.730E+03  5.360E-31  9.568E-20
6.668E+03  5.555E-31  9.826E-20
6.607E+03  5.758E-31  1.009E-19
6.546E+03  5.968E-31  1.036E-19
6.486E+03  6.186E-31  1.064E-19
6.427E+03  6.413E-31  1.093E-19
6.368E+03  6.647E-31  1.123E-19
6.310E+03  6.891E-31  1.153E-19
6.252E+03  7.143E-31  1.185E-19
6.194E+03  7.405E-31  1.217E-19
6.138E+03  7.677E-31  1.250E-19
6.081E+03  7.959E-31  1.284E-19
6.026E+03  8.251E-31  1.319E-19
5.970E+03  8.554E-31  1.355E-19
5.916E+03  8.869E-31  1.392E-19
5.861E+03  9.195E-31  1.430E-19
5.808E+03  9.533E-31  1.469E-19
5.754E+03  9.884E-31  1.509E-19
5.702E+03  1.025E-30  1.550E-19
5.649E+03  1.063E-30  1.592E-19
5.598E+03  1.102E-30  1.636E-19
5.546E+03  1.143E-30  1.681E-19
5.495E+03  1.185E-30  1.727E-19
5.445E+03  1.228E-30  1.774E-19
5.395E+03  1.274E-30  1.823E-19
5.346E+03  1.321E-30  1.873E-19
5.297E+03  1.370E-30  1.925E-19
5.248E+03  1.421E-30  1.978E-19
5.200E+03  1.473E-30  2.032E-19
5.152E+03  1.528E-30  2.088E-19
5.105E+03  1.584E-30  2.146E-19
5.058E+03  1.643E-30  2.205E-19
5.012E+03  1.704E-30  2.266E-19
