Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        10 = grain model
 4.000E-08 4.000E-01 5.000E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 5.000E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.500E-01 1.000E+06 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 2.357E+00 = <U> 
     mmp83 = radfield
 2.461E-24 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  7.060E-27  2.378E-19 COBE-DIRBE
2.220E+00  9.763E-27  5.749E-19 COBE-DIRBE
3.530E+00  5.433E-26  5.087E-18 COBE-DIRBE
4.880E+00  3.272E-26  4.235E-18 COBE-DIRBE
1.229E+01  4.262E-25  1.389E-16 COBE-DIRBE
2.079E+01  7.296E-25  4.024E-16 COBE-DIRBE
5.599E+01  8.485E-25  1.260E-15 COBE-DIRBE
9.770E+01  6.633E-25  1.719E-15 COBE-DIRBE
1.479E+02  4.997E-25  1.960E-15 COBE-DIRBE
2.479E+02  2.125E-25  1.397E-15 COBE-DIRBE
1.200E+01  4.174E-25  1.329E-16 IRAS
2.500E+01  7.874E-25  5.222E-16 IRAS
6.000E+01  8.308E-25  1.322E-15 IRAS
1.000E+02  6.547E-25  1.737E-15 IRAS
3.550E+00  6.267E-26  5.901E-18 SST-IRAC
4.493E+00  2.306E-26  2.748E-18 SST-IRAC
5.731E+00  1.795E-25  2.728E-17 SST-IRAC
7.872E+00  4.915E-25  1.026E-16 SST-IRAC
2.368E+01  7.503E-25  4.713E-16 SST-MIPS
7.142E+01  6.973E-25  1.321E-15 SST-MIPS
1.559E+02  4.507E-25  1.864E-15 SST-MIPS
1.600E+01  4.774E-25  2.026E-16 SST-IRSPU
2.200E+01  7.678E-25  4.481E-16 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.576E-31  4.181E-20
9.908E+03  1.633E-31  4.293E-20
9.817E+03  1.692E-31  4.407E-20
9.727E+03  1.754E-31  4.525E-20
9.638E+03  1.817E-31  4.646E-20
9.550E+03  1.883E-31  4.771E-20
9.462E+03  1.951E-31  4.898E-20
9.376E+03  2.022E-31  5.029E-20
9.290E+03  2.095E-31  5.164E-20
9.204E+03  2.171E-31  5.302E-20
9.120E+03  2.250E-31  5.443E-20
9.036E+03  2.332E-31  5.589E-20
8.954E+03  2.416E-31  5.738E-20
8.872E+03  2.503E-31  5.890E-20
8.790E+03  2.593E-31  6.046E-20
8.710E+03  2.687E-31  6.207E-20
8.630E+03  2.783E-31  6.372E-20
8.551E+03  2.884E-31  6.541E-20
8.472E+03  2.988E-31  6.715E-20
8.395E+03  3.096E-31  6.894E-20
8.318E+03  3.208E-31  7.078E-20
8.241E+03  3.324E-31  7.267E-20
8.166E+03  3.444E-31  7.461E-20
8.091E+03  3.569E-31  7.660E-20
8.017E+03  3.698E-31  7.865E-20
7.943E+03  3.833E-31  8.075E-20
7.870E+03  3.972E-31  8.291E-20
7.798E+03  4.116E-31  8.514E-20
7.727E+03  4.265E-31  8.742E-20
7.656E+03  4.420E-31  8.976E-20
7.586E+03  4.581E-31  9.217E-20
7.516E+03  4.747E-31  9.465E-20
7.447E+03  4.920E-31  9.720E-20
7.379E+03  5.099E-31  9.981E-20
7.311E+03  5.285E-31  1.025E-19
7.244E+03  5.478E-31  1.053E-19
7.178E+03  5.677E-31  1.081E-19
7.112E+03  5.884E-31  1.110E-19
7.047E+03  6.099E-31  1.140E-19
6.982E+03  6.322E-31  1.171E-19
6.918E+03  6.552E-31  1.202E-19
6.855E+03  6.791E-31  1.235E-19
6.792E+03  7.039E-31  1.268E-19
6.730E+03  7.296E-31  1.302E-19
6.668E+03  7.563E-31  1.338E-19
6.607E+03  7.839E-31  1.374E-19
6.546E+03  8.126E-31  1.411E-19
6.486E+03  8.423E-31  1.449E-19
6.427E+03  8.732E-31  1.489E-19
6.368E+03  9.052E-31  1.529E-19
6.310E+03  9.384E-31  1.570E-19
6.252E+03  9.728E-31  1.613E-19
6.194E+03  1.008E-30  1.657E-19
6.138E+03  1.046E-30  1.702E-19
6.081E+03  1.084E-30  1.749E-19
6.026E+03  1.124E-30  1.796E-19
5.970E+03  1.165E-30  1.845E-19
5.916E+03  1.208E-30  1.895E-19
5.861E+03  1.252E-30  1.947E-19
5.808E+03  1.299E-30  2.000E-19
5.754E+03  1.346E-30  2.055E-19
5.702E+03  1.396E-30  2.111E-19
5.649E+03  1.448E-30  2.169E-19
5.598E+03  1.501E-30  2.229E-19
5.546E+03  1.556E-30  2.290E-19
5.495E+03  1.614E-30  2.353E-19
5.445E+03  1.674E-30  2.417E-19
5.395E+03  1.735E-30  2.484E-19
5.346E+03  1.800E-30  2.552E-19
5.297E+03  1.866E-30  2.622E-19
5.248E+03  1.935E-30  2.694E-19
5.200E+03  2.007E-30  2.768E-19
5.152E+03  2.081E-30  2.845E-19
5.105E+03  2.159E-30  2.923E-19
5.058E+03  2.239E-30  3.004E-19
5.012E+03  2.322E-30  3.086E-19
4.966E+03  2.408E-30  3.172E-19
4.920E+03  2.497E-30  3.259E-19
4.875E+03  2.590E-30  3.349E-19
4.831E+03  2.686E-30  3.442E-19
4.786E+03  2.786E-30  3.537E-19
4.742E+03  2.889E-30  3.635E-19
4.699E+03  2.997E-30  3.735E-19
4.656E+03  3.108E-30  3.839E-19
4.613E+03  3.224E-30  3.945E-19
4.571E+03  3.344E-30  4.055E-19
4.529E+03  3.469E-30  4.167E-19
4.487E+03  3.598E-30  4.283E-19
4.446E+03  3.733E-30  4.402E-19
4.406E+03  3.872E-30  4.525E-19
4.365E+03  4.016E-30  4.651E-19
4.325E+03  4.167E-30  4.780E-19
4.285E+03  4.322E-30  4.914E-19
4.246E+03  4.484E-30  5.051E-19
4.207E+03  4.652E-30  5.192E-19
4.169E+03  4.826E-30  5.337E-19
4.130E+03  5.007E-30  5.486E-19
4.093E+03  5.194E-30  5.639E-19
4.055E+03  5.389E-30  5.797E-19
4.018E+03  5.591E-30  5.959E-19
3.981E+03  5.801E-30  6.126E-19
3.945E+03  6.018E-30  6.297E-19
3.908E+03  6.244E-30  6.473E-19
3.873E+03  6.478E-30  6.654E-19
3.837E+03  6.721E-30  6.841E-19
3.802E+03  6.973E-30  7.032E-19
3.767E+03  7.235E-30  7.230E-19
3.733E+03  7.507E-30  7.433E-19
3.698E+03  7.790E-30  7.642E-19
3.664E+03  8.083E-30  7.857E-19
3.631E+03  8.387E-30  8.078E-19
3.597E+03  8.703E-30  8.305E-19
3.565E+03  9.031E-30  8.539E-19
3.532E+03  9.372E-30  8.780E-19
3.499E+03  9.726E-30  9.028E-19
3.467E+03  1.009E-29  9.283E-19
3.436E+03  1.047E-29  9.545E-19
3.404E+03  1.087E-29  9.815E-19
3.373E+03  1.128E-29  1.009E-18
3.342E+03  1.171E-29  1.038E-18
3.311E+03  1.215E-29  1.067E-18
3.281E+03  1.261E-29  1.098E-18
3.251E+03  1.309E-29  1.129E-18
3.221E+03  1.359E-29  1.161E-18
3.192E+03  1.410E-29  1.194E-18
3.162E+03  1.464E-29  1.228E-18
3.133E+03  1.519E-29  1.263E-18
3.105E+03  1.577E-29  1.299E-18
3.076E+03  1.637E-29  1.335E-18
3.048E+03  1.699E-29  1.374E-18
3.020E+03  1.764E-29  1.413E-18
2.992E+03  1.831E-29  1.453E-18
2.965E+03  1.900E-29  1.494E-18
2.938E+03  1.972E-29  1.537E-18
2.911E+03  2.047E-29  1.580E-18
2.884E+03  2.124E-29  1.625E-18
2.858E+03  2.205E-29  1.672E-18
2.831E+03  2.289E-29  1.719E-18
2.805E+03  2.376E-29  1.768E-18
2.780E+03  2.466E-29  1.819E-18
2.754E+03  2.560E-29  1.870E-18
2.729E+03  2.658E-29  1.924E-18
2.704E+03  2.759E-29  1.979E-18
2.679E+03  2.864E-29  2.035E-18
2.655E+03  2.973E-29  2.094E-18
2.630E+03  3.087E-29  2.154E-18
2.606E+03  3.205E-29  2.215E-18
2.582E+03  3.327E-29  2.279E-18
2.559E+03  3.454E-29  2.344E-18
2.535E+03  3.586E-29  2.411E-18
2.512E+03  3.723E-29  2.481E-18
2.489E+03  3.865E-29  2.552E-18
2.466E+03  4.013E-29  2.625E-18
2.443E+03  4.166E-29  2.700E-18
2.421E+03  4.326E-29  2.778E-18
2.399E+03  4.491E-29  2.858E-18
2.377E+03  4.663E-29  2.940E-18
2.355E+03  4.842E-29  3.025E-18
2.333E+03  5.028E-29  3.112E-18
2.312E+03  5.220E-29  3.201E-18
2.291E+03  5.420E-29  3.294E-18
2.270E+03  5.628E-29  3.389E-18
2.249E+03  5.844E-29  3.486E-18
2.228E+03  6.068E-29  3.587E-18
2.208E+03  6.301E-29  3.690E-18
2.188E+03  6.542E-29  3.797E-18
2.168E+03  6.794E-29  3.906E-18
2.148E+03  7.054E-29  4.019E-18
2.128E+03  7.325E-29  4.135E-18
2.109E+03  7.606E-29  4.254E-18
2.089E+03  7.898E-29  4.377E-18
2.070E+03  8.202E-29  4.504E-18
2.051E+03  8.517E-29  4.634E-18
2.032E+03  8.844E-29  4.768E-18
2.014E+03  9.183E-29  4.905E-18
1.995E+03  9.536E-29  5.047E-18
1.977E+03  9.902E-29  5.193E-18
1.959E+03  1.028E-28  5.343E-18
1.941E+03  1.068E-28  5.497E-18
1.923E+03  1.109E-28  5.656E-18
1.905E+03  1.151E-28  5.819E-18
1.888E+03  1.195E-28  5.987E-18
1.871E+03  1.241E-28  6.160E-18
1.854E+03  1.289E-28  6.338E-18
1.837E+03  1.339E-28  6.521E-18
1.820E+03  1.390E-28  6.709E-18
1.803E+03  1.443E-28  6.903E-18
1.786E+03  1.499E-28  7.103E-18
1.770E+03  1.556E-28  7.308E-18
1.754E+03  1.616E-28  7.519E-18
1.738E+03  1.678E-28  7.736E-18
1.722E+03  1.743E-28  7.959E-18
1.706E+03  1.810E-28  8.189E-18
1.690E+03  1.879E-28  8.425E-18
1.675E+03  1.951E-28  8.669E-18
1.660E+03  2.026E-28  8.919E-18
1.644E+03  2.104E-28  9.176E-18
1.629E+03  2.184E-28  9.441E-18
1.614E+03  2.268E-28  9.713E-18
1.600E+03  2.355E-28  9.993E-18
1.585E+03  2.445E-28  1.028E-17
1.570E+03  2.539E-28  1.058E-17
1.556E+03  2.636E-28  1.088E-17
1.542E+03  2.737E-28  1.119E-17
1.528E+03  2.842E-28  1.152E-17
1.514E+03  2.951E-28  1.185E-17
1.500E+03  3.064E-28  1.219E-17
1.486E+03  3.181E-28  1.254E-17
1.472E+03  3.303E-28  1.290E-17
1.459E+03  3.429E-28  1.327E-17
1.445E+03  3.560E-28  1.365E-17
1.432E+03  3.696E-28  1.404E-17
1.419E+03  3.838E-28  1.445E-17
1.406E+03  3.984E-28  1.486E-17
1.393E+03  4.137E-28  1.529E-17
1.380E+03  4.295E-28  1.572E-17
1.368E+03  4.458E-28  1.618E-17
1.355E+03  4.629E-28  1.664E-17
1.343E+03  4.805E-28  1.711E-17
1.330E+03  4.988E-28  1.760E-17
1.318E+03  5.178E-28  1.811E-17
1.306E+03  5.375E-28  1.862E-17
1.294E+03  5.580E-28  1.916E-17
1.282E+03  5.792E-28  1.970E-17
1.271E+03  6.012E-28  2.026E-17
1.259E+03  6.240E-28  2.084E-17
1.247E+03  6.477E-28  2.143E-17
1.236E+03  6.723E-28  2.204E-17
1.225E+03  6.978E-28  2.267E-17
1.213E+03  7.242E-28  2.331E-17
1.202E+03  7.516E-28  2.397E-17
1.191E+03  7.800E-28  2.465E-17
1.180E+03  8.095E-28  2.534E-17
1.169E+03  8.401E-28  2.606E-17
1.159E+03  8.718E-28  2.680E-17
1.148E+03  9.046E-28  2.755E-17
1.138E+03  9.387E-28  2.833E-17
1.127E+03  9.741E-28  2.912E-17
1.117E+03  1.011E-27  2.994E-17
1.107E+03  1.049E-27  3.078E-17
1.096E+03  1.088E-27  3.165E-17
1.086E+03  1.129E-27  3.253E-17
1.076E+03  1.171E-27  3.344E-17
1.067E+03  1.215E-27  3.437E-17
1.057E+03  1.260E-27  3.533E-17
1.047E+03  1.307E-27  3.632E-17
1.038E+03  1.356E-27  3.732E-17
1.028E+03  1.407E-27  3.836E-17
1.019E+03  1.459E-27  3.942E-17
1.009E+03  1.513E-27  4.051E-17
1.000E+03  1.569E-27  4.163E-17
9.908E+02  1.628E-27  4.278E-17
9.817E+02  1.688E-27  4.397E-17
9.727E+02  1.751E-27  4.518E-17
9.638E+02  1.816E-27  4.642E-17
9.550E+02  1.883E-27  4.770E-17
9.462E+02  1.952E-27  4.901E-17
9.376E+02  2.025E-27  5.035E-17
9.290E+02  2.099E-27  5.173E-17
9.204E+02  2.176E-27  5.314E-17
9.120E+02  2.256E-27  5.459E-17
9.036E+02  2.339E-27  5.607E-17
8.954E+02  2.425E-27  5.759E-17
8.872E+02  2.513E-27  5.915E-17
8.790E+02  2.605E-27  6.074E-17
8.710E+02  2.700E-27  6.238E-17
8.630E+02  2.798E-27  6.406E-17
8.551E+02  2.900E-27  6.577E-17
8.472E+02  3.005E-27  6.753E-17
8.395E+02  3.114E-27  6.934E-17
8.318E+02  3.226E-27  7.118E-17
8.241E+02  3.343E-27  7.307E-17
8.166E+02  3.463E-27  7.501E-17
8.091E+02  3.587E-27  7.699E-17
8.017E+02  3.716E-27  7.902E-17
7.943E+02  3.849E-27  8.110E-17
7.870E+02  3.986E-27  8.322E-17
7.798E+02  4.129E-27  8.540E-17
7.727E+02  4.276E-27  8.763E-17
7.656E+02  4.427E-27  8.991E-17
7.586E+02  4.585E-27  9.225E-17
7.516E+02  4.747E-27  9.464E-17
7.447E+02  4.915E-27  9.709E-17
7.379E+02  5.089E-27  9.961E-17
7.311E+02  5.269E-27  1.022E-16
7.244E+02  5.455E-27  1.048E-16
7.178E+02  5.648E-27  1.075E-16
7.112E+02  5.847E-27  1.103E-16
7.047E+02  6.053E-27  1.131E-16
6.982E+02  6.265E-27  1.160E-16
6.918E+02  6.485E-27  1.190E-16
6.855E+02  6.712E-27  1.220E-16
6.792E+02  6.947E-27  1.252E-16
6.730E+02  7.189E-27  1.283E-16
6.668E+02  7.439E-27  1.316E-16
6.607E+02  7.697E-27  1.349E-16
6.546E+02  7.965E-27  1.383E-16
6.486E+02  8.243E-27  1.418E-16
6.427E+02  8.530E-27  1.454E-16
6.368E+02  8.827E-27  1.491E-16
6.310E+02  9.133E-27  1.529E-16
6.252E+02  9.450E-27  1.567E-16
6.194E+02  9.777E-27  1.607E-16
6.138E+02  1.012E-26  1.647E-16
6.081E+02  1.046E-26  1.688E-16
6.026E+02  1.083E-26  1.730E-16
5.970E+02  1.120E-26  1.774E-16
5.916E+02  1.158E-26  1.818E-16
5.861E+02  1.198E-26  1.863E-16
5.808E+02  1.239E-26  1.909E-16
5.754E+02  1.282E-26  1.957E-16
5.702E+02  1.326E-26  2.005E-16
5.649E+02  1.371E-26  2.054E-16
5.598E+02  1.418E-26  2.105E-16
5.546E+02  1.466E-26  2.157E-16
5.495E+02  1.516E-26  2.210E-16
5.445E+02  1.568E-26  2.264E-16
5.395E+02  1.621E-26  2.319E-16
5.346E+02  1.675E-26  2.376E-16
5.297E+02  1.732E-26  2.434E-16
5.248E+02  1.791E-26  2.493E-16
5.200E+02  1.851E-26  2.553E-16
5.152E+02  1.913E-26  2.615E-16
5.105E+02  1.978E-26  2.678E-16
5.058E+02  2.044E-26  2.743E-16
5.012E+02  2.112E-26  2.808E-16
4.966E+02  2.183E-26  2.875E-16
4.920E+02  2.256E-26  2.944E-16
4.875E+02  2.331E-26  3.014E-16
4.831E+02  2.408E-26  3.086E-16
4.786E+02  2.488E-26  3.159E-16
4.742E+02  2.570E-26  3.233E-16
4.699E+02  2.655E-26  3.309E-16
4.656E+02  2.742E-26  3.387E-16
4.613E+02  2.832E-26  3.466E-16
4.571E+02  2.925E-26  3.547E-16
4.529E+02  3.021E-26  3.629E-16
4.487E+02  3.119E-26  3.713E-16
4.446E+02  3.221E-26  3.799E-16
4.406E+02  3.325E-26  3.886E-16
4.365E+02  3.433E-26  3.975E-16
4.325E+02  3.544E-26  4.066E-16
4.285E+02  3.658E-26  4.158E-16
4.246E+02  3.776E-26  4.253E-16
4.207E+02  3.897E-26  4.349E-16
4.169E+02  4.021E-26  4.447E-16
4.130E+02  4.149E-26  4.546E-16
4.093E+02  4.281E-26  4.648E-16
4.055E+02  4.417E-26  4.751E-16
4.018E+02  4.557E-26  4.857E-16
3.981E+02  4.701E-26  4.964E-16
3.945E+02  4.849E-26  5.073E-16
3.908E+02  5.001E-26  5.185E-16
3.873E+02  5.158E-26  5.298E-16
3.837E+02  5.319E-26  5.414E-16
3.802E+02  5.484E-26  5.531E-16
3.767E+02  5.654E-26  5.650E-16
3.733E+02  5.829E-26  5.771E-16
3.698E+02  6.009E-26  5.895E-16
3.664E+02  6.193E-26  6.020E-16
3.631E+02  6.383E-26  6.148E-16
3.597E+02  6.577E-26  6.277E-16
3.565E+02  6.777E-26  6.408E-16
3.532E+02  6.983E-26  6.542E-16
3.499E+02  7.194E-26  6.678E-16
3.467E+02  7.410E-26  6.815E-16
3.436E+02  7.632E-26  6.955E-16
3.404E+02  7.860E-26  7.097E-16
3.373E+02  8.093E-26  7.241E-16
3.342E+02  8.333E-26  7.387E-16
3.311E+02  8.579E-26  7.535E-16
3.281E+02  8.831E-26  7.685E-16
3.251E+02  9.089E-26  7.837E-16
3.221E+02  9.353E-26  7.992E-16
3.192E+02  9.625E-26  8.148E-16
3.162E+02  9.903E-26  8.306E-16
3.133E+02  1.019E-25  8.466E-16
3.105E+02  1.048E-25  8.629E-16
3.076E+02  1.078E-25  8.793E-16
3.048E+02  1.108E-25  8.959E-16
3.020E+02  1.139E-25  9.128E-16
2.992E+02  1.171E-25  9.298E-16
2.965E+02  1.204E-25  9.470E-16
2.938E+02  1.238E-25  9.643E-16
2.911E+02  1.272E-25  9.819E-16
2.884E+02  1.307E-25  9.996E-16
2.858E+02  1.342E-25  1.018E-15
2.831E+02  1.379E-25  1.036E-15
2.805E+02  1.416E-25  1.054E-15
2.780E+02  1.454E-25  1.072E-15
2.754E+02  1.493E-25  1.091E-15
2.729E+02  1.533E-25  1.110E-15
2.704E+02  1.574E-25  1.129E-15
2.679E+02  1.616E-25  1.148E-15
