Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        11 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.500E-01 1.000E+04 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.666E+00 = <U> 
     mmp83 = radfield
 9.205E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  9.299E-28  3.133E-20 COBE-DIRBE
2.220E+00  1.567E-27  9.229E-20 COBE-DIRBE
3.530E+00  2.682E-27  2.511E-19 COBE-DIRBE
4.880E+00  2.025E-27  2.621E-19 COBE-DIRBE
1.229E+01  2.798E-26  9.120E-18 COBE-DIRBE
2.079E+01  9.705E-26  5.352E-17 COBE-DIRBE
5.599E+01  4.494E-25  6.675E-16 COBE-DIRBE
9.770E+01  4.294E-25  1.113E-15 COBE-DIRBE
1.479E+02  3.307E-25  1.297E-15 COBE-DIRBE
2.479E+02  1.403E-25  9.226E-16 COBE-DIRBE
1.200E+01  2.617E-26  8.331E-18 IRAS
2.500E+01  1.355E-25  8.985E-17 IRAS
6.000E+01  4.499E-25  7.160E-16 IRAS
1.000E+02  4.255E-25  1.129E-15 IRAS
3.550E+00  2.864E-27  2.697E-19 SST-IRAC
4.493E+00  1.901E-27  2.266E-19 SST-IRAC
5.731E+00  4.428E-27  6.731E-19 SST-IRAC
7.872E+00  1.842E-26  3.846E-18 SST-IRAC
2.368E+01  1.295E-25  8.131E-17 SST-MIPS
7.142E+01  4.209E-25  7.975E-16 SST-MIPS
1.559E+02  2.986E-25  1.235E-15 SST-MIPS
1.600E+01  3.749E-26  1.591E-17 SST-IRSPU
2.200E+01  1.222E-25  7.132E-17 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.008E-31  2.674E-20
9.908E+03  1.045E-31  2.746E-20
9.817E+03  1.082E-31  2.819E-20
9.727E+03  1.121E-31  2.894E-20
9.638E+03  1.162E-31  2.971E-20
9.550E+03  1.204E-31  3.050E-20
9.462E+03  1.247E-31  3.131E-20
9.376E+03  1.292E-31  3.214E-20
9.290E+03  1.339E-31  3.299E-20
9.204E+03  1.387E-31  3.387E-20
9.120E+03  1.437E-31  3.477E-20
9.036E+03  1.489E-31  3.570E-20
8.954E+03  1.543E-31  3.664E-20
8.872E+03  1.598E-31  3.761E-20
8.790E+03  1.655E-31  3.860E-20
8.710E+03  1.715E-31  3.962E-20
8.630E+03  1.776E-31  4.067E-20
8.551E+03  1.840E-31  4.174E-20
8.472E+03  1.906E-31  4.284E-20
8.395E+03  1.975E-31  4.398E-20
8.318E+03  2.046E-31  4.514E-20
8.241E+03  2.120E-31  4.634E-20
8.166E+03  2.196E-31  4.757E-20
8.091E+03  2.275E-31  4.883E-20
8.017E+03  2.357E-31  5.013E-20
7.943E+03  2.443E-31  5.147E-20
7.870E+03  2.531E-31  5.284E-20
7.798E+03  2.622E-31  5.424E-20
7.727E+03  2.717E-31  5.569E-20
7.656E+03  2.815E-31  5.717E-20
7.586E+03  2.917E-31  5.870E-20
7.516E+03  3.023E-31  6.027E-20
7.447E+03  3.132E-31  6.188E-20
7.379E+03  3.246E-31  6.354E-20
7.311E+03  3.364E-31  6.524E-20
7.244E+03  3.486E-31  6.698E-20
7.178E+03  3.612E-31  6.878E-20
7.112E+03  3.744E-31  7.062E-20
7.047E+03  3.880E-31  7.252E-20
6.982E+03  4.021E-31  7.447E-20
6.918E+03  4.167E-31  7.646E-20
6.855E+03  4.318E-31  7.851E-20
6.792E+03  4.475E-31  8.062E-20
6.730E+03  4.638E-31  8.279E-20
6.668E+03  4.806E-31  8.501E-20
6.607E+03  4.981E-31  8.730E-20
6.546E+03  5.163E-31  8.965E-20
6.486E+03  5.351E-31  9.206E-20
6.427E+03  5.546E-31  9.455E-20
6.368E+03  5.748E-31  9.710E-20
6.310E+03  5.958E-31  9.972E-20
6.252E+03  6.176E-31  1.024E-19
6.194E+03  6.402E-31  1.052E-19
6.138E+03  6.636E-31  1.080E-19
6.081E+03  6.879E-31  1.110E-19
6.026E+03  7.131E-31  1.140E-19
5.970E+03  7.392E-31  1.171E-19
5.916E+03  7.663E-31  1.202E-19
5.861E+03  7.944E-31  1.235E-19
5.808E+03  8.235E-31  1.269E-19
5.754E+03  8.538E-31  1.303E-19
5.702E+03  8.851E-31  1.339E-19
5.649E+03  9.177E-31  1.375E-19
5.598E+03  9.514E-31  1.413E-19
5.546E+03  9.864E-31  1.451E-19
5.495E+03  1.023E-30  1.491E-19
5.445E+03  1.060E-30  1.532E-19
5.395E+03  1.099E-30  1.573E-19
5.346E+03  1.140E-30  1.616E-19
5.297E+03  1.182E-30  1.661E-19
5.248E+03  1.226E-30  1.706E-19
5.200E+03  1.271E-30  1.753E-19
5.152E+03  1.318E-30  1.801E-19
5.105E+03  1.366E-30  1.850E-19
5.058E+03  1.417E-30  1.901E-19
5.012E+03  1.469E-30  1.953E-19
4.966E+03  1.524E-30  2.007E-19
4.920E+03  1.580E-30  2.062E-19
