Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        11 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.500E-01 1.500E-01 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.500E-01 = <U> 
     mmp83 = radfield
 8.308E-26 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  8.332E-29  2.807E-21 COBE-DIRBE
2.220E+00  1.415E-28  8.330E-21 COBE-DIRBE
3.530E+00  2.423E-28  2.269E-20 COBE-DIRBE
4.880E+00  1.830E-28  2.369E-20 COBE-DIRBE
1.229E+01  2.149E-27  7.007E-19 COBE-DIRBE
2.079E+01  3.363E-27  1.855E-18 COBE-DIRBE
5.599E+01  7.285E-27  1.082E-17 COBE-DIRBE
9.770E+01  2.531E-26  6.558E-17 COBE-DIRBE
1.479E+02  5.503E-26  2.159E-16 COBE-DIRBE
2.479E+02  4.945E-26  3.251E-16 COBE-DIRBE
1.200E+01  2.127E-27  6.770E-19 IRAS
2.500E+01  3.550E-27  2.354E-18 IRAS
6.000E+01  8.117E-27  1.292E-17 IRAS
1.000E+02  2.698E-26  7.156E-17 IRAS
3.550E+00  2.587E-28  2.436E-20 SST-IRAC
4.493E+00  1.722E-28  2.052E-20 SST-IRAC
5.731E+00  3.879E-28  5.896E-20 SST-IRAC
7.872E+00  1.538E-27  3.212E-19 SST-IRAC
2.368E+01  3.405E-27  2.139E-18 SST-MIPS
7.142E+01  1.029E-26  1.950E-17 SST-MIPS
1.559E+02  5.707E-26  2.360E-16 SST-MIPS
1.600E+01  2.093E-27  8.882E-19 SST-IRSPU
2.200E+01  3.534E-27  2.062E-18 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  8.106E-32  2.150E-20
9.908E+03  8.398E-32  2.207E-20
9.817E+03  8.700E-32  2.266E-20
9.727E+03  9.013E-32  2.326E-20
9.638E+03  9.337E-32  2.387E-20
9.550E+03  9.673E-32  2.450E-20
9.462E+03  1.002E-31  2.515E-20
9.376E+03  1.038E-31  2.582E-20
9.290E+03  1.076E-31  2.650E-20
9.204E+03  1.114E-31  2.721E-20
9.120E+03  1.154E-31  2.793E-20
9.036E+03  1.196E-31  2.867E-20
8.954E+03  1.239E-31  2.942E-20
8.872E+03  1.283E-31  3.019E-20
8.790E+03  1.329E-31  3.099E-20
8.710E+03  1.376E-31  3.180E-20
8.630E+03  1.426E-31  3.264E-20
8.551E+03  1.477E-31  3.349E-20
8.472E+03  1.530E-31  3.438E-20
8.395E+03  1.584E-31  3.528E-20
8.318E+03  1.641E-31  3.621E-20
8.241E+03  1.700E-31  3.717E-20
8.166E+03  1.761E-31  3.815E-20
8.091E+03  1.825E-31  3.916E-20
8.017E+03  1.890E-31  4.019E-20
7.943E+03  1.958E-31  4.126E-20
7.870E+03  2.029E-31  4.235E-20
7.798E+03  2.102E-31  4.347E-20
7.727E+03  2.177E-31  4.463E-20
7.656E+03  2.256E-31  4.581E-20
7.586E+03  2.337E-31  4.703E-20
7.516E+03  2.421E-31  4.828E-20
7.447E+03  2.509E-31  4.956E-20
7.379E+03  2.599E-31  5.088E-20
7.311E+03  2.693E-31  5.223E-20
7.244E+03  2.791E-31  5.362E-20
7.178E+03  2.891E-31  5.505E-20
7.112E+03  2.996E-31  5.652E-20
7.047E+03  3.105E-31  5.803E-20
6.982E+03  3.217E-31  5.958E-20
6.918E+03  3.333E-31  6.117E-20
6.855E+03  3.454E-31  6.280E-20
6.792E+03  3.579E-31  6.447E-20
6.730E+03  3.708E-31  6.620E-20
6.668E+03  3.843E-31  6.796E-20
6.607E+03  3.982E-31  6.978E-20
6.546E+03  4.126E-31  7.165E-20
6.486E+03  4.276E-31  7.357E-20
6.427E+03  4.431E-31  7.554E-20
6.368E+03  4.592E-31  7.757E-20
6.310E+03  4.759E-31  7.965E-20
6.252E+03  4.932E-31  8.179E-20
6.194E+03  5.111E-31  8.399E-20
6.138E+03  5.297E-31  8.625E-20
6.081E+03  5.490E-31  8.857E-20
6.026E+03  5.690E-31  9.095E-20
5.970E+03  5.898E-31  9.340E-20
5.916E+03  6.113E-31  9.592E-20
5.861E+03  6.336E-31  9.851E-20
5.808E+03  6.567E-31  1.012E-19
5.754E+03  6.807E-31  1.039E-19
5.702E+03  7.056E-31  1.067E-19
5.649E+03  7.314E-31  1.096E-19
5.598E+03  7.581E-31  1.126E-19
5.546E+03  7.859E-31  1.156E-19
5.495E+03  8.146E-31  1.188E-19
5.445E+03  8.445E-31  1.220E-19
5.395E+03  8.754E-31  1.253E-19
5.346E+03  9.075E-31  1.287E-19
5.297E+03  9.408E-31  1.322E-19
5.248E+03  9.753E-31  1.358E-19
5.200E+03  1.011E-30  1.395E-19
5.152E+03  1.048E-30  1.433E-19
5.105E+03  1.087E-30  1.472E-19
5.058E+03  1.127E-30  1.512E-19
5.012E+03  1.168E-30  1.553E-19
4.966E+03  1.211E-30  1.595E-19
4.920E+03  1.255E-30  1.639E-19
4.875E+03  1.302E-30  1.683E-19
4.831E+03  1.350E-30  1.729E-19
4.786E+03  1.399E-30  1.776E-19
4.742E+03  1.451E-30  1.825E-19
4.699E+03  1.504E-30  1.875E-19
4.656E+03  1.560E-30  1.926E-19
4.613E+03  1.617E-30  1.979E-19
4.571E+03  1.677E-30  2.033E-19
4.529E+03  1.739E-30  2.089E-19
4.487E+03  1.803E-30  2.146E-19
4.446E+03  1.870E-30  2.205E-19
4.406E+03  1.939E-30  2.266E-19
4.365E+03  2.010E-30  2.328E-19
4.325E+03  2.085E-30  2.392E-19
4.285E+03  2.162E-30  2.458E-19
4.246E+03  2.242E-30  2.525E-19
4.207E+03  2.325E-30  2.595E-19
4.169E+03  2.411E-30  2.667E-19
4.130E+03  2.501E-30  2.740E-19
4.093E+03  2.594E-30  2.816E-19
4.055E+03  2.690E-30  2.894E-19
4.018E+03  2.790E-30  2.973E-19
3.981E+03  2.893E-30  3.056E-19
3.945E+03  3.001E-30  3.140E-19
3.908E+03  3.112E-30  3.226E-19
3.873E+03  3.228E-30  3.316E-19
3.837E+03  3.348E-30  3.407E-19
3.802E+03  3.472E-30  3.501E-19
3.767E+03  3.601E-30  3.598E-19
3.733E+03  3.735E-30  3.698E-19
3.698E+03  3.874E-30  3.801E-19
3.664E+03  4.019E-30  3.906E-19
3.631E+03  4.168E-30  4.015E-19
3.597E+03  4.324E-30  4.126E-19
3.565E+03  4.485E-30  4.241E-19
3.532E+03  4.653E-30  4.359E-19
3.499E+03  4.826E-30  4.480E-19
