Dust emission from Draine & Li (2007): ApJ 657, 810-837
==========================================================
         1 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.000E-07 5.500E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.500E-01 1.000E+06 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 2.357E+00 = <U> 
     mmp83 = radfield
 1.052E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  4.096E-27  1.380E-19 COBE-DIRBE
2.220E+00  5.156E-27  3.036E-19 COBE-DIRBE
3.530E+00  4.370E-26  4.092E-18 COBE-DIRBE
4.880E+00  8.569E-26  1.109E-17 COBE-DIRBE
1.229E+01  1.148E-24  3.743E-16 COBE-DIRBE
2.079E+01  2.567E-24  1.416E-15 COBE-DIRBE
5.599E+01  4.328E-24  6.428E-15 COBE-DIRBE
9.770E+01  3.194E-24  8.278E-15 COBE-DIRBE
1.479E+02  2.317E-24  9.088E-15 COBE-DIRBE
2.479E+02  8.802E-25  5.787E-15 COBE-DIRBE
1.200E+01  1.068E-24  3.401E-16 IRAS
2.500E+01  3.235E-24  2.145E-15 IRAS
6.000E+01  4.219E-24  6.715E-15 IRAS
1.000E+02  3.148E-24  8.349E-15 IRAS
3.550E+00  4.929E-26  4.642E-18 SST-IRAC
4.493E+00  5.729E-26  6.828E-18 SST-IRAC
5.731E+00  2.958E-25  4.497E-17 SST-IRAC
7.872E+00  9.432E-25  1.969E-16 SST-IRAC
2.368E+01  3.054E-24  1.918E-15 SST-MIPS
7.142E+01  3.417E-24  6.474E-15 SST-MIPS
1.559E+02  2.067E-24  8.547E-15 SST-MIPS
1.600E+01  1.578E-24  6.696E-16 SST-IRSPU
2.200E+01  2.967E-24  1.731E-15 SST-IRSPU
7.500E+01  2.943E-24  5.855E-15 Herschel-PACS
1.100E+02  2.275E-24  6.637E-15 Herschel-PACS
1.700E+02  1.582E-24  7.134E-15 Herschel-PACS
2.500E+02  7.665E-25  5.083E-15 Herschel-SPIRE
3.600E+02  2.589E-25  2.472E-15 Herschel-SPIRE
5.200E+02  7.213E-26  9.949E-16 Herschel-SPIRE
2.400E+00  6.590E-27  4.196E-19 Akari IRC NIR N2
3.200E+00  3.173E-26  2.694E-18 Akari IRC NIR N3
4.100E+00  5.504E-26  5.986E-18 Akari IRC NIR N4
7.000E+00  9.219E-25  1.712E-16 Akari IRC MIR-S S7
9.000E+00  9.413E-25  2.247E-16 Akari IRC MIR-S S9W
1.100E+01  1.007E-24  2.938E-16 Akari IRC MIR-S S11
1.500E+01  1.667E-24  6.633E-16 Akari IRC MIR-L L15
1.800E+01  2.267E-24  1.082E-15 Akari IRC MIR-L L18W
2.400E+01  2.985E-24  1.900E-15 Akari IRC MIR-L L24
6.500E+01  3.873E-24  6.678E-15 Akari FIS N60
8.000E+01  3.422E-24  7.261E-15 Akari FIS WIDE-S
1.400E+02  2.322E-24  8.622E-15 Akari FIS WIDE-L
1.600E+02  2.022E-24  8.580E-15 Akari FIS N160
 
 
 
 


lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  4.698E-31  1.246E-19
9.908E+03  4.870E-31  1.280E-19
9.817E+03  5.048E-31  1.315E-19
9.727E+03  5.232E-31  1.350E-19
9.638E+03  5.424E-31  1.387E-19
9.550E+03  5.622E-31  1.424E-19
9.462E+03  5.827E-31  1.463E-19
9.376E+03  6.040E-31  1.502E-19
9.290E+03  6.261E-31  1.543E-19
9.204E+03  6.490E-31  1.585E-19
9.120E+03  6.728E-31  1.628E-19
9.036E+03  6.974E-31  1.672E-19
8.954E+03  7.228E-31  1.717E-19
8.872E+03  7.491E-31  1.763E-19
8.790E+03  7.764E-31  1.810E-19
8.710E+03  8.046E-31  1.859E-19
8.630E+03  8.339E-31  1.909E-19
8.551E+03  8.643E-31  1.960E-19
8.472E+03  8.959E-31  2.013E-19
8.395E+03  9.286E-31  2.068E-19
8.318E+03  9.625E-31  2.124E-19
8.241E+03  9.977E-31  2.181E-19
8.166E+03  1.034E-30  2.240E-19
8.091E+03  1.072E-30  2.301E-19
8.017E+03  1.111E-30  2.363E-19
7.943E+03  1.152E-30  2.427E-19
7.870E+03  1.194E-30  2.493E-19
7.798E+03  1.238E-30  2.561E-19
7.727E+03  1.283E-30  2.630E-19
7.656E+03  1.330E-30  2.702E-19
7.586E+03  1.379E-30  2.775E-19
7.516E+03  1.430E-30  2.851E-19
7.447E+03  1.482E-30  2.929E-19
7.379E+03  1.537E-30  3.008E-19
7.311E+03  1.594E-30  3.091E-19
7.244E+03  1.652E-30  3.175E-19
7.178E+03  1.713E-30  3.262E-19
7.112E+03  1.776E-30  3.351E-19
7.047E+03  1.842E-30  3.443E-19
6.982E+03  1.910E-30  3.537E-19
6.918E+03  1.980E-30  3.634E-19
6.855E+03  2.053E-30  3.733E-19
6.792E+03  2.129E-30  3.835E-19
6.730E+03  2.207E-30  3.940E-19
6.668E+03  2.289E-30  4.048E-19
6.607E+03  2.373E-30  4.160E-19
6.546E+03  2.461E-30  4.274E-19
6.486E+03  2.552E-30  4.391E-19
6.427E+03  2.647E-30  4.512E-19
6.368E+03  2.745E-30  4.636E-19
6.310E+03  2.846E-30  4.764E-19
6.252E+03  2.952E-30  4.895E-19
6.194E+03  3.062E-30  5.030E-19
6.138E+03  3.175E-30  5.169E-19
6.081E+03  3.293E-30  5.312E-19
6.026E+03  3.415E-30  5.459E-19
5.970E+03  3.542E-30  5.610E-19
5.916E+03  3.674E-30  5.765E-19
5.861E+03  3.811E-30  5.925E-19
5.808E+03  3.953E-30  6.090E-19
5.754E+03  4.100E-30  6.259E-19
5.702E+03  4.253E-30  6.432E-19
5.649E+03  4.412E-30  6.611E-19
5.598E+03  4.576E-30  6.795E-19
5.546E+03  4.747E-30  6.984E-19
5.495E+03  4.925E-30  7.179E-19
5.445E+03  5.109E-30  7.379E-19
5.395E+03  5.300E-30  7.584E-19
5.346E+03  5.498E-30  7.796E-19
5.297E+03  5.704E-30  8.014E-19
5.248E+03  5.917E-30  8.237E-19
5.200E+03  6.139E-30  8.468E-19
5.152E+03  6.369E-30  8.705E-19
5.105E+03  6.608E-30  8.948E-19
5.058E+03  6.856E-30  9.199E-19
5.012E+03  7.113E-30  9.457E-19
4.966E+03  7.380E-30  9.722E-19
4.920E+03  7.657E-30  9.994E-19
4.875E+03  7.945E-30  1.027E-18
4.831E+03  8.243E-30  1.056E-18
4.786E+03  8.553E-30  1.086E-18
4.742E+03  8.875E-30  1.116E-18
4.699E+03  9.209E-30  1.148E-18
4.656E+03  9.556E-30  1.180E-18
4.613E+03  9.917E-30  1.213E-18
4.571E+03  1.029E-29  1.248E-18
4.529E+03  1.068E-29  1.283E-18
4.487E+03  1.108E-29  1.319E-18
4.446E+03  1.150E-29  1.356E-18
4.406E+03  1.194E-29  1.395E-18
4.365E+03  1.239E-29  1.434E-18
4.325E+03  1.286E-29  1.475E-18
4.285E+03  1.334E-29  1.517E-18
4.246E+03  1.385E-29  1.560E-18
4.207E+03  1.437E-29  1.604E-18
4.169E+03  1.492E-29  1.649E-18
4.130E+03  1.548E-29  1.696E-18
4.093E+03  1.607E-29  1.745E-18
4.055E+03  1.668E-29  1.794E-18
4.018E+03  1.731E-29  1.845E-18
3.981E+03  1.797E-29  1.898E-18
3.945E+03  1.865E-29  1.952E-18
3.908E+03  1.936E-29  2.007E-18
3.873E+03  2.010E-29  2.064E-18
3.837E+03  2.086E-29  2.123E-18
3.802E+03  2.166E-29  2.184E-18
3.767E+03  2.248E-29  2.246E-18
3.733E+03  2.334E-29  2.311E-18
3.698E+03  2.423E-29  2.377E-18
3.664E+03  2.515E-29  2.445E-18
3.631E+03  2.611E-29  2.515E-18
3.597E+03  2.711E-29  2.587E-18
3.565E+03  2.814E-29  2.661E-18
3.532E+03  2.922E-29  2.737E-18
3.499E+03  3.034E-29  2.816E-18
3.467E+03  3.150E-29  2.897E-18
3.436E+03  3.271E-29  2.981E-18
3.404E+03  3.396E-29  3.066E-18
3.373E+03  3.526E-29  3.155E-18
3.342E+03  3.661E-29  3.246E-18
3.311E+03  3.802E-29  3.339E-18
3.281E+03  3.948E-29  3.436E-18
3.251E+03  4.100E-29  3.535E-18
3.221E+03  4.257E-29  3.637E-18
3.192E+03  4.421E-29  3.743E-18
3.162E+03  4.591E-29  3.851E-18
3.133E+03  4.768E-29  3.963E-18
3.105E+03  4.952E-29  4.078E-18
3.076E+03  5.142E-29  4.196E-18
3.048E+03  5.341E-29  4.318E-18
3.020E+03  5.547E-29  4.443E-18
2.992E+03  5.761E-29  4.572E-18
2.965E+03  5.982E-29  4.705E-18
2.938E+03  6.213E-29  4.841E-18
2.911E+03  6.452E-29  4.982E-18
2.884E+03  6.701E-29  5.126E-18
2.858E+03  6.959E-29  5.275E-18
2.831E+03  7.228E-29  5.429E-18
2.805E+03  7.507E-29  5.587E-18
2.780E+03  7.797E-29  5.749E-18
2.754E+03  8.099E-29  5.917E-18
2.729E+03  8.412E-29  6.089E-18
2.704E+03  8.737E-29  6.267E-18
2.679E+03  9.076E-29  6.450E-18
2.655E+03  9.427E-29  6.638E-18
2.630E+03  9.793E-29  6.832E-18
2.606E+03  1.017E-28  7.032E-18
2.582E+03  1.057E-28  7.238E-18
2.559E+03  1.098E-28  7.450E-18
2.535E+03  1.140E-28  7.668E-18
2.512E+03  1.185E-28  7.893E-18
2.489E+03  1.231E-28  8.124E-18
2.466E+03  1.278E-28  8.363E-18
2.443E+03  1.328E-28  8.609E-18
2.421E+03  1.380E-28  8.861E-18
2.399E+03  1.434E-28  9.122E-18
2.377E+03  1.489E-28  9.390E-18
