Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        10 = grain model
 4.000E-08 4.000E-01 5.000E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 5.000E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E-01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 9.211E-01 = <U> 
     mmp83 = radfield
 9.631E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  2.670E-27  8.995E-20 COBE-DIRBE
2.220E+00  3.590E-27  2.114E-19 COBE-DIRBE
3.530E+00  1.891E-26  1.770E-18 COBE-DIRBE
4.880E+00  9.107E-27  1.179E-18 COBE-DIRBE
1.229E+01  9.514E-26  3.102E-17 COBE-DIRBE
2.079E+01  1.128E-25  6.219E-17 COBE-DIRBE
5.599E+01  3.846E-25  5.712E-16 COBE-DIRBE
9.770E+01  4.183E-25  1.084E-15 COBE-DIRBE
1.479E+02  3.472E-25  1.362E-15 COBE-DIRBE
2.479E+02  1.620E-25  1.065E-15 COBE-DIRBE
1.200E+01  9.549E-26  3.040E-17 IRAS
2.500E+01  1.203E-25  7.976E-17 IRAS
6.000E+01  3.913E-25  6.228E-16 IRAS
1.000E+02  4.166E-25  1.105E-15 IRAS
3.550E+00  2.184E-26  2.057E-18 SST-IRAC
4.493E+00  6.668E-27  7.947E-19 SST-IRAC
5.731E+00  4.961E-26  7.542E-18 SST-IRAC
7.872E+00  1.215E-25  2.538E-17 SST-IRAC
2.368E+01  1.086E-25  6.823E-17 SST-MIPS
7.142E+01  3.860E-25  7.312E-16 SST-MIPS
1.559E+02  3.178E-25  1.314E-15 SST-MIPS
1.600E+01  9.197E-26  3.903E-17 SST-IRSPU
2.200E+01  1.108E-25  6.469E-17 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.480E-31  3.925E-20
9.908E+03  1.533E-31  4.030E-20
9.817E+03  1.589E-31  4.137E-20
9.727E+03  1.646E-31  4.248E-20
9.638E+03  1.706E-31  4.361E-20
9.550E+03  1.768E-31  4.478E-20
9.462E+03  1.832E-31  4.597E-20
9.376E+03  1.898E-31  4.720E-20
9.290E+03  1.967E-31  4.846E-20
9.204E+03  2.038E-31  4.976E-20
9.120E+03  2.112E-31  5.108E-20
9.036E+03  2.188E-31  5.245E-20
8.954E+03  2.267E-31  5.384E-20
8.872E+03  2.349E-31  5.527E-20
8.790E+03  2.433E-31  5.673E-20
8.710E+03  2.521E-31  5.824E-20
8.630E+03  2.612E-31  5.978E-20
8.551E+03  2.706E-31  6.137E-20
8.472E+03  2.803E-31  6.300E-20
8.395E+03  2.904E-31  6.467E-20
8.318E+03  3.009E-31  6.640E-20
8.241E+03  3.118E-31  6.816E-20
8.166E+03  3.231E-31  6.998E-20
8.091E+03  3.348E-31  7.185E-20
8.017E+03  3.469E-31  7.376E-20
7.943E+03  3.594E-31  7.573E-20
7.870E+03  3.725E-31  7.776E-20
7.798E+03  3.860E-31  7.984E-20
7.727E+03  4.000E-31  8.197E-20
7.656E+03  4.145E-31  8.417E-20
7.586E+03  4.295E-31  8.643E-20
7.516E+03  4.451E-31  8.874E-20
7.447E+03  4.613E-31  9.112E-20
7.379E+03  4.781E-31  9.357E-20
7.311E+03  4.954E-31  9.609E-20
7.244E+03  5.135E-31  9.867E-20
7.178E+03  5.322E-31  1.013E-19
7.112E+03  5.515E-31  1.041E-19
7.047E+03  5.716E-31  1.069E-19
6.982E+03  5.925E-31  1.097E-19
6.918E+03  6.140E-31  1.127E-19
6.855E+03  6.364E-31  1.157E-19
6.792E+03  6.596E-31  1.188E-19
6.730E+03  6.836E-31  1.220E-19
6.668E+03  7.086E-31  1.253E-19
6.607E+03  7.344E-31  1.287E-19
6.546E+03  7.613E-31  1.322E-19
6.486E+03  7.891E-31  1.358E-19
