Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         5 = grain model
 4.000E-08 4.000E-01 3.000E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 1.000E-05 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E-01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 9.211E-01 = <U> 
     mmp83 = radfield
 4.143E-24 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  1.139E-26  3.837E-19 COBE-DIRBE
2.220E+00  1.457E-26  8.577E-19 COBE-DIRBE
3.530E+00  9.460E-26  8.858E-18 COBE-DIRBE
4.880E+00  4.402E-26  5.698E-18 COBE-DIRBE
1.229E+01  3.957E-25  1.290E-16 COBE-DIRBE
2.079E+01  3.471E-25  1.914E-16 COBE-DIRBE
5.599E+01  1.757E-24  2.609E-15 COBE-DIRBE
9.770E+01  1.821E-24  4.718E-15 COBE-DIRBE
1.479E+02  1.482E-24  5.815E-15 COBE-DIRBE
2.479E+02  6.292E-25  4.137E-15 COBE-DIRBE
1.200E+01  4.167E-25  1.326E-16 IRAS
2.500E+01  3.813E-25  2.529E-16 IRAS
6.000E+01  1.774E-24  2.823E-15 IRAS
1.000E+02  1.811E-24  4.804E-15 IRAS
3.550E+00  1.100E-25  1.036E-17 SST-IRAC
4.493E+00  3.087E-26  3.679E-18 SST-IRAC
5.731E+00  2.605E-25  3.960E-17 SST-IRAC
7.872E+00  6.064E-25  1.266E-16 SST-IRAC
2.368E+01  3.247E-25  2.040E-16 SST-MIPS
7.142E+01  1.712E-24  3.243E-15 SST-MIPS
1.559E+02  1.347E-24  5.571E-15 SST-MIPS
1.600E+01  3.295E-25  1.399E-16 SST-IRSPU
2.200E+01  3.323E-25  1.939E-16 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  4.329E-31  1.148E-19
9.908E+03  4.487E-31  1.179E-19
9.817E+03  4.651E-31  1.211E-19
9.727E+03  4.820E-31  1.244E-19
9.638E+03  4.995E-31  1.277E-19
9.550E+03  5.177E-31  1.312E-19
9.462E+03  5.366E-31  1.347E-19
9.376E+03  5.561E-31  1.383E-19
9.290E+03  5.764E-31  1.420E-19
9.204E+03  5.974E-31  1.459E-19
9.120E+03  6.192E-31  1.498E-19
9.036E+03  6.417E-31  1.538E-19
8.954E+03  6.650E-31  1.579E-19
8.872E+03  6.891E-31  1.622E-19
8.790E+03  7.141E-31  1.665E-19
8.710E+03  7.399E-31  1.709E-19
8.630E+03  7.668E-31  1.755E-19
8.551E+03  7.946E-31  1.802E-19
8.472E+03  8.235E-31  1.851E-19
8.395E+03  8.534E-31  1.900E-19
8.318E+03  8.844E-31  1.951E-19
8.241E+03  9.166E-31  2.004E-19
8.166E+03  9.500E-31  2.058E-19
8.091E+03  9.846E-31  2.113E-19
8.017E+03  1.020E-30  2.170E-19
7.943E+03  1.058E-30  2.229E-19
7.870E+03  1.096E-30  2.289E-19
7.798E+03  1.136E-30  2.351E-19
7.727E+03  1.178E-30  2.414E-19
7.656E+03  1.221E-30  2.479E-19
7.586E+03  1.265E-30  2.546E-19
7.516E+03  1.312E-30  2.615E-19
7.447E+03  1.360E-30  2.686E-19
7.379E+03  1.410E-30  2.759E-19
7.311E+03  1.461E-30  2.834E-19
7.244E+03  1.515E-30  2.911E-19
7.178E+03  1.570E-30  2.990E-19
7.112E+03  1.628E-30  3.071E-19
7.047E+03  1.688E-30  3.155E-19
6.982E+03  1.750E-30  3.241E-19
6.918E+03  1.814E-30  3.329E-19
6.855E+03  1.881E-30  3.419E-19
6.792E+03  1.950E-30  3.513E-19
6.730E+03  2.021E-30  3.608E-19
6.668E+03  2.096E-30  3.707E-19
6.607E+03  2.173E-30  3.808E-19
6.546E+03  2.253E-30  3.912E-19
6.486E+03  2.336E-30  4.019E-19
6.427E+03  2.422E-30  4.129E-19
6.368E+03  2.511E-30  4.242E-19
6.310E+03  2.604E-30  4.358E-19
6.252E+03  2.700E-30  4.477E-19
6.194E+03  2.800E-30  4.600E-19
6.138E+03  2.903E-30  4.726E-19
6.081E+03  3.010E-30  4.856E-19
6.026E+03  3.122E-30  4.990E-19
5.970E+03  3.237E-30  5.127E-19
5.916E+03  3.357E-30  5.268E-19
5.861E+03  3.482E-30  5.413E-19
5.808E+03  3.611E-30  5.563E-19
5.754E+03  3.745E-30  5.716E-19
5.702E+03  3.884E-30  5.874E-19
5.649E+03  4.028E-30  6.036E-19
5.598E+03  4.178E-30  6.203E-19
5.546E+03  4.333E-30  6.375E-19
5.495E+03  4.494E-30  6.552E-19
5.445E+03  4.662E-30  6.733E-19
5.395E+03  4.835E-30  6.920E-19
5.346E+03  5.015E-30  7.112E-19
5.297E+03  5.202E-30  7.309E-19
5.248E+03  5.396E-30  7.512E-19
5.200E+03  5.598E-30  7.721E-19
5.152E+03  5.807E-30  7.936E-19
5.105E+03  6.024E-30  8.157E-19
5.058E+03  6.249E-30  8.384E-19
5.012E+03  6.482E-30  8.618E-19
4.966E+03  6.724E-30  8.858E-19
4.920E+03  6.976E-30  9.105E-19
4.875E+03  7.237E-30  9.359E-19
4.831E+03  7.508E-30  9.620E-19
4.786E+03  7.789E-30  9.889E-19
4.742E+03  8.081E-30  1.017E-18
4.699E+03  8.384E-30  1.045E-18
4.656E+03  8.698E-30  1.074E-18
4.613E+03  9.025E-30  1.104E-18
4.571E+03  9.364E-30  1.135E-18
4.529E+03  9.716E-30  1.167E-18
4.487E+03  1.008E-29  1.200E-18
4.446E+03  1.046E-29  1.234E-18
4.406E+03  1.085E-29  1.268E-18
4.365E+03  1.126E-29  1.304E-18
4.325E+03  1.169E-29  1.341E-18
4.285E+03  1.213E-29  1.379E-18
4.246E+03  1.259E-29  1.418E-18
4.207E+03  1.306E-29  1.458E-18
4.169E+03  1.355E-29  1.499E-18
4.130E+03  1.407E-29  1.541E-18
4.093E+03  1.460E-29  1.585E-18
4.055E+03  1.515E-29  1.629E-18
4.018E+03  1.572E-29  1.676E-18
3.981E+03  1.632E-29  1.723E-18
3.945E+03  1.693E-29  1.772E-18
3.908E+03  1.757E-29  1.822E-18
3.873E+03  1.824E-29  1.874E-18
3.837E+03  1.893E-29  1.927E-18
3.802E+03  1.965E-29  1.981E-18
3.767E+03  2.039E-29  2.038E-18
3.733E+03  2.117E-29  2.096E-18
3.698E+03  2.197E-29  2.155E-18
3.664E+03  2.280E-29  2.217E-18
3.631E+03  2.367E-29  2.280E-18
3.597E+03  2.457E-29  2.345E-18
3.565E+03  2.551E-29  2.412E-18
3.532E+03  2.648E-29  2.481E-18
3.499E+03  2.749E-29  2.551E-18
3.467E+03  2.853E-29  2.624E-18
3.436E+03  2.962E-29  2.700E-18
3.404E+03  3.075E-29  2.777E-18
3.373E+03  3.193E-29  2.857E-18
3.342E+03  3.315E-29  2.939E-18
3.311E+03  3.442E-29  3.023E-18
3.281E+03  3.573E-29  3.110E-18
3.251E+03  3.710E-29  3.199E-18
3.221E+03  3.852E-29  3.291E-18
3.192E+03  4.000E-29  3.386E-18
3.162E+03  4.153E-29  3.483E-18
3.133E+03  4.312E-29  3.584E-18
3.105E+03  4.477E-29  3.687E-18
3.076E+03  4.649E-29  3.794E-18
3.048E+03  4.828E-29  3.903E-18
3.020E+03  5.013E-29  4.016E-18
2.992E+03  5.206E-29  4.132E-18
2.965E+03  5.405E-29  4.251E-18
2.938E+03  5.613E-29  4.374E-18
2.911E+03  5.828E-29  4.500E-18
2.884E+03  6.052E-29  4.630E-18
2.858E+03  6.284E-29  4.763E-18
2.831E+03  6.526E-29  4.901E-18
2.805E+03  6.776E-29  5.043E-18
2.780E+03  7.037E-29  5.189E-18
2.754E+03  7.308E-29  5.339E-18
2.729E+03  7.589E-29  5.494E-18
2.704E+03  7.882E-29  5.653E-18
2.679E+03  8.186E-29  5.817E-18
2.655E+03  8.501E-29  5.986E-18
2.630E+03  8.829E-29  6.160E-18
2.606E+03  9.170E-29  6.339E-18
2.582E+03  9.524E-29  6.524E-18
2.559E+03  9.892E-29  6.714E-18
2.535E+03  1.027E-28  6.909E-18
2.512E+03  1.067E-28  7.110E-18
2.489E+03  1.108E-28  7.318E-18
2.466E+03  1.151E-28  7.531E-18
2.443E+03  1.196E-28  7.751E-18
2.421E+03  1.242E-28  7.977E-18
2.399E+03  1.290E-28  8.210E-18
2.377E+03  1.340E-28  8.450E-18
2.355E+03  1.392E-28  8.697E-18
2.333E+03  1.446E-28  8.952E-18
2.312E+03  1.502E-28  9.214E-18
2.291E+03  1.561E-28  9.483E-18
2.270E+03  1.621E-28  9.761E-18
2.249E+03  1.684E-28  1.005E-17
2.228E+03  1.749E-28  1.034E-17
2.208E+03  1.817E-28  1.064E-17
2.188E+03  1.888E-28  1.096E-17
2.168E+03  1.961E-28  1.128E-17
2.148E+03  2.038E-28  1.161E-17
2.128E+03  2.117E-28  1.195E-17
2.109E+03  2.199E-28  1.230E-17
2.089E+03  2.284E-28  1.266E-17
2.070E+03  2.373E-28  1.303E-17
2.051E+03  2.466E-28  1.341E-17
2.032E+03  2.561E-28  1.381E-17
2.014E+03  2.661E-28  1.421E-17
1.995E+03  2.765E-28  1.463E-17
1.977E+03  2.872E-28  1.506E-17
1.959E+03  2.984E-28  1.550E-17
1.941E+03  3.100E-28  1.596E-17
1.923E+03  3.220E-28  1.643E-17
1.905E+03  3.346E-28  1.691E-17
1.888E+03  3.476E-28  1.741E-17
1.871E+03  3.611E-28  1.792E-17
1.854E+03  3.751E-28  1.844E-17
1.837E+03  3.897E-28  1.899E-17
1.820E+03  4.049E-28  1.954E-17
1.803E+03  4.207E-28  2.012E-17
1.786E+03  4.370E-28  2.071E-17
1.770E+03  4.540E-28  2.132E-17
1.754E+03  4.717E-28  2.194E-17
1.738E+03  4.900E-28  2.259E-17
1.722E+03  5.091E-28  2.325E-17
1.706E+03  5.289E-28  2.394E-17
1.690E+03  5.495E-28  2.464E-17
1.675E+03  5.708E-28  2.536E-17
1.660E+03  5.930E-28  2.611E-17
1.644E+03  6.161E-28  2.687E-17
1.629E+03  6.400E-28  2.766E-17
1.614E+03  6.649E-28  2.847E-17
1.600E+03  6.907E-28  2.931E-17
1.585E+03  7.175E-28  3.017E-17
1.570E+03  7.454E-28  3.105E-17
1.556E+03  7.743E-28  3.196E-17
1.542E+03  8.044E-28  3.289E-17
1.528E+03  8.356E-28  3.386E-17
1.514E+03  8.680E-28  3.485E-17
1.500E+03  9.016E-28  3.587E-17
1.486E+03  9.366E-28  3.692E-17
