Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        11 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E-01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 9.211E-01 = <U> 
     mmp83 = radfield
 5.092E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  5.108E-28  1.721E-20 COBE-DIRBE
2.220E+00  8.648E-28  5.093E-20 COBE-DIRBE
3.530E+00  1.481E-27  1.387E-19 COBE-DIRBE
4.880E+00  1.116E-27  1.445E-19 COBE-DIRBE
1.229E+01  1.377E-26  4.489E-18 COBE-DIRBE
2.079E+01  2.747E-26  1.515E-17 COBE-DIRBE
5.599E+01  2.271E-25  3.373E-16 COBE-DIRBE
9.770E+01  2.754E-25  7.137E-16 COBE-DIRBE
1.479E+02  2.307E-25  9.051E-16 COBE-DIRBE
2.479E+02  1.070E-25  7.038E-16 COBE-DIRBE
1.200E+01  1.344E-26  4.277E-18 IRAS
2.500E+01  3.570E-26  2.367E-17 IRAS
6.000E+01  2.348E-25  3.737E-16 IRAS
1.000E+02  2.748E-25  7.290E-16 IRAS
3.550E+00  1.581E-27  1.489E-19 SST-IRAC
4.493E+00  1.049E-27  1.251E-19 SST-IRAC
5.731E+00  2.386E-27  3.627E-19 SST-IRAC
7.872E+00  9.579E-27  2.000E-18 SST-IRAC
2.368E+01  3.274E-26  2.056E-17 SST-MIPS
7.142E+01  2.442E-25  4.627E-16 SST-MIPS
1.559E+02  2.112E-25  8.733E-16 SST-MIPS
1.600E+01  1.460E-26  6.196E-18 SST-IRSPU
2.200E+01  3.211E-26  1.874E-17 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  9.446E-32  2.506E-20
9.908E+03  9.787E-32  2.572E-20
9.817E+03  1.014E-31  2.641E-20
9.727E+03  1.051E-31  2.711E-20
9.638E+03  1.088E-31  2.783E-20
9.550E+03  1.128E-31  2.857E-20
9.462E+03  1.168E-31  2.933E-20
9.376E+03  1.211E-31  3.011E-20
9.290E+03  1.254E-31  3.091E-20
9.204E+03  1.299E-31  3.173E-20
9.120E+03  1.346E-31  3.257E-20
9.036E+03  1.395E-31  3.343E-20
8.954E+03  1.445E-31  3.432E-20
8.872E+03  1.497E-31  3.522E-20
8.790E+03  1.550E-31  3.615E-20
8.710E+03  1.606E-31  3.710E-20
8.630E+03  1.663E-31  3.808E-20
8.551E+03  1.723E-31  3.908E-20
8.472E+03  1.785E-31  4.011E-20
8.395E+03  1.849E-31  4.117E-20
8.318E+03  1.916E-31  4.226E-20
8.241E+03  1.984E-31  4.338E-20
8.166E+03  2.056E-31  4.453E-20
8.091E+03  2.130E-31  4.571E-20
8.017E+03  2.207E-31  4.692E-20
7.943E+03  2.286E-31  4.817E-20
7.870E+03  2.369E-31  4.945E-20
7.798E+03  2.454E-31  5.076E-20
7.727E+03  2.543E-31  5.212E-20
7.656E+03  2.635E-31  5.350E-20
7.586E+03  2.730E-31  5.493E-20
7.516E+03  2.829E-31  5.639E-20
7.447E+03  2.931E-31  5.790E-20
7.379E+03  3.037E-31  5.944E-20
7.311E+03  3.147E-31  6.103E-20
7.244E+03  3.261E-31  6.266E-20
7.178E+03  3.379E-31  6.434E-20
7.112E+03  3.502E-31  6.606E-20
7.047E+03  3.629E-31  6.783E-20
6.982E+03  3.760E-31  6.965E-20
6.918E+03  3.897E-31  7.151E-20
6.855E+03  4.038E-31  7.342E-20
6.792E+03  4.185E-31  7.539E-20
6.730E+03  4.336E-31  7.741E-20
6.668E+03  4.494E-31  7.949E-20
6.607E+03  4.657E-31  8.162E-20
6.546E+03  4.827E-31  8.382E-20
6.486E+03  5.002E-31  8.607E-20
6.427E+03  5.185E-31  8.838E-20
6.368E+03  5.373E-31  9.076E-20
6.310E+03  5.569E-31  9.321E-20
6.252E+03  5.772E-31  9.572E-20
6.194E+03  5.983E-31  9.831E-20
6.138E+03  6.201E-31  1.010E-19
6.081E+03  6.428E-31  1.037E-19
6.026E+03  6.663E-31  1.065E-19
5.970E+03  6.907E-31  1.094E-19
5.916E+03  7.159E-31  1.123E-19
5.861E+03  7.421E-31  1.154E-19
5.808E+03  7.693E-31  1.185E-19
5.754E+03  7.975E-31  1.217E-19
5.702E+03  8.268E-31  1.250E-19
5.649E+03  8.571E-31  1.284E-19
5.598E+03  8.885E-31  1.319E-19
5.546E+03  9.212E-31  1.355E-19
5.495E+03  9.550E-31  1.392E-19
5.445E+03  9.901E-31  1.430E-19
5.395E+03  1.026E-30  1.469E-19
5.346E+03  1.064E-30  1.509E-19
5.297E+03  1.103E-30  1.550E-19
5.248E+03  1.144E-30  1.593E-19
5.200E+03  1.186E-30  1.636E-19
5.152E+03  1.230E-30  1.681E-19
5.105E+03  1.275E-30  1.727E-19
5.058E+03  1.322E-30  1.774E-19
5.012E+03  1.371E-30  1.823E-19
4.966E+03  1.422E-30  1.873E-19
4.920E+03  1.474E-30  1.924E-19
4.875E+03  1.529E-30  1.977E-19
4.831E+03  1.585E-30  2.031E-19
4.786E+03  1.644E-30  2.087E-19
4.742E+03  1.704E-30  2.144E-19
4.699E+03  1.767E-30  2.203E-19
4.656E+03  1.833E-30  2.264E-19
4.613E+03  1.901E-30  2.326E-19
4.571E+03  1.971E-30  2.390E-19
4.529E+03  2.044E-30  2.456E-19
4.487E+03  2.120E-30  2.524E-19
4.446E+03  2.199E-30  2.593E-19
4.406E+03  2.280E-30  2.665E-19
4.365E+03  2.365E-30  2.739E-19
4.325E+03  2.453E-30  2.814E-19
4.285E+03  2.544E-30  2.892E-19
4.246E+03  2.639E-30  2.972E-19
4.207E+03  2.737E-30  3.055E-19
4.169E+03  2.839E-30  3.140E-19
4.130E+03  2.945E-30  3.227E-19
4.093E+03  3.055E-30  3.316E-19
4.055E+03  3.169E-30  3.408E-19
4.018E+03  3.287E-30  3.503E-19
3.981E+03  3.410E-30  3.601E-19
3.945E+03  3.537E-30  3.700E-19
3.908E+03  3.669E-30  3.803E-19
3.873E+03  3.805E-30  3.909E-19
3.837E+03  3.948E-30  4.018E-19
3.802E+03  4.095E-30  4.130E-19
3.767E+03  4.248E-30  4.245E-19
3.733E+03  4.407E-30  4.363E-19
3.698E+03  4.572E-30  4.485E-19
3.664E+03  4.743E-30  4.611E-19
3.631E+03  4.921E-30  4.739E-19
3.597E+03  5.106E-30  4.872E-19
3.565E+03  5.297E-30  5.009E-19
3.532E+03  5.496E-30  5.149E-19
3.499E+03  5.703E-30  5.293E-19
3.467E+03  5.917E-30  5.442E-19
3.436E+03  6.139E-30  5.595E-19
3.404E+03  6.370E-30  5.752E-19
3.373E+03  6.610E-30  5.914E-19
3.342E+03  6.859E-30  6.081E-19
3.311E+03  7.118E-30  6.252E-19
3.281E+03  7.386E-30  6.428E-19
3.251E+03  7.665E-30  6.609E-19
3.221E+03  7.954E-30  6.796E-19
3.192E+03  8.254E-30  6.988E-19
3.162E+03  8.566E-30  7.186E-19
3.133E+03  8.890E-30  7.389E-19
3.105E+03  9.226E-30  7.598E-19
3.076E+03  9.575E-30  7.813E-19
3.048E+03  9.938E-30  8.034E-19
3.020E+03  1.031E-29  8.262E-19
2.992E+03  1.070E-29  8.496E-19
2.965E+03  1.111E-29  8.736E-19
2.938E+03  1.153E-29  8.983E-19
2.911E+03  1.196E-29  9.237E-19
2.884E+03  1.242E-29  9.498E-19
2.858E+03  1.289E-29  9.767E-19
2.831E+03  1.337E-29  1.004E-18
2.805E+03  1.388E-29  1.033E-18
2.780E+03  1.441E-29  1.062E-18
2.754E+03  1.495E-29  1.092E-18
2.729E+03  1.552E-29  1.123E-18
2.704E+03  1.611E-29  1.155E-18
2.679E+03  1.672E-29  1.188E-18
2.655E+03  1.735E-29  1.222E-18
2.630E+03  1.801E-29  1.257E-18
2.606E+03  1.870E-29  1.293E-18
2.582E+03  1.941E-29  1.329E-18
2.559E+03  2.015E-29  1.367E-18
2.535E+03  2.092E-29  1.406E-18
2.512E+03  2.171E-29  1.447E-18
2.489E+03  2.254E-29  1.488E-18
2.466E+03  2.340E-29  1.531E-18
2.443E+03  2.429E-29  1.574E-18
2.421E+03  2.522E-29  1.619E-18
2.399E+03  2.618E-29  1.666E-18
2.377E+03  2.718E-29  1.713E-18
2.355E+03  2.821E-29  1.762E-18
2.333E+03  2.929E-29  1.813E-18
2.312E+03  3.041E-29  1.865E-18
2.291E+03  3.157E-29  1.918E-18
2.270E+03  3.278E-29  1.974E-18
2.249E+03  3.403E-29  2.030E-18
2.228E+03  3.533E-29  2.088E-18
2.208E+03  3.668E-29  2.148E-18
2.188E+03  3.809E-29  2.210E-18
2.168E+03  3.954E-29  2.274E-18
2.148E+03  4.106E-29  2.339E-18
2.128E+03  4.263E-29  2.406E-18
2.109E+03  4.426E-29  2.475E-18
2.089E+03  4.595E-29  2.547E-18
2.070E+03  4.771E-29  2.620E-18
2.051E+03  4.954E-29  2.695E-18
2.032E+03  5.143E-29  2.773E-18
2.014E+03  5.340E-29  2.853E-18
1.995E+03  5.545E-29  2.935E-18
1.977E+03  5.757E-29  3.019E-18
1.959E+03  5.977E-29  3.106E-18
1.941E+03  6.206E-29  3.195E-18
1.923E+03  6.443E-29  3.287E-18
1.905E+03  6.690E-29  3.381E-18
1.888E+03  6.946E-29  3.479E-18
1.871E+03  7.212E-29  3.579E-18
1.854E+03  7.488E-29  3.682E-18
1.837E+03  7.775E-29  3.788E-18
1.820E+03  8.073E-29  3.897E-18
1.803E+03  8.382E-29  4.009E-18
1.786E+03  8.702E-29  4.124E-18
1.770E+03  9.036E-29  4.243E-18
1.754E+03  9.381E-29  4.365E-18
1.738E+03  9.740E-29  4.490E-18
1.722E+03  1.011E-28  4.619E-18
1.706E+03  1.050E-28  4.752E-18
1.690E+03  1.090E-28  4.888E-18
1.675E+03  1.132E-28  5.029E-18
1.660E+03  1.175E-28  5.173E-18
1.644E+03  1.220E-28  5.322E-18
1.629E+03  1.267E-28  5.475E-18
1.614E+03  1.315E-28  5.632E-18
1.600E+03  1.365E-28  5.793E-18
1.585E+03  1.418E-28  5.959E-18
1.570E+03  1.472E-28  6.130E-18
1.556E+03  1.528E-28  6.306E-18
1.542E+03  1.586E-28  6.486E-18
1.528E+03  1.647E-28  6.672E-18
1.514E+03  1.709E-28  6.863E-18
1.500E+03  1.774E-28  7.059E-18
1.486E+03  1.842E-28  7.261E-18
1.472E+03  1.912E-28  7.469E-18
1.459E+03  1.985E-28  7.682E-18
1.445E+03  2.061E-28  7.902E-18
1.432E+03  2.139E-28  8.127E-18
1.419E+03  2.221E-28  8.359E-18
1.406E+03  2.305E-28  8.598E-18
1.393E+03  2.393E-28  8.843E-18
1.380E+03  2.484E-28  9.095E-18
1.368E+03  2.578E-28  9.354E-18
1.355E+03  2.676E-28  9.620E-18
1.343E+03  2.778E-28  9.894E-18
1.330E+03  2.883E-28  1.017E-17
1.318E+03  2.992E-28  1.046E-17
1.306E+03  3.106E-28  1.076E-17
1.294E+03  3.223E-28  1.107E-17
1.282E+03  3.345E-28  1.138E-17
1.271E+03  3.472E-28  1.170E-17
1.259E+03  3.603E-28  1.203E-17
1.247E+03  3.739E-28  1.237E-17
1.236E+03  3.880E-28  1.272E-17
1.225E+03  4.026E-28  1.308E-17
1.213E+03  4.178E-28  1.345E-17
1.202E+03  4.335E-28  1.382E-17
1.191E+03  4.498E-28  1.421E-17
1.180E+03  4.667E-28  1.461E-17
1.169E+03  4.842E-28  1.502E-17
1.159E+03  5.023E-28  1.544E-17
1.148E+03  5.212E-28  1.587E-17
1.138E+03  5.407E-28  1.632E-17
1.127E+03  5.609E-28  1.677E-17
1.117E+03  5.818E-28  1.724E-17
1.107E+03  6.035E-28  1.772E-17
1.096E+03  6.260E-28  1.821E-17
1.086E+03  6.493E-28  1.871E-17
1.076E+03  6.735E-28  1.923E-17
1.067E+03  6.985E-28  1.976E-17
1.057E+03  7.244E-28  2.031E-17
1.047E+03  7.513E-28  2.087E-17
1.038E+03  7.791E-28  2.144E-17
1.028E+03  8.079E-28  2.203E-17
1.019E+03  8.377E-28  2.263E-17
1.009E+03  8.685E-28  2.325E-17
1.000E+03  9.005E-28  2.389E-17
9.908E+02  9.337E-28  2.454E-17
9.817E+02  9.681E-28  2.521E-17
9.727E+02  1.004E-27  2.590E-17
9.638E+02  1.040E-27  2.660E-17
9.550E+02  1.079E-27  2.732E-17
9.462E+02  1.118E-27  2.806E-17
9.376E+02  1.159E-27  2.882E-17
9.290E+02  1.201E-27  2.960E-17
9.204E+02  1.245E-27  3.040E-17
9.120E+02  1.290E-27  3.121E-17
9.036E+02  1.337E-27  3.205E-17
8.954E+02  1.386E-27  3.291E-17
8.872E+02  1.436E-27  3.379E-17
8.790E+02  1.488E-27  3.468E-17
8.710E+02  1.541E-27  3.560E-17
8.630E+02  1.597E-27  3.655E-17
8.551E+02  1.654E-27  3.751E-17
8.472E+02  1.713E-27  3.850E-17
8.395E+02  1.774E-27  3.951E-17
8.318E+02  1.838E-27  4.055E-17
8.241E+02  1.903E-27  4.160E-17
8.166E+02  1.971E-27  4.269E-17
8.091E+02  2.041E-27  4.380E-17
8.017E+02  2.113E-27  4.493E-17
7.943E+02  2.187E-27  4.609E-17
7.870E+02  2.264E-27  4.727E-17
7.798E+02  2.344E-27  4.849E-17
7.727E+02  2.426E-27  4.973E-17
7.656E+02  2.511E-27  5.100E-17
7.586E+02  2.599E-27  5.230E-17
7.516E+02  2.690E-27  5.363E-17
7.447E+02  2.784E-27  5.499E-17
7.379E+02  2.881E-27  5.639E-17
7.311E+02  2.981E-27  5.782E-17
7.244E+02  3.085E-27  5.928E-17
7.178E+02  3.192E-27  6.078E-17
7.112E+02  3.303E-27  6.231E-17
7.047E+02  3.417E-27  6.387E-17
6.982E+02  3.535E-27  6.547E-17
6.918E+02  3.657E-27  6.711E-17
6.855E+02  3.783E-27  6.879E-17
