Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         8 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E-01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 9.211E-01 = <U> 
     mmp83 = radfield
 5.875E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  1.258E-27  4.237E-20 COBE-DIRBE
2.220E+00  2.195E-27  1.293E-19 COBE-DIRBE
3.530E+00  2.439E-27  2.284E-19 COBE-DIRBE
4.880E+00  2.324E-27  3.009E-19 COBE-DIRBE
1.229E+01  2.209E-26  7.202E-18 COBE-DIRBE
2.079E+01  3.564E-26  1.966E-17 COBE-DIRBE
5.599E+01  2.438E-25  3.621E-16 COBE-DIRBE
9.770E+01  3.131E-25  8.113E-16 COBE-DIRBE
1.479E+02  2.743E-25  1.076E-15 COBE-DIRBE
2.479E+02  1.353E-25  8.894E-16 COBE-DIRBE
1.200E+01  2.251E-26  7.165E-18 IRAS
2.500E+01  4.281E-26  2.839E-17 IRAS
6.000E+01  2.542E-25  4.046E-16 IRAS
1.000E+02  3.131E-25  8.306E-16 IRAS
3.550E+00  2.443E-27  2.301E-19 SST-IRAC
4.493E+00  2.357E-27  2.809E-19 SST-IRAC
5.731E+00  2.402E-27  3.651E-19 SST-IRAC
7.872E+00  1.354E-26  2.827E-18 SST-IRAC
2.368E+01  4.002E-26  2.514E-17 SST-MIPS
7.142E+01  2.710E-25  5.135E-16 SST-MIPS
1.559E+02  2.530E-25  1.046E-15 SST-MIPS
1.600E+01  1.944E-26  8.250E-18 SST-IRSPU
2.200E+01  4.040E-26  2.357E-17 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.337E-31  3.547E-20
9.908E+03  1.385E-31  3.641E-20
9.817E+03  1.435E-31  3.738E-20
9.727E+03  1.487E-31  3.837E-20
9.638E+03  1.541E-31  3.939E-20
9.550E+03  1.596E-31  4.044E-20
9.462E+03  1.654E-31  4.151E-20
9.376E+03  1.714E-31  4.262E-20
9.290E+03  1.775E-31  4.375E-20
9.204E+03  1.840E-31  4.491E-20
9.120E+03  1.906E-31  4.611E-20
9.036E+03  1.975E-31  4.733E-20
8.954E+03  2.046E-31  4.858E-20
8.872E+03  2.119E-31  4.986E-20
8.790E+03  2.195E-31  5.118E-20
8.710E+03  2.274E-31  5.253E-20
8.630E+03  2.355E-31  5.392E-20
8.551E+03  2.440E-31  5.534E-20
8.472E+03  2.528E-31  5.680E-20
8.395E+03  2.619E-31  5.831E-20
8.318E+03  2.713E-31  5.985E-20
8.241E+03  2.810E-31  6.144E-20
8.166E+03  2.912E-31  6.307E-20
8.091E+03  3.017E-31  6.474E-20
8.017E+03  3.125E-31  6.646E-20
7.943E+03  3.238E-31  6.823E-20
7.870E+03  3.355E-31  7.004E-20
7.798E+03  3.476E-31  7.191E-20
7.727E+03  3.602E-31  7.382E-20
7.656E+03  3.732E-31  7.579E-20
7.586E+03  3.867E-31  7.781E-20
7.516E+03  4.007E-31  7.989E-20
7.447E+03  4.152E-31  8.203E-20
7.379E+03  4.303E-31  8.422E-20
7.311E+03  4.459E-31  8.647E-20
7.244E+03  4.620E-31  8.879E-20
7.178E+03  4.788E-31  9.116E-20
7.112E+03  4.962E-31  9.361E-20
7.047E+03  5.142E-31  9.612E-20
6.982E+03  5.329E-31  9.870E-20
6.918E+03  5.522E-31  1.013E-19
6.855E+03  5.723E-31  1.041E-19
6.792E+03  5.931E-31  1.068E-19
6.730E+03  6.146E-31  1.097E-19
6.668E+03  6.370E-31  1.127E-19
6.607E+03  6.601E-31  1.157E-19
6.546E+03  6.842E-31  1.188E-19
6.486E+03  7.091E-31  1.220E-19
6.427E+03  7.350E-31  1.253E-19
6.368E+03  7.618E-31  1.287E-19
6.310E+03  7.896E-31  1.321E-19
6.252E+03  8.184E-31  1.357E-19
6.194E+03  8.483E-31  1.394E-19
6.138E+03  8.793E-31  1.432E-19
6.081E+03  9.115E-31  1.470E-19
6.026E+03  9.448E-31  1.510E-19
5.970E+03  9.794E-31  1.551E-19
5.916E+03  1.015E-30  1.593E-19
5.861E+03  1.052E-30  1.636E-19
5.808E+03  1.091E-30  1.681E-19
5.754E+03  1.131E-30  1.727E-19
5.702E+03  1.173E-30  1.774E-19
5.649E+03  1.216E-30  1.822E-19
5.598E+03  1.260E-30  1.871E-19
5.546E+03  1.307E-30  1.922E-19
5.495E+03  1.355E-30  1.975E-19
5.445E+03  1.405E-30  2.029E-19
5.395E+03  1.456E-30  2.084E-19
5.346E+03  1.510E-30  2.141E-19
5.297E+03  1.566E-30  2.200E-19
5.248E+03  1.623E-30  2.260E-19
5.200E+03  1.683E-30  2.322E-19
5.152E+03  1.745E-30  2.385E-19
5.105E+03  1.810E-30  2.451E-19
5.058E+03  1.877E-30  2.518E-19
5.012E+03  1.946E-30  2.587E-19
4.966E+03  2.018E-30  2.658E-19
4.920E+03  2.092E-30  2.731E-19
4.875E+03  2.170E-30  2.806E-19
4.831E+03  2.250E-30  2.883E-19
4.786E+03  2.333E-30  2.962E-19
4.742E+03  2.420E-30  3.044E-19
4.699E+03  2.509E-30  3.128E-19
4.656E+03  2.602E-30  3.214E-19
4.613E+03  2.699E-30  3.303E-19
4.571E+03  2.799E-30  3.394E-19
4.529E+03  2.903E-30  3.488E-19
4.487E+03  3.011E-30  3.584E-19
4.446E+03  3.123E-30  3.683E-19
4.406E+03  3.239E-30  3.785E-19
4.365E+03  3.360E-30  3.890E-19
4.325E+03  3.485E-30  3.998E-19
4.285E+03  3.615E-30  4.109E-19
4.246E+03  3.749E-30  4.223E-19
4.207E+03  3.889E-30  4.340E-19
4.169E+03  4.034E-30  4.461E-19
4.130E+03  4.185E-30  4.585E-19
4.093E+03  4.341E-30  4.712E-19
4.055E+03  4.503E-30  4.844E-19
4.018E+03  4.671E-30  4.979E-19
3.981E+03  4.846E-30  5.117E-19
3.945E+03  5.027E-30  5.260E-19
3.908E+03  5.215E-30  5.406E-19
3.873E+03  5.409E-30  5.557E-19
3.837E+03  5.612E-30  5.712E-19
3.802E+03  5.822E-30  5.871E-19
3.767E+03  6.040E-30  6.035E-19
3.733E+03  6.266E-30  6.204E-19
3.698E+03  6.501E-30  6.377E-19
3.664E+03  6.745E-30  6.556E-19
3.631E+03  6.998E-30  6.740E-19
3.597E+03  7.261E-30  6.929E-19
3.565E+03  7.534E-30  7.123E-19
3.532E+03  7.817E-30  7.323E-19
3.499E+03  8.111E-30  7.529E-19
3.467E+03  8.417E-30  7.741E-19
3.436E+03  8.734E-30  7.959E-19
3.404E+03  9.063E-30  8.183E-19
3.373E+03  9.404E-30  8.414E-19
3.342E+03  9.759E-30  8.651E-19
3.311E+03  1.013E-29  8.895E-19
3.281E+03  1.051E-29  9.147E-19
3.251E+03  1.091E-29  9.405E-19
3.221E+03  1.132E-29  9.671E-19
3.192E+03  1.175E-29  9.945E-19
3.162E+03  1.219E-29  1.023E-18
3.133E+03  1.265E-29  1.052E-18
3.105E+03  1.313E-29  1.081E-18
3.076E+03  1.363E-29  1.112E-18
3.048E+03  1.415E-29  1.144E-18
3.020E+03  1.468E-29  1.176E-18
2.992E+03  1.524E-29  1.210E-18
2.965E+03  1.581E-29  1.244E-18
2.938E+03  1.641E-29  1.279E-18
2.911E+03  1.703E-29  1.315E-18
2.884E+03  1.768E-29  1.352E-18
2.858E+03  1.835E-29  1.391E-18
2.831E+03  1.904E-29  1.430E-18
2.805E+03  1.977E-29  1.471E-18
2.780E+03  2.052E-29  1.513E-18
2.754E+03  2.129E-29  1.556E-18
2.729E+03  2.210E-29  1.600E-18
2.704E+03  2.294E-29  1.646E-18
2.679E+03  2.381E-29  1.692E-18
2.655E+03  2.472E-29  1.741E-18
2.630E+03  2.566E-29  1.790E-18
2.606E+03  2.664E-29  1.841E-18
2.582E+03  2.765E-29  1.894E-18
2.559E+03  2.870E-29  1.948E-18
2.535E+03  2.980E-29  2.004E-18
2.512E+03  3.093E-29  2.061E-18
2.489E+03  3.211E-29  2.120E-18
2.466E+03  3.333E-29  2.181E-18
2.443E+03  3.461E-29  2.243E-18
2.421E+03  3.593E-29  2.307E-18
2.399E+03  3.730E-29  2.373E-18
2.377E+03  3.872E-29  2.441E-18
2.355E+03  4.020E-29  2.511E-18
2.333E+03  4.173E-29  2.583E-18
2.312E+03  4.333E-29  2.657E-18
2.291E+03  4.498E-29  2.734E-18
2.270E+03  4.670E-29  2.812E-18
2.249E+03  4.849E-29  2.893E-18
2.228E+03  5.034E-29  2.976E-18
2.208E+03  5.227E-29  3.061E-18
2.188E+03  5.427E-29  3.149E-18
2.168E+03  5.634E-29  3.240E-18
2.148E+03  5.850E-29  3.333E-18
2.128E+03  6.073E-29  3.428E-18
2.109E+03  6.306E-29  3.527E-18
2.089E+03  6.547E-29  3.628E-18
2.070E+03  6.798E-29  3.733E-18
2.051E+03  7.058E-29  3.840E-18
2.032E+03  7.328E-29  3.950E-18
2.014E+03  7.608E-29  4.064E-18
1.995E+03  7.899E-29  4.181E-18
1.977E+03  8.201E-29  4.301E-18
1.959E+03  8.514E-29  4.424E-18
1.941E+03  8.840E-29  4.551E-18
1.923E+03  9.178E-29  4.682E-18
1.905E+03  9.529E-29  4.816E-18
1.888E+03  9.893E-29  4.955E-18
1.871E+03  1.027E-28  5.097E-18
1.854E+03  1.066E-28  5.243E-18
1.837E+03  1.107E-28  5.394E-18
1.820E+03  1.149E-28  5.548E-18
1.803E+03  1.193E-28  5.708E-18
1.786E+03  1.239E-28  5.871E-18
1.770E+03  1.286E-28  6.040E-18
1.754E+03  1.335E-28  6.213E-18
1.738E+03  1.387E-28  6.391E-18
1.722E+03  1.439E-28  6.575E-18
1.706E+03  1.494E-28  6.763E-18
1.690E+03  1.551E-28  6.957E-18
1.675E+03  1.611E-28  7.156E-18
1.660E+03  1.672E-28  7.361E-18
1.644E+03  1.736E-28  7.571E-18
1.629E+03  1.802E-28  7.788E-18
1.614E+03  1.871E-28  8.011E-18
1.600E+03  1.942E-28  8.240E-18
1.585E+03  2.016E-28  8.475E-18
1.570E+03  2.093E-28  8.717E-18
1.556E+03  2.172E-28  8.965E-18
1.542E+03  2.255E-28  9.221E-18
1.528E+03  2.340E-28  9.484E-18
1.514E+03  2.429E-28  9.754E-18
1.500E+03  2.522E-28  1.003E-17
1.486E+03  2.617E-28  1.032E-17
1.472E+03  2.717E-28  1.061E-17
1.459E+03  2.820E-28  1.091E-17
1.445E+03  2.927E-28  1.122E-17
1.432E+03  3.038E-28  1.154E-17
1.419E+03  3.153E-28  1.187E-17
1.406E+03  3.273E-28  1.221E-17
1.393E+03  3.396E-28  1.255E-17
1.380E+03  3.525E-28  1.291E-17
1.368E+03  3.658E-28  1.327E-17
1.355E+03  3.796E-28  1.365E-17
1.343E+03  3.940E-28  1.403E-17
1.330E+03  4.089E-28  1.443E-17
1.318E+03  4.243E-28  1.484E-17
1.306E+03  4.403E-28  1.525E-17
1.294E+03  4.568E-28  1.568E-17
1.282E+03  4.740E-28  1.612E-17
1.271E+03  4.918E-28  1.658E-17
1.259E+03  5.103E-28  1.704E-17
1.247E+03  5.295E-28  1.752E-17
1.236E+03  5.493E-28  1.801E-17
1.225E+03  5.699E-28  1.851E-17
1.213E+03  5.912E-28  1.903E-17
1.202E+03  6.133E-28  1.956E-17
1.191E+03  6.363E-28  2.010E-17
1.180E+03  6.600E-28  2.066E-17
1.169E+03  6.846E-28  2.124E-17
1.159E+03  7.101E-28  2.183E-17
