Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        10 = grain model
 4.000E-08 4.000E-01 5.000E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 5.000E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 4.000E+00 4.000E+00 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 4.000E+00 = <U> 
     mmp83 = radfield
 4.183E-24 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  1.162E-26  3.914E-19 COBE-DIRBE
2.220E+00  1.558E-26  9.175E-19 COBE-DIRBE
3.530E+00  8.203E-26  7.681E-18 COBE-DIRBE
4.880E+00  3.946E-26  5.108E-18 COBE-DIRBE
1.229E+01  3.749E-25  1.222E-16 COBE-DIRBE
2.079E+01  3.956E-25  2.182E-16 COBE-DIRBE
5.599E+01  1.253E-24  1.860E-15 COBE-DIRBE
9.770E+01  2.505E-24  6.492E-15 COBE-DIRBE
1.479E+02  2.059E-24  8.078E-15 COBE-DIRBE
2.479E+02  6.831E-25  4.491E-15 COBE-DIRBE
1.200E+01  3.867E-25  1.231E-16 IRAS
2.500E+01  3.998E-25  2.651E-16 IRAS
6.000E+01  1.400E-24  2.228E-15 IRAS
1.000E+02  2.530E-24  6.711E-15 IRAS
3.550E+00  9.477E-26  8.925E-18 SST-IRAC
4.493E+00  2.890E-26  3.444E-18 SST-IRAC
5.731E+00  2.145E-25  3.261E-17 SST-IRAC
7.872E+00  5.171E-25  1.080E-16 SST-IRAC
2.368E+01  3.670E-25  2.305E-16 SST-MIPS
7.142E+01  1.720E-24  3.259E-15 SST-MIPS
1.559E+02  1.827E-24  7.557E-15 SST-MIPS
1.600E+01  3.340E-25  1.418E-16 SST-IRSPU
2.200E+01  3.788E-25  2.211E-16 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  2.300E-31  6.100E-20
9.908E+03  2.383E-31  6.264E-20
9.817E+03  2.470E-31  6.432E-20
9.727E+03  2.560E-31  6.605E-20
9.638E+03  2.653E-31  6.783E-20
9.550E+03  2.750E-31  6.965E-20
9.462E+03  2.850E-31  7.153E-20
9.376E+03  2.953E-31  7.345E-20
9.290E+03  3.061E-31  7.543E-20
9.204E+03  3.172E-31  7.746E-20
9.120E+03  3.288E-31  7.954E-20
9.036E+03  3.408E-31  8.168E-20
8.954E+03  3.531E-31  8.387E-20
8.872E+03  3.659E-31  8.610E-20
8.790E+03  3.791E-31  8.840E-20
8.710E+03  3.929E-31  9.077E-20
8.630E+03  4.071E-31  9.319E-20
8.551E+03  4.219E-31  9.569E-20
8.472E+03  4.372E-31  9.825E-20
8.395E+03  4.531E-31  1.009E-19
8.318E+03  4.695E-31  1.036E-19
8.241E+03  4.866E-31  1.064E-19
8.166E+03  5.043E-31  1.092E-19
8.091E+03  5.226E-31  1.122E-19
8.017E+03  5.417E-31  1.152E-19
7.943E+03  5.614E-31  1.183E-19
7.870E+03  5.819E-31  1.215E-19
7.798E+03  6.031E-31  1.248E-19
7.727E+03  6.251E-31  1.281E-19
7.656E+03  6.480E-31  1.316E-19
7.586E+03  6.716E-31  1.351E-19
7.516E+03  6.962E-31  1.388E-19
7.447E+03  7.217E-31  1.426E-19
7.379E+03  7.481E-31  1.464E-19
7.311E+03  7.755E-31  1.504E-19
7.244E+03  8.039E-31  1.545E-19
7.178E+03  8.334E-31  1.587E-19
7.112E+03  8.640E-31  1.630E-19
7.047E+03  8.957E-31  1.674E-19
6.982E+03  9.286E-31  1.720E-19
6.918E+03  9.626E-31  1.767E-19
6.855E+03  9.979E-31  1.815E-19
6.792E+03  1.035E-30  1.864E-19
6.730E+03  1.073E-30  1.915E-19
6.668E+03  1.112E-30  1.967E-19
6.607E+03  1.153E-30  2.021E-19
6.546E+03  1.195E-30  2.076E-19
6.486E+03  1.239E-30  2.132E-19
6.427E+03  1.285E-30  2.191E-19
6.368E+03  1.332E-30  2.251E-19
6.310E+03  1.382E-30  2.312E-19
6.252E+03  1.433E-30  2.376E-19
6.194E+03  1.486E-30  2.441E-19
6.138E+03  1.540E-30  2.508E-19
6.081E+03  1.597E-30  2.577E-19
6.026E+03  1.657E-30  2.648E-19
5.970E+03  1.718E-30  2.721E-19
5.916E+03  1.782E-30  2.796E-19
5.861E+03  1.848E-30  2.873E-19
5.808E+03  1.916E-30  2.952E-19
5.754E+03  1.987E-30  3.033E-19
5.702E+03  2.061E-30  3.117E-19
5.649E+03  2.138E-30  3.203E-19
5.598E+03  2.217E-30  3.292E-19
5.546E+03  2.300E-30  3.383E-19
5.495E+03  2.385E-30  3.477E-19
5.445E+03  2.474E-30  3.573E-19
5.395E+03  2.566E-30  3.672E-19
5.346E+03  2.662E-30  3.774E-19
5.297E+03  2.761E-30  3.879E-19
5.248E+03  2.864E-30  3.987E-19
5.200E+03  2.971E-30  4.098E-19
5.152E+03  3.082E-30  4.212E-19
5.105E+03  3.197E-30  4.330E-19
5.058E+03  3.317E-30  4.450E-19
5.012E+03  3.441E-30  4.574E-19
4.966E+03  3.570E-30  4.702E-19
4.920E+03  3.703E-30  4.833E-19
4.875E+03  3.842E-30  4.968E-19
4.831E+03  3.986E-30  5.107E-19
4.786E+03  4.135E-30  5.250E-19
4.742E+03  4.290E-30  5.397E-19
4.699E+03  4.451E-30  5.548E-19
4.656E+03  4.618E-30  5.704E-19
4.613E+03  4.792E-30  5.864E-19
4.571E+03  4.972E-30  6.029E-19
4.529E+03  5.159E-30  6.198E-19
4.487E+03  5.353E-30  6.372E-19
4.446E+03  5.555E-30  6.552E-19
4.406E+03  5.764E-30  6.736E-19
4.365E+03  5.982E-30  6.926E-19
4.325E+03  6.208E-30  7.122E-19
4.285E+03  6.442E-30  7.323E-19
4.246E+03  6.685E-30  7.530E-19
4.207E+03  6.938E-30  7.743E-19
4.169E+03  7.200E-30  7.962E-19
4.130E+03  7.473E-30  8.187E-19
4.093E+03  7.756E-30  8.419E-19
4.055E+03  8.049E-30  8.658E-19
4.018E+03  8.354E-30  8.904E-19
3.981E+03  8.671E-30  9.157E-19
3.945E+03  8.999E-30  9.416E-19
3.908E+03  9.340E-30  9.683E-19
3.873E+03  9.694E-30  9.958E-19
3.837E+03  1.006E-29  1.024E-18
3.802E+03  1.044E-29  1.053E-18
3.767E+03  1.084E-29  1.083E-18
3.733E+03  1.125E-29  1.114E-18
3.698E+03  1.168E-29  1.146E-18
3.664E+03  1.213E-29  1.179E-18
3.631E+03  1.259E-29  1.212E-18
3.597E+03  1.307E-29  1.247E-18
3.565E+03  1.357E-29  1.283E-18
3.532E+03  1.408E-29  1.319E-18
3.499E+03  1.462E-29  1.357E-18
3.467E+03  1.518E-29  1.396E-18
3.436E+03  1.576E-29  1.436E-18
3.404E+03  1.637E-29  1.478E-18
3.373E+03  1.699E-29  1.520E-18
3.342E+03  1.764E-29  1.564E-18
3.311E+03  1.832E-29  1.609E-18
3.281E+03  1.902E-29  1.656E-18
3.251E+03  1.975E-29  1.703E-18
3.221E+03  2.051E-29  1.753E-18
3.192E+03  2.130E-29  1.803E-18
3.162E+03  2.212E-29  1.855E-18
3.133E+03  2.297E-29  1.909E-18
3.105E+03  2.385E-29  1.964E-18
3.076E+03  2.477E-29  2.021E-18
3.048E+03  2.573E-29  2.080E-18
3.020E+03  2.672E-29  2.140E-18
2.992E+03  2.775E-29  2.202E-18
2.965E+03  2.882E-29  2.266E-18
2.938E+03  2.992E-29  2.332E-18
2.911E+03  3.108E-29  2.399E-18
2.884E+03  3.227E-29  2.469E-18
2.858E+03  3.352E-29  2.541E-18
2.831E+03  3.481E-29  2.615E-18
2.805E+03  3.616E-29  2.691E-18
2.780E+03  3.755E-29  2.769E-18
2.754E+03  3.901E-29  2.850E-18
2.729E+03  4.051E-29  2.933E-18
2.704E+03  4.208E-29  3.018E-18
2.679E+03  4.371E-29  3.106E-18
2.655E+03  4.540E-29  3.197E-18
2.630E+03  4.717E-29  3.291E-18
2.606E+03  4.899E-29  3.387E-18
2.582E+03  5.090E-29  3.486E-18
2.559E+03  5.287E-29  3.588E-18
2.535E+03  5.493E-29  3.694E-18
2.512E+03  5.706E-29  3.802E-18
2.489E+03  5.928E-29  3.914E-18
2.466E+03  6.159E-29  4.029E-18
2.443E+03  6.399E-29  4.147E-18
2.421E+03  6.648E-29  4.269E-18
2.399E+03  6.907E-29  4.395E-18
2.377E+03  7.176E-29  4.524E-18
2.355E+03  7.456E-29  4.658E-18
2.333E+03  7.747E-29  4.795E-18
2.312E+03  8.050E-29  4.937E-18
2.291E+03  8.364E-29  5.083E-18
2.270E+03  8.691E-29  5.233E-18
2.249E+03  9.031E-29  5.388E-18
2.228E+03  9.384E-29  5.547E-18
2.208E+03  9.751E-29  5.711E-18
2.188E+03  1.013E-28  5.880E-18
2.168E+03  1.053E-28  6.054E-18
2.148E+03  1.094E-28  6.234E-18
2.128E+03  1.137E-28  6.419E-18
2.109E+03  1.182E-28  6.609E-18
2.089E+03  1.228E-28  6.805E-18
2.070E+03  1.276E-28  7.007E-18
2.051E+03  1.326E-28  7.216E-18
2.032E+03  1.378E-28  7.430E-18
2.014E+03  1.432E-28  7.651E-18
1.995E+03  1.489E-28  7.878E-18
1.977E+03  1.547E-28  8.112E-18
1.959E+03  1.608E-28  8.353E-18
1.941E+03  1.671E-28  8.602E-18
1.923E+03  1.736E-28  8.858E-18
1.905E+03  1.805E-28  9.121E-18
1.888E+03  1.876E-28  9.393E-18
1.871E+03  1.949E-28  9.673E-18
1.854E+03  2.026E-28  9.961E-18
1.837E+03  2.106E-28  1.026E-17
1.820E+03  2.189E-28  1.056E-17
1.803E+03  2.275E-28  1.088E-17
1.786E+03  2.364E-28  1.120E-17
1.770E+03  2.457E-28  1.154E-17
1.754E+03  2.554E-28  1.188E-17
1.738E+03  2.655E-28  1.224E-17
1.722E+03  2.759E-28  1.260E-17
1.706E+03  2.868E-28  1.298E-17
1.690E+03  2.981E-28  1.337E-17
1.675E+03  3.099E-28  1.377E-17
1.660E+03  3.221E-28  1.418E-17
1.644E+03  3.348E-28  1.460E-17
1.629E+03  3.480E-28  1.504E-17
1.614E+03  3.617E-28  1.549E-17
1.600E+03  3.759E-28  1.595E-17
1.585E+03  3.908E-28  1.643E-17
1.570E+03  4.062E-28  1.692E-17
1.556E+03  4.222E-28  1.742E-17
1.542E+03  4.388E-28  1.795E-17
1.528E+03  4.561E-28  1.848E-17
