Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         9 = grain model
 4.000E-08 4.000E-01 2.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 4.000E+00 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 2.217E+01 = <U> 
     mmp83 = radfield
 2.091E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  3.842E-26  1.294E-18 COBE-DIRBE
2.220E+00  5.037E-26  2.966E-18 COBE-DIRBE
3.530E+00  2.080E-25  1.947E-17 COBE-DIRBE
4.880E+00  9.580E-26  1.240E-17 COBE-DIRBE
1.229E+01  1.292E-24  4.213E-16 COBE-DIRBE
2.079E+01  1.989E-24  1.097E-15 COBE-DIRBE
5.599E+01  1.273E-23  1.890E-14 COBE-DIRBE
9.770E+01  1.047E-23  2.714E-14 COBE-DIRBE
1.479E+02  5.270E-24  2.067E-14 COBE-DIRBE
2.479E+02  1.241E-24  8.158E-15 COBE-DIRBE
1.200E+01  1.234E-24  3.928E-16 IRAS
2.500E+01  2.406E-24  1.595E-15 IRAS
6.000E+01  1.276E-23  2.031E-14 IRAS
1.000E+02  1.017E-23  2.697E-14 IRAS
3.550E+00  2.387E-25  2.247E-17 SST-IRAC
4.493E+00  7.492E-26  8.929E-18 SST-IRAC
5.731E+00  4.571E-25  6.948E-17 SST-IRAC
7.872E+00  1.283E-24  2.678E-16 SST-IRAC
2.368E+01  2.135E-24  1.341E-15 SST-MIPS
7.142E+01  1.211E-23  2.294E-14 SST-MIPS
1.559E+02  4.309E-24  1.782E-14 SST-MIPS
1.600E+01  1.416E-24  6.011E-16 SST-IRSPU
2.200E+01  2.121E-24  1.238E-15 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  2.822E-31  7.486E-20
9.908E+03  2.925E-31  7.688E-20
9.817E+03  3.032E-31  7.896E-20
9.727E+03  3.143E-31  8.109E-20
9.638E+03  3.257E-31  8.328E-20
9.550E+03  3.376E-31  8.552E-20
9.462E+03  3.499E-31  8.783E-20
9.376E+03  3.627E-31  9.020E-20
9.290E+03  3.759E-31  9.264E-20
9.204E+03  3.897E-31  9.514E-20
9.120E+03  4.039E-31  9.771E-20
9.036E+03  4.186E-31  1.003E-19
8.954E+03  4.338E-31  1.030E-19
8.872E+03  4.496E-31  1.058E-19
8.790E+03  4.659E-31  1.086E-19
8.710E+03  4.828E-31  1.115E-19
8.630E+03  5.004E-31  1.145E-19
8.551E+03  5.186E-31  1.176E-19
8.472E+03  5.374E-31  1.208E-19
8.395E+03  5.570E-31  1.240E-19
8.318E+03  5.773E-31  1.274E-19
8.241E+03  5.983E-31  1.308E-19
8.166E+03  6.201E-31  1.343E-19
8.091E+03  6.428E-31  1.380E-19
8.017E+03  6.663E-31  1.417E-19
7.943E+03  6.906E-31  1.455E-19
7.870E+03  7.159E-31  1.494E-19
7.798E+03  7.420E-31  1.535E-19
7.727E+03  7.692E-31  1.577E-19
7.656E+03  7.974E-31  1.619E-19
7.586E+03  8.266E-31  1.663E-19
7.516E+03  8.569E-31  1.708E-19
7.447E+03  8.883E-31  1.755E-19
7.379E+03  9.209E-31  1.803E-19
7.311E+03  9.548E-31  1.852E-19
7.244E+03  9.899E-31  1.902E-19
7.178E+03  1.026E-30  1.954E-19
7.112E+03  1.064E-30  2.007E-19
7.047E+03  1.103E-30  2.062E-19
6.982E+03  1.144E-30  2.118E-19
6.918E+03  1.186E-30  2.176E-19
6.855E+03  1.229E-30  2.236E-19
6.792E+03  1.275E-30  2.297E-19
6.730E+03  1.322E-30  2.359E-19
