Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        11 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 8.000E-01 8.000E-01 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 8.000E-01 = <U> 
     mmp83 = radfield
 4.427E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  4.445E-28  1.497E-20 COBE-DIRBE
2.220E+00  7.554E-28  4.448E-20 COBE-DIRBE
3.530E+00  1.288E-27  1.206E-19 COBE-DIRBE
4.880E+00  9.701E-28  1.256E-19 COBE-DIRBE
1.229E+01  1.144E-26  3.728E-18 COBE-DIRBE
2.079E+01  1.804E-26  9.948E-18 COBE-DIRBE
5.599E+01  6.312E-26  9.374E-17 COBE-DIRBE
9.770E+01  2.466E-25  6.391E-16 COBE-DIRBE
1.479E+02  3.325E-25  1.304E-15 COBE-DIRBE
2.479E+02  1.719E-25  1.130E-15 COBE-DIRBE
1.200E+01  1.131E-26  3.599E-18 IRAS
2.500E+01  1.910E-26  1.267E-17 IRAS
6.000E+01  7.624E-26  1.213E-16 IRAS
1.000E+02  2.571E-25  6.820E-16 IRAS
3.550E+00  1.376E-27  1.295E-19 SST-IRAC
4.493E+00  9.127E-28  1.088E-19 SST-IRAC
5.731E+00  2.061E-27  3.133E-19 SST-IRAC
7.872E+00  8.176E-27  1.707E-18 SST-IRAC
2.368E+01  1.832E-26  1.150E-17 SST-MIPS
7.142E+01  1.104E-25  2.092E-16 SST-MIPS
1.559E+02  3.201E-25  1.324E-15 SST-MIPS
1.600E+01  1.118E-26  4.745E-18 SST-IRSPU
2.200E+01  1.899E-26  1.108E-17 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.108E-31  2.939E-20
9.908E+03  1.148E-31  3.017E-20
9.817E+03  1.190E-31  3.098E-20
9.727E+03  1.233E-31  3.180E-20
9.638E+03  1.277E-31  3.265E-20
9.550E+03  1.323E-31  3.352E-20
9.462E+03  1.371E-31  3.441E-20
9.376E+03  1.421E-31  3.533E-20
9.290E+03  1.472E-31  3.627E-20
9.204E+03  1.525E-31  3.724E-20
9.120E+03  1.580E-31  3.823E-20
9.036E+03  1.637E-31  3.925E-20
8.954E+03  1.696E-31  4.029E-20
8.872E+03  1.757E-31  4.135E-20
8.790E+03  1.820E-31  4.245E-20
8.710E+03  1.886E-31  4.357E-20
8.630E+03  1.954E-31  4.472E-20
8.551E+03  2.024E-31  4.591E-20
8.472E+03  2.097E-31  4.712E-20
8.395E+03  2.172E-31  4.837E-20
8.318E+03  2.251E-31  4.966E-20
8.241E+03  2.332E-31  5.098E-20
8.166E+03  2.416E-31  5.233E-20
8.091E+03  2.503E-31  5.372E-20
8.017E+03  2.594E-31  5.516E-20
7.943E+03  2.687E-31  5.663E-20
7.870E+03  2.785E-31  5.814E-20
7.798E+03  2.885E-31  5.969E-20
7.727E+03  2.990E-31  6.128E-20
7.656E+03  3.098E-31  6.292E-20
7.586E+03  3.211E-31  6.460E-20
7.516E+03  3.327E-31  6.633E-20
7.447E+03  3.448E-31  6.811E-20
7.379E+03  3.573E-31  6.994E-20
7.311E+03  3.703E-31  7.181E-20
7.244E+03  3.838E-31  7.374E-20
7.178E+03  3.977E-31  7.572E-20
7.112E+03  4.122E-31  7.776E-20
7.047E+03  4.272E-31  7.985E-20
6.982E+03  4.427E-31  8.200E-20
6.918E+03  4.588E-31  8.420E-20
6.855E+03  4.755E-31  8.647E-20
6.792E+03  4.929E-31  8.879E-20
6.730E+03  5.108E-31  9.119E-20
6.668E+03  5.294E-31  9.364E-20
6.607E+03  5.487E-31  9.617E-20
6.546E+03  5.688E-31  9.877E-20
6.486E+03  5.895E-31  1.014E-19
6.427E+03  6.111E-31  1.042E-19
6.368E+03  6.334E-31  1.070E-19
6.310E+03  6.566E-31  1.099E-19
6.252E+03  6.806E-31  1.129E-19
6.194E+03  7.056E-31  1.159E-19
6.138E+03  7.314E-31  1.191E-19
6.081E+03  7.583E-31  1.223E-19
6.026E+03  7.861E-31  1.256E-19
5.970E+03  8.149E-31  1.291E-19
5.916E+03  8.449E-31  1.326E-19
5.861E+03  8.759E-31  1.362E-19
5.808E+03  9.081E-31  1.399E-19
5.754E+03  9.415E-31  1.437E-19
5.702E+03  9.762E-31  1.476E-19
5.649E+03  1.012E-30  1.517E-19
5.598E+03  1.049E-30  1.558E-19
5.546E+03  1.088E-30  1.601E-19
5.495E+03  1.128E-30  1.645E-19
5.445E+03  1.170E-30  1.690E-19
5.395E+03  1.213E-30  1.736E-19
5.346E+03  1.258E-30  1.784E-19
5.297E+03  1.304E-30  1.833E-19
5.248E+03  1.353E-30  1.883E-19
5.200E+03  1.403E-30  1.935E-19
5.152E+03  1.455E-30  1.988E-19
5.105E+03  1.509E-30  2.043E-19
5.058E+03  1.564E-30  2.099E-19
5.012E+03  1.622E-30  2.157E-19
