Dust emission from Draine & Li (2007): ApJ 657, 810-837
==========================================================
         1 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.000E-07 5.500E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 3.000E+05 3.000E+05 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 3.000E+05 = <U> 
     mmp83 = radfield
 1.338E-18 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  5.767E-22  1.943E-14 COBE-DIRBE
2.220E+00  8.132E-22  4.788E-14 COBE-DIRBE
3.530E+00  9.742E-21  9.122E-13 COBE-DIRBE
4.880E+00  3.938E-20  5.098E-12 COBE-DIRBE
1.229E+01  5.557E-19  1.812E-10 COBE-DIRBE
2.079E+01  8.779E-19  4.841E-10 COBE-DIRBE
5.599E+01  1.126E-19  1.672E-10 COBE-DIRBE
9.770E+01  7.431E-21  1.926E-11 COBE-DIRBE
1.479E+02  1.097E-21  4.302E-12 COBE-DIRBE
2.479E+02  9.798E-23  6.442E-13 COBE-DIRBE
1.200E+01  5.310E-19  1.690E-10 IRAS
2.500E+01  9.078E-19  6.020E-10 IRAS
6.000E+01  1.039E-19  1.653E-10 IRAS
1.000E+02  6.341E-21  1.682E-11 IRAS
3.550E+00  1.079E-20  1.016E-12 SST-IRAC
4.493E+00  2.373E-20  2.828E-12 SST-IRAC
5.731E+00  1.424E-19  2.165E-11 SST-IRAC
7.872E+00  4.491E-19  9.378E-11 SST-IRAC
2.368E+01  8.761E-19  5.503E-10 SST-MIPS
7.142E+01  2.763E-20  5.234E-11 SST-MIPS
1.559E+02  6.986E-22  2.889E-12 SST-MIPS
1.600E+01  6.803E-19  2.887E-10 SST-IRSPU
2.200E+01  9.096E-19  5.308E-10 SST-IRSPU
7.500E+01  2.361E-20  4.696E-11 Herschel-PACS
1.100E+02  4.120E-21  1.202E-11 Herschel-PACS
1.700E+02  5.463E-22  2.463E-12 Herschel-PACS
2.500E+02  7.349E-23  4.873E-13 Herschel-SPIRE
3.600E+02  1.186E-23  1.132E-13 Herschel-SPIRE
5.200E+02  2.063E-24  2.846E-14 Herschel-SPIRE
2.400E+00  1.283E-21  8.167E-14 Akari IRC NIR N2
3.200E+00  6.764E-21  5.741E-13 Akari IRC NIR N3
4.100E+00  2.280E-20  2.480E-12 Akari IRC NIR N4
7.000E+00  4.174E-19  7.750E-11 Akari IRC MIR-S S7
9.000E+00  4.795E-19  1.145E-10 Akari IRC MIR-S S9W
1.100E+01  5.200E-19  1.517E-10 Akari IRC MIR-S S11
1.500E+01  7.163E-19  2.850E-10 Akari IRC MIR-L L15
1.800E+01  8.223E-19  3.926E-10 Akari IRC MIR-L L18W
2.400E+01  9.075E-19  5.778E-10 Akari IRC MIR-L L24
6.500E+01  4.428E-20  7.635E-11 Akari FIS N60
8.000E+01  1.726E-20  3.663E-11 Akari FIS WIDE-S
1.400E+02  1.048E-21  3.890E-12 Akari FIS WIDE-L
1.600E+02  5.882E-22  2.496E-12 Akari FIS N160
 
 
 
 


lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  4.795E-30  1.272E-18
9.908E+03  4.973E-30  1.307E-18
9.817E+03  5.158E-30  1.343E-18
9.727E+03  5.349E-30  1.380E-18
9.638E+03  5.547E-30  1.418E-18
9.550E+03  5.753E-30  1.457E-18
9.462E+03  5.967E-30  1.498E-18
9.376E+03  6.188E-30  1.539E-18
9.290E+03  6.418E-30  1.581E-18
9.204E+03  6.656E-30  1.625E-18
9.120E+03  6.903E-30  1.670E-18
9.036E+03  7.159E-30  1.716E-18
8.954E+03  7.424E-30  1.763E-18
8.872E+03  7.699E-30  1.812E-18
8.790E+03  7.983E-30  1.861E-18
8.710E+03  8.279E-30  1.913E-18
8.630E+03  8.585E-30  1.965E-18
8.551E+03  8.904E-30  2.019E-18
8.472E+03  9.234E-30  2.075E-18
8.395E+03  9.576E-30  2.132E-18
8.318E+03  9.932E-30  2.191E-18
8.241E+03  1.030E-29  2.252E-18
8.166E+03  1.068E-29  2.314E-18
8.091E+03  1.108E-29  2.378E-18
8.017E+03  1.149E-29  2.444E-18
7.943E+03  1.192E-29  2.512E-18
7.870E+03  1.237E-29  2.582E-18
7.798E+03  1.283E-29  2.654E-18
7.727E+03  1.331E-29  2.727E-18
7.656E+03  1.380E-29  2.803E-18
7.586E+03  1.432E-29  2.882E-18
7.516E+03  1.486E-29  2.962E-18
7.447E+03  1.541E-29  3.045E-18
7.379E+03  1.599E-29  3.130E-18
7.311E+03  1.659E-29  3.217E-18
7.244E+03  1.721E-29  3.307E-18
7.178E+03  1.786E-29  3.400E-18
7.112E+03  1.853E-29  3.496E-18
7.047E+03  1.923E-29  3.594E-18
6.982E+03  1.995E-29  3.695E-18
6.918E+03  2.070E-29  3.798E-18
6.855E+03  2.148E-29  3.905E-18
6.792E+03  2.228E-29  4.015E-18
6.730E+03  2.312E-29  4.128E-18
6.668E+03  2.399E-29  4.244E-18
6.607E+03  2.490E-29  4.364E-18
6.546E+03  2.584E-29  4.487E-18
6.486E+03  2.681E-29  4.613E-18
6.427E+03  2.783E-29  4.744E-18
6.368E+03  2.888E-29  4.878E-18
6.310E+03  2.997E-29  5.016E-18
6.252E+03  3.111E-29  5.159E-18
6.194E+03  3.229E-29  5.305E-18
6.138E+03  3.351E-29  5.456E-18
6.081E+03  3.478E-29  5.611E-18
6.026E+03  3.610E-29  5.771E-18
5.970E+03  3.748E-29  5.935E-18
5.916E+03  3.890E-29  6.105E-18
5.861E+03  4.038E-29  6.279E-18
5.808E+03  4.192E-29  6.458E-18
5.754E+03  4.352E-29  6.643E-18
5.702E+03  4.518E-29  6.833E-18
5.649E+03  4.691E-29  7.029E-18
5.598E+03  4.870E-29  7.231E-18
5.546E+03  5.056E-29  7.438E-18
5.495E+03  5.249E-29  7.652E-18
5.445E+03  5.450E-29  7.872E-18
5.395E+03  5.659E-29  8.099E-18
5.346E+03  5.876E-29  8.332E-18
5.297E+03  6.101E-29  8.572E-18
5.248E+03  6.336E-29  8.820E-18
5.200E+03  6.579E-29  9.075E-18
5.152E+03  6.832E-29  9.337E-18
5.105E+03  7.095E-29  9.607E-18
5.058E+03  7.368E-29  9.886E-18
5.012E+03  7.652E-29  1.017E-17
4.966E+03  7.946E-29  1.047E-17
4.920E+03  8.252E-29  1.077E-17
4.875E+03  8.571E-29  1.108E-17
4.831E+03  8.902E-29  1.141E-17
4.786E+03  9.246E-29  1.174E-17
4.742E+03  9.603E-29  1.208E-17
4.699E+03  9.975E-29  1.243E-17
4.656E+03  1.036E-28  1.280E-17
4.613E+03  1.076E-28  1.317E-17
4.571E+03  1.118E-28  1.356E-17
4.529E+03  1.161E-28  1.395E-17
4.487E+03  1.206E-28  1.436E-17
4.446E+03  1.253E-28  1.478E-17
4.406E+03  1.302E-28  1.522E-17
4.365E+03  1.353E-28  1.566E-17
4.325E+03  1.406E-28  1.613E-17
4.285E+03  1.460E-28  1.660E-17
4.246E+03  1.517E-28  1.709E-17
4.207E+03  1.577E-28  1.760E-17
4.169E+03  1.638E-28  1.812E-17
4.130E+03  1.702E-28  1.865E-17
4.093E+03  1.769E-28  1.920E-17
4.055E+03  1.838E-28  1.977E-17
4.018E+03  1.910E-28  2.036E-17
3.981E+03  1.985E-28  2.096E-17
3.945E+03  2.063E-28  2.159E-17
3.908E+03  2.144E-28  2.223E-17
3.873E+03  2.228E-28  2.289E-17
3.837E+03  2.316E-28  2.357E-17
3.802E+03  2.407E-28  2.427E-17
3.767E+03  2.502E-28  2.500E-17
3.733E+03  2.600E-28  2.574E-17
3.698E+03  2.703E-28  2.651E-17
3.664E+03  2.809E-28  2.731E-17
3.631E+03  2.920E-28  2.813E-17
3.597E+03  3.036E-28  2.897E-17
3.565E+03  3.156E-28  2.984E-17
3.532E+03  3.281E-28  3.074E-17
3.499E+03  3.411E-28  3.166E-17
3.467E+03  3.546E-28  3.262E-17
3.436E+03  3.687E-28  3.360E-17
3.404E+03  3.834E-28  3.462E-17
3.373E+03  3.986E-28  3.567E-17
3.342E+03  4.145E-28  3.675E-17
3.311E+03  4.310E-28  3.786E-17
