Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         8 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.500E+00 1.500E+00 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.500E+00 = <U> 
     mmp83 = radfield
 9.573E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  2.005E-27  6.755E-20 COBE-DIRBE
2.220E+00  3.554E-27  2.093E-19 COBE-DIRBE
3.530E+00  3.963E-27  3.710E-19 COBE-DIRBE
4.880E+00  3.779E-27  4.892E-19 COBE-DIRBE
1.229E+01  3.580E-26  1.167E-17 COBE-DIRBE
2.079E+01  4.934E-26  2.721E-17 COBE-DIRBE
5.599E+01  1.401E-25  2.080E-16 COBE-DIRBE
9.770E+01  5.723E-25  1.483E-15 COBE-DIRBE
1.479E+02  7.116E-25  2.791E-15 COBE-DIRBE
2.479E+02  3.295E-25  2.167E-15 COBE-DIRBE
1.200E+01  3.656E-26  1.164E-17 IRAS
2.500E+01  5.085E-26  3.372E-17 IRAS
6.000E+01  1.729E-25  2.752E-16 IRAS
1.000E+02  5.949E-25  1.578E-15 IRAS
3.550E+00  3.970E-27  3.738E-19 SST-IRAC
4.493E+00  3.832E-27  4.567E-19 SST-IRAC
5.731E+00  3.906E-27  5.938E-19 SST-IRAC
7.872E+00  2.202E-26  4.599E-18 SST-IRAC
2.368E+01  4.897E-26  3.076E-17 SST-MIPS
7.142E+01  2.579E-25  4.886E-16 SST-MIPS
1.559E+02  6.737E-25  2.786E-15 SST-MIPS
1.600E+01  3.027E-26  1.285E-17 SST-IRSPU
2.200E+01  5.173E-26  3.019E-17 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.753E-31  4.649E-20
9.908E+03  1.816E-31  4.773E-20
9.817E+03  1.882E-31  4.901E-20
9.727E+03  1.950E-31  5.032E-20
9.638E+03  2.021E-31  5.166E-20
9.550E+03  2.094E-31  5.304E-20
9.462E+03  2.170E-31  5.446E-20
9.376E+03  2.248E-31  5.592E-20
9.290E+03  2.330E-31  5.741E-20
9.204E+03  2.414E-31  5.895E-20
9.120E+03  2.502E-31  6.052E-20
9.036E+03  2.592E-31  6.214E-20
8.954E+03  2.686E-31  6.379E-20
8.872E+03  2.782E-31  6.548E-20
8.790E+03  2.883E-31  6.721E-20
8.710E+03  2.986E-31  6.900E-20
8.630E+03  3.094E-31  7.083E-20
8.551E+03  3.206E-31  7.271E-20
8.472E+03  3.321E-31  7.464E-20
8.395E+03  3.441E-31  7.663E-20
8.318E+03  3.566E-31  7.867E-20
8.241E+03  3.695E-31  8.077E-20
8.166E+03  3.828E-31  8.292E-20
8.091E+03  3.967E-31  8.514E-20
8.017E+03  4.111E-31  8.741E-20
7.943E+03  4.260E-31  8.975E-20
7.870E+03  4.414E-31  9.215E-20
7.798E+03  4.574E-31  9.462E-20
7.727E+03  4.740E-31  9.716E-20
7.656E+03  4.913E-31  9.977E-20
7.586E+03  5.091E-31  1.024E-19
7.516E+03  5.276E-31  1.052E-19
7.447E+03  5.468E-31  1.080E-19
7.379E+03  5.667E-31  1.109E-19
7.311E+03  5.874E-31  1.139E-19
7.244E+03  6.088E-31  1.170E-19
7.178E+03  6.310E-31  1.201E-19
7.112E+03  6.540E-31  1.234E-19
7.047E+03  6.779E-31  1.267E-19
6.982E+03  7.027E-31  1.301E-19
6.918E+03  7.283E-31  1.337E-19
6.855E+03  7.549E-31  1.373E-19
6.792E+03  7.824E-31  1.410E-19
6.730E+03  8.110E-31  1.448E-19
6.668E+03  8.407E-31  1.487E-19
