Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         9 = grain model
 4.000E-08 4.000E-01 2.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 2.000E-01 1.000E+06 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 3.085E+00 = <U> 
     mmp83 = radfield
 2.906E-24 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  5.453E-27  1.837E-19 COBE-DIRBE
2.220E+00  7.293E-27  4.295E-19 COBE-DIRBE
3.530E+00  3.281E-26  3.073E-18 COBE-DIRBE
4.880E+00  2.349E-26  3.041E-18 COBE-DIRBE
1.229E+01  3.865E-25  1.260E-16 COBE-DIRBE
2.079E+01  8.612E-25  4.749E-16 COBE-DIRBE
5.599E+01  1.115E-24  1.657E-15 COBE-DIRBE
9.770E+01  8.856E-25  2.295E-15 COBE-DIRBE
1.479E+02  6.485E-25  2.544E-15 COBE-DIRBE
2.479E+02  2.599E-25  1.709E-15 COBE-DIRBE
1.200E+01  3.566E-25  1.135E-16 IRAS
2.500E+01  9.649E-25  6.399E-16 IRAS
6.000E+01  1.095E-24  1.743E-15 IRAS
1.000E+02  8.736E-25  2.317E-15 IRAS
3.550E+00  3.753E-26  3.534E-18 SST-IRAC
4.493E+00  1.697E-26  2.023E-18 SST-IRAC
5.731E+00  1.063E-25  1.616E-17 SST-IRAC
7.872E+00  3.240E-25  6.766E-17 SST-IRAC
2.368E+01  9.270E-25  5.823E-16 SST-MIPS
7.142E+01  9.284E-25  1.759E-15 SST-MIPS
1.559E+02  5.805E-25  2.401E-15 SST-MIPS
1.600E+01  5.014E-25  2.128E-16 SST-IRSPU
2.200E+01  9.399E-25  5.485E-16 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.700E-31  4.508E-20
9.908E+03  1.761E-31  4.629E-20
9.817E+03  1.825E-31  4.753E-20
9.727E+03  1.891E-31  4.881E-20
9.638E+03  1.960E-31  5.011E-20
9.550E+03  2.031E-31  5.146E-20
9.462E+03  2.105E-31  5.284E-20
9.376E+03  2.181E-31  5.425E-20
9.290E+03  2.261E-31  5.571E-20
9.204E+03  2.343E-31  5.720E-20
9.120E+03  2.428E-31  5.873E-20
9.036E+03  2.516E-31  6.031E-20
8.954E+03  2.607E-31  6.192E-20
8.872E+03  2.701E-31  6.356E-20
8.790E+03  2.799E-31  6.525E-20
8.710E+03  2.900E-31  6.699E-20
8.630E+03  3.004E-31  6.877E-20
8.551E+03  3.113E-31  7.061E-20
8.472E+03  3.226E-31  7.249E-20
8.395E+03  3.342E-31  7.443E-20
8.318E+03  3.464E-31  7.642E-20
8.241E+03  3.589E-31  7.846E-20
8.166E+03  3.719E-31  8.056E-20
8.091E+03  3.854E-31  8.272E-20
8.017E+03  3.994E-31  8.493E-20
7.943E+03  4.139E-31  8.721E-20
7.870E+03  4.290E-31  8.955E-20
7.798E+03  4.445E-31  9.196E-20
7.727E+03  4.607E-31  9.443E-20
7.656E+03  4.775E-31  9.697E-20
7.586E+03  4.949E-31  9.958E-20
7.516E+03  5.129E-31  1.023E-19
7.447E+03  5.316E-31  1.050E-19
7.379E+03  5.510E-31  1.078E-19
7.311E+03  5.711E-31  1.108E-19
7.244E+03  5.919E-31  1.137E-19
7.178E+03  6.135E-31  1.168E-19
7.112E+03  6.360E-31  1.200E-19
7.047E+03  6.592E-31  1.232E-19
6.982E+03  6.833E-31  1.266E-19
6.918E+03  7.083E-31  1.300E-19
6.855E+03  7.341E-31  1.335E-19
6.792E+03  7.610E-31  1.371E-19
6.730E+03  7.888E-31  1.408E-19
6.668E+03  8.177E-31  1.446E-19
6.607E+03  8.476E-31  1.485E-19
6.546E+03  8.787E-31  1.526E-19
6.486E+03  9.109E-31  1.567E-19
6.427E+03  9.443E-31  1.610E-19
6.368E+03  9.789E-31  1.654E-19
6.310E+03  1.015E-30  1.699E-19
6.252E+03  1.052E-30  1.745E-19
6.194E+03  1.091E-30  1.792E-19
6.138E+03  1.131E-30  1.841E-19
6.081E+03  1.173E-30  1.891E-19
6.026E+03  1.216E-30  1.943E-19
5.970E+03  1.260E-30  1.996E-19
5.916E+03  1.307E-30  2.051E-19
5.861E+03  1.355E-30  2.107E-19
5.808E+03  1.405E-30  2.165E-19
5.754E+03  1.457E-30  2.224E-19
5.702E+03  1.511E-30  2.285E-19
5.649E+03  1.567E-30  2.348E-19
5.598E+03  1.624E-30  2.412E-19
5.546E+03  1.685E-30  2.478E-19
5.495E+03  1.747E-30  2.546E-19
5.445E+03  1.811E-30  2.616E-19
5.395E+03  1.879E-30  2.688E-19
5.346E+03  1.948E-30  2.762E-19
5.297E+03  2.020E-30  2.838E-19
5.248E+03  2.095E-30  2.917E-19
5.200E+03  2.173E-30  2.997E-19
5.152E+03  2.253E-30  3.080E-19
5.105E+03  2.337E-30  3.165E-19
5.058E+03  2.424E-30  3.252E-19
5.012E+03  2.514E-30  3.342E-19
4.966E+03  2.607E-30  3.434E-19
4.920E+03  2.704E-30  3.529E-19
4.875E+03  2.805E-30  3.627E-19
4.831E+03  2.909E-30  3.727E-19
4.786E+03  3.017E-30  3.831E-19
4.742E+03  3.129E-30  3.937E-19
4.699E+03  3.246E-30  4.046E-19
4.656E+03  3.367E-30  4.158E-19
4.613E+03  3.492E-30  4.274E-19
4.571E+03  3.623E-30  4.392E-19
4.529E+03  3.758E-30  4.514E-19
4.487E+03  3.898E-30  4.640E-19
4.446E+03  4.044E-30  4.769E-19
4.406E+03  4.195E-30  4.902E-19
4.365E+03  4.352E-30  5.039E-19
4.325E+03  4.514E-30  5.179E-19
4.285E+03  4.683E-30  5.324E-19
4.246E+03  4.859E-30  5.473E-19
4.207E+03  5.041E-30  5.626E-19
4.169E+03  5.230E-30  5.783E-19
4.130E+03  5.426E-30  5.945E-19
4.093E+03  5.629E-30  6.111E-19
4.055E+03  5.840E-30  6.282E-19
4.018E+03  6.060E-30  6.458E-19
3.981E+03  6.287E-30  6.639E-19
3.945E+03  6.523E-30  6.825E-19
3.908E+03  6.767E-30  7.016E-19
3.873E+03  7.021E-30  7.212E-19
3.837E+03  7.285E-30  7.415E-19
3.802E+03  7.559E-30  7.623E-19
3.767E+03  7.843E-30  7.837E-19
3.733E+03  8.138E-30  8.057E-19
3.698E+03  8.444E-30  8.284E-19
3.664E+03  8.762E-30  8.517E-19
3.631E+03  9.093E-30  8.757E-19
3.597E+03  9.435E-30  9.004E-19
3.565E+03  9.791E-30  9.258E-19
3.532E+03  1.016E-29  9.519E-19
3.499E+03  1.054E-29  9.788E-19
3.467E+03  1.094E-29  1.006E-18
3.436E+03  1.136E-29  1.035E-18
3.404E+03  1.179E-29  1.064E-18
3.373E+03  1.223E-29  1.094E-18
3.342E+03  1.270E-29  1.125E-18
3.311E+03  1.318E-29  1.157E-18
3.281E+03  1.368E-29  1.190E-18
3.251E+03  1.419E-29  1.224E-18
3.221E+03  1.473E-29  1.259E-18
3.192E+03  1.529E-29  1.295E-18
3.162E+03  1.587E-29  1.331E-18
3.133E+03  1.647E-29  1.369E-18
3.105E+03  1.710E-29  1.408E-18
3.076E+03  1.775E-29  1.448E-18
3.048E+03  1.843E-29  1.490E-18
3.020E+03  1.913E-29  1.532E-18
2.992E+03  1.985E-29  1.576E-18
2.965E+03  2.061E-29  1.621E-18
2.938E+03  2.139E-29  1.667E-18
2.911E+03  2.220E-29  1.714E-18
2.884E+03  2.304E-29  1.763E-18
2.858E+03  2.392E-29  1.813E-18
2.831E+03  2.483E-29  1.865E-18
2.805E+03  2.577E-29  1.918E-18
2.780E+03  2.675E-29  1.973E-18
2.754E+03  2.777E-29  2.029E-18
2.729E+03  2.883E-29  2.087E-18
2.704E+03  2.993E-29  2.147E-18
2.679E+03  3.107E-29  2.208E-18
2.655E+03  3.226E-29  2.271E-18
2.630E+03  3.349E-29  2.336E-18
2.606E+03  3.477E-29  2.403E-18
2.582E+03  3.609E-29  2.472E-18
2.559E+03  3.747E-29  2.543E-18
2.535E+03  3.891E-29  2.616E-18
2.512E+03  4.039E-29  2.691E-18
2.489E+03  4.194E-29  2.769E-18
2.466E+03  4.354E-29  2.848E-18
2.443E+03  4.521E-29  2.930E-18
2.421E+03  4.694E-29  3.015E-18
2.399E+03  4.874E-29  3.101E-18
2.377E+03  5.061E-29  3.191E-18
2.355E+03  5.255E-29  3.283E-18
2.333E+03  5.456E-29  3.377E-18
2.312E+03  5.665E-29  3.474E-18
2.291E+03  5.883E-29  3.575E-18
2.270E+03  6.108E-29  3.678E-18
2.249E+03  6.343E-29  3.784E-18
2.228E+03  6.586E-29  3.893E-18
2.208E+03  6.839E-29  4.006E-18
2.188E+03  7.102E-29  4.121E-18
2.168E+03  7.375E-29  4.240E-18
2.148E+03  7.658E-29  4.363E-18
2.128E+03  7.952E-29  4.489E-18
2.109E+03  8.258E-29  4.619E-18
2.089E+03  8.575E-29  4.752E-18
2.070E+03  8.905E-29  4.890E-18
2.051E+03  9.247E-29  5.031E-18
2.032E+03  9.603E-29  5.177E-18
2.014E+03  9.972E-29  5.327E-18
1.995E+03  1.036E-28  5.481E-18
1.977E+03  1.075E-28  5.639E-18
1.959E+03  1.117E-28  5.802E-18
1.941E+03  1.160E-28  5.970E-18
1.923E+03  1.204E-28  6.143E-18
1.905E+03  1.251E-28  6.321E-18
1.888E+03  1.299E-28  6.504E-18
1.871E+03  1.349E-28  6.692E-18
1.854E+03  1.400E-28  6.886E-18
1.837E+03  1.454E-28  7.085E-18
1.820E+03  1.510E-28  7.290E-18
1.803E+03  1.568E-28  7.501E-18
1.786E+03  1.629E-28  7.718E-18
1.770E+03  1.691E-28  7.942E-18
1.754E+03  1.756E-28  8.172E-18
1.738E+03  1.824E-28  8.408E-18
1.722E+03  1.894E-28  8.652E-18
1.706E+03  1.967E-28  8.902E-18
1.690E+03  2.043E-28  9.160E-18
1.675E+03  2.121E-28  9.425E-18
1.660E+03  2.203E-28  9.698E-18
1.644E+03  2.288E-28  9.979E-18
1.629E+03  2.376E-28  1.027E-17
1.614E+03  2.467E-28  1.056E-17
1.600E+03  2.562E-28  1.087E-17
1.585E+03  2.660E-28  1.118E-17
1.570E+03  2.762E-28  1.151E-17
1.556E+03  2.869E-28  1.184E-17
1.542E+03  2.979E-28  1.218E-17
1.528E+03  3.093E-28  1.253E-17
1.514E+03  3.212E-28  1.290E-17
1.500E+03  3.335E-28  1.327E-17
1.486E+03  3.463E-28  1.365E-17
1.472E+03  3.596E-28  1.404E-17
1.459E+03  3.734E-28  1.445E-17
1.445E+03  3.877E-28  1.487E-17
1.432E+03  4.026E-28  1.530E-17
1.419E+03  4.181E-28  1.574E-17
1.406E+03  4.341E-28  1.619E-17
1.393E+03  4.507E-28  1.666E-17
1.380E+03  4.680E-28  1.714E-17
1.368E+03  4.859E-28  1.763E-17
1.355E+03  5.045E-28  1.814E-17
1.343E+03  5.239E-28  1.866E-17
1.330E+03  5.439E-28  1.920E-17
1.318E+03  5.647E-28  1.975E-17
1.306E+03  5.863E-28  2.031E-17
1.294E+03  6.087E-28  2.090E-17
1.282E+03  6.319E-28  2.150E-17
1.271E+03  6.561E-28  2.211E-17
1.259E+03  6.811E-28  2.274E-17
1.247E+03  7.071E-28  2.340E-17
1.236E+03  7.340E-28  2.406E-17
1.225E+03  7.620E-28  2.475E-17
1.213E+03  7.910E-28  2.546E-17
1.202E+03  8.210E-28  2.618E-17
1.191E+03  8.523E-28  2.693E-17
