Dust emission from Draine & Li (2007): ApJ 657, 810-837
==========================================================
         1 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.000E-07 5.500E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 2.000E-01 2.000E-01 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 2.000E-01 = <U> 
     mmp83 = radfield
 8.939E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  3.364E-28  1.133E-20 COBE-DIRBE
2.220E+00  3.990E-28  2.350E-20 COBE-DIRBE
3.530E+00  2.445E-27  2.289E-19 COBE-DIRBE
4.880E+00  1.067E-27  1.382E-19 COBE-DIRBE
1.229E+01  2.034E-26  6.632E-18 COBE-DIRBE
2.079E+01  2.894E-26  1.596E-17 COBE-DIRBE
5.599E+01  9.891E-26  1.469E-16 COBE-DIRBE
9.770E+01  3.940E-25  1.021E-15 COBE-DIRBE
1.479E+02  6.614E-25  2.595E-15 COBE-DIRBE
2.479E+02  4.303E-25  2.829E-15 COBE-DIRBE
1.200E+01  1.944E-26  6.188E-18 IRAS
2.500E+01  3.074E-26  2.038E-17 IRAS
6.000E+01  1.164E-25  1.852E-16 IRAS
1.000E+02  4.153E-25  1.102E-15 IRAS
3.550E+00  2.843E-27  2.677E-19 SST-IRAC
4.493E+00  7.738E-28  9.222E-20 SST-IRAC
5.731E+00  6.604E-27  1.004E-18 SST-IRAC
7.872E+00  2.034E-26  4.246E-18 SST-IRAC
2.368E+01  2.854E-26  1.793E-17 SST-MIPS
7.142E+01  1.622E-25  3.072E-16 SST-MIPS
1.559E+02  6.593E-25  2.726E-15 SST-MIPS
1.600E+01  2.420E-26  1.027E-17 SST-IRSPU
2.200E+01  2.900E-26  1.693E-17 SST-IRSPU
7.500E+01  1.337E-25  2.661E-16 Herschel-PACS
1.100E+02  3.071E-25  8.962E-16 Herschel-PACS
1.700E+02  5.136E-25  2.316E-15 Herschel-PACS
2.500E+02  3.878E-25  2.572E-15 Herschel-SPIRE
3.600E+02  1.621E-25  1.548E-15 Herschel-SPIRE
5.200E+02  5.079E-26  7.006E-16 Herschel-SPIRE
2.400E+00  4.390E-28  2.795E-20 Akari IRC NIR N2
3.200E+00  1.885E-27  1.600E-19 Akari IRC NIR N3
4.100E+00  8.423E-28  9.160E-20 Akari IRC NIR N4
7.000E+00  2.197E-26  4.079E-18 Akari IRC MIR-S S7
9.000E+00  1.784E-26  4.259E-18 Akari IRC MIR-S S9W
1.100E+01  1.752E-26  5.112E-18 Akari IRC MIR-S S11
1.500E+01  2.553E-26  1.016E-17 Akari IRC MIR-L L15
1.800E+01  2.709E-26  1.293E-17 Akari IRC MIR-L L18W
2.400E+01  2.885E-26  1.837E-17 Akari IRC MIR-L L24
6.500E+01  1.413E-25  2.436E-16 Akari FIS N60
8.000E+01  3.036E-25  6.444E-16 Akari FIS WIDE-S
1.400E+02  6.679E-25  2.480E-15 Akari FIS WIDE-L
1.600E+02  6.826E-25  2.897E-15 Akari FIS N160
 
 
 
 


lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  4.030E-31  1.069E-19
9.908E+03  4.178E-31  1.098E-19
9.817E+03  4.330E-31  1.128E-19
9.727E+03  4.488E-31  1.158E-19
9.638E+03  4.652E-31  1.189E-19
9.550E+03  4.822E-31  1.221E-19
9.462E+03  4.997E-31  1.254E-19
9.376E+03  5.180E-31  1.288E-19
9.290E+03  5.369E-31  1.323E-19
9.204E+03  5.565E-31  1.359E-19
9.120E+03  5.768E-31  1.395E-19
9.036E+03  5.978E-31  1.433E-19
8.954E+03  6.196E-31  1.472E-19
8.872E+03  6.421E-31  1.511E-19
8.790E+03  6.654E-31  1.552E-19
8.710E+03  6.896E-31  1.593E-19
8.630E+03  7.147E-31  1.636E-19
