Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        10 = grain model
 4.000E-08 4.000E-01 5.000E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 5.000E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.200E+01 1.000E+04 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 8.080E+01 = <U> 
     mmp83 = radfield
 8.438E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  2.358E-25  7.942E-18 COBE-DIRBE
2.220E+00  3.163E-25  1.862E-17 COBE-DIRBE
3.530E+00  1.668E-24  1.562E-16 COBE-DIRBE
4.880E+00  8.098E-25  1.048E-16 COBE-DIRBE
1.229E+01  1.074E-23  3.502E-15 COBE-DIRBE
2.079E+01  1.711E-23  9.436E-15 COBE-DIRBE
5.599E+01  4.656E-23  6.915E-14 COBE-DIRBE
9.770E+01  2.541E-23  6.585E-14 COBE-DIRBE
1.479E+02  1.023E-23  4.014E-14 COBE-DIRBE
2.479E+02  1.995E-24  1.311E-14 COBE-DIRBE
1.200E+01  1.046E-23  3.329E-15 IRAS
2.500E+01  2.057E-23  1.364E-14 IRAS
6.000E+01  4.478E-23  7.126E-14 IRAS
1.000E+02  2.423E-23  6.426E-14 IRAS
3.550E+00  1.927E-24  1.815E-16 SST-IRAC
4.493E+00  5.908E-25  7.041E-17 SST-IRAC
5.731E+00  4.528E-24  6.883E-16 SST-IRAC
7.872E+00  1.233E-23  2.574E-15 SST-IRAC
2.368E+01  1.899E-23  1.193E-14 SST-MIPS
7.142E+01  3.615E-23  6.849E-14 SST-MIPS
1.559E+02  8.004E-24  3.310E-14 SST-MIPS
1.600E+01  1.152E-23  4.890E-15 SST-IRSPU
2.200E+01  1.858E-23  1.084E-14 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  3.404E-31  9.031E-20
9.908E+03  3.529E-31  9.275E-20
9.817E+03  3.658E-31  9.525E-20
9.727E+03  3.791E-31  9.782E-20
9.638E+03  3.929E-31  1.005E-19
9.550E+03  4.073E-31  1.032E-19
9.462E+03  4.221E-31  1.060E-19
9.376E+03  4.375E-31  1.088E-19
9.290E+03  4.535E-31  1.118E-19
9.204E+03  4.701E-31  1.148E-19
9.120E+03  4.872E-31  1.179E-19
9.036E+03  5.050E-31  1.211E-19
8.954E+03  5.234E-31  1.243E-19
8.872E+03  5.424E-31  1.276E-19
8.790E+03  5.621E-31  1.311E-19
8.710E+03  5.825E-31  1.346E-19
8.630E+03  6.037E-31  1.382E-19
8.551E+03  6.256E-31  1.419E-19
8.472E+03  6.484E-31  1.457E-19
8.395E+03  6.720E-31  1.496E-19
8.318E+03  6.965E-31  1.537E-19
8.241E+03  7.219E-31  1.578E-19
8.166E+03  7.482E-31  1.621E-19
8.091E+03  7.756E-31  1.665E-19
8.017E+03  8.039E-31  1.710E-19
7.943E+03  8.333E-31  1.756E-19
7.870E+03  8.638E-31  1.803E-19
7.798E+03  8.954E-31  1.852E-19
7.727E+03  9.282E-31  1.902E-19
7.656E+03  9.622E-31  1.954E-19
7.586E+03  9.975E-31  2.007E-19
7.516E+03  1.034E-30  2.062E-19
7.447E+03  1.072E-30  2.118E-19
7.379E+03  1.111E-30  2.175E-19
7.311E+03  1.152E-30  2.235E-19
7.244E+03  1.195E-30  2.296E-19
7.178E+03  1.239E-30  2.358E-19
7.112E+03  1.284E-30  2.423E-19
7.047E+03  1.332E-30  2.489E-19
6.982E+03  1.381E-30  2.557E-19
6.918E+03  1.431E-30  2.627E-19
6.855E+03  1.484E-30  2.699E-19
6.792E+03  1.539E-30  2.773E-19
6.730E+03  1.596E-30  2.848E-19
6.668E+03  1.655E-30  2.926E-19
6.607E+03  1.716E-30  3.007E-19
6.546E+03  1.779E-30  3.089E-19
6.486E+03  1.845E-30  3.174E-19
6.427E+03  1.913E-30  3.261E-19
6.368E+03  1.984E-30  3.351E-19
6.310E+03  2.057E-30  3.444E-19
6.252E+03  2.134E-30  3.539E-19
6.194E+03  2.213E-30  3.636E-19
6.138E+03  2.295E-30  3.737E-19
6.081E+03  2.380E-30  3.840E-19
6.026E+03  2.469E-30  3.946E-19
5.970E+03  2.561E-30  4.055E-19
5.916E+03  2.656E-30  4.168E-19
5.861E+03  2.755E-30  4.283E-19
5.808E+03  2.858E-30  4.402E-19
5.754E+03  2.964E-30  4.525E-19
5.702E+03  3.075E-30  4.650E-19
5.649E+03  3.190E-30  4.780E-19
5.598E+03  3.309E-30  4.913E-19
5.546E+03  3.432E-30  5.050E-19
5.495E+03  3.561E-30  5.191E-19
5.445E+03  3.694E-30  5.336E-19
5.395E+03  3.832E-30  5.485E-19
5.346E+03  3.976E-30  5.638E-19
5.297E+03  4.125E-30  5.796E-19
5.248E+03  4.280E-30  5.958E-19
5.200E+03  4.440E-30  6.125E-19
5.152E+03  4.607E-30  6.297E-19
5.105E+03  4.780E-30  6.473E-19
5.058E+03  4.960E-30  6.655E-19
5.012E+03  5.147E-30  6.842E-19
4.966E+03  5.340E-30  7.034E-19
4.920E+03  5.541E-30  7.232E-19
4.875E+03  5.750E-30  7.435E-19
4.831E+03  5.966E-30  7.645E-19
4.786E+03  6.191E-30  7.860E-19
4.742E+03  6.425E-30  8.082E-19
4.699E+03  6.667E-30  8.310E-19
4.656E+03  6.919E-30  8.545E-19
4.613E+03  7.181E-30  8.787E-19
4.571E+03  7.452E-30  9.036E-19
4.529E+03  7.735E-30  9.292E-19
4.487E+03  8.027E-30  9.555E-19
4.446E+03  8.332E-30  9.827E-19
4.406E+03  8.648E-30  1.011E-18
4.365E+03  8.976E-30  1.039E-18
4.325E+03  9.317E-30  1.069E-18
4.285E+03  9.671E-30  1.099E-18
4.246E+03  1.004E-29  1.131E-18
4.207E+03  1.042E-29  1.163E-18
4.169E+03  1.082E-29  1.196E-18
4.130E+03  1.123E-29  1.230E-18
4.093E+03  1.166E-29  1.266E-18
4.055E+03  1.210E-29  1.302E-18
4.018E+03  1.256E-29  1.339E-18
3.981E+03  1.304E-29  1.377E-18
3.945E+03  1.354E-29  1.417E-18
3.908E+03  1.406E-29  1.457E-18
3.873E+03  1.459E-29  1.499E-18
3.837E+03  1.515E-29  1.542E-18
3.802E+03  1.573E-29  1.587E-18
3.767E+03  1.633E-29  1.632E-18
3.733E+03  1.696E-29  1.679E-18
3.698E+03  1.761E-29  1.728E-18
3.664E+03  1.829E-29  1.777E-18
3.631E+03  1.899E-29  1.829E-18
3.597E+03  1.972E-29  1.882E-18
3.565E+03  2.048E-29  1.936E-18
3.532E+03  2.126E-29  1.992E-18
3.499E+03  2.208E-29  2.050E-18
3.467E+03  2.293E-29  2.109E-18
3.436E+03  2.382E-29  2.171E-18
3.404E+03  2.474E-29  2.234E-18
3.373E+03  2.569E-29  2.299E-18
3.342E+03  2.668E-29  2.366E-18
3.311E+03  2.772E-29  2.435E-18
3.281E+03  2.879E-29  2.506E-18
3.251E+03  2.990E-29  2.579E-18
3.221E+03  3.106E-29  2.654E-18
3.192E+03  3.227E-29  2.732E-18
3.162E+03  3.352E-29  2.812E-18
3.133E+03  3.482E-29  2.894E-18
3.105E+03  3.617E-29  2.979E-18
3.076E+03  3.758E-29  3.066E-18
3.048E+03  3.904E-29  3.157E-18
3.020E+03  4.056E-29  3.249E-18
2.992E+03  4.214E-29  3.345E-18
2.965E+03  4.378E-29  3.443E-18
2.938E+03  4.548E-29  3.544E-18
2.911E+03  4.725E-29  3.648E-18
2.884E+03  4.909E-29  3.755E-18
2.858E+03  5.100E-29  3.866E-18
2.831E+03  5.299E-29  3.980E-18
2.805E+03  5.505E-29  4.097E-18
2.780E+03  5.720E-29  4.218E-18
2.754E+03  5.944E-29  4.342E-18
2.729E+03  6.176E-29  4.471E-18
2.704E+03  6.418E-29  4.603E-18
2.679E+03  6.669E-29  4.739E-18
2.655E+03  6.930E-29  4.880E-18
2.630E+03  7.202E-29  5.025E-18
2.606E+03  7.484E-29  5.174E-18
2.582E+03  7.778E-29  5.328E-18
2.559E+03  8.084E-29  5.486E-18
2.535E+03  8.401E-29  5.650E-18
2.512E+03  8.732E-29  5.818E-18
2.489E+03  9.075E-29  5.992E-18
2.466E+03  9.433E-29  6.170E-18
2.443E+03  9.805E-29  6.355E-18
2.421E+03  1.019E-28  6.545E-18
2.399E+03  1.059E-28  6.741E-18
2.377E+03  1.101E-28  6.942E-18
2.355E+03  1.145E-28  7.150E-18
2.333E+03  1.190E-28  7.365E-18
2.312E+03  1.237E-28  7.586E-18
2.291E+03  1.286E-28  7.814E-18
2.270E+03  1.337E-28  8.049E-18
2.249E+03  1.390E-28  8.291E-18
2.228E+03  1.445E-28  8.540E-18
2.208E+03  1.502E-28  8.797E-18
2.188E+03  1.562E-28  9.063E-18
2.168E+03  1.624E-28  9.336E-18
2.148E+03  1.688E-28  9.618E-18
2.128E+03  1.755E-28  9.908E-18
2.109E+03  1.825E-28  1.021E-17
2.089E+03  1.898E-28  1.052E-17
2.070E+03  1.973E-28  1.083E-17
2.051E+03  2.052E-28  1.116E-17
2.032E+03  2.133E-28  1.150E-17
2.014E+03  2.218E-28  1.185E-17
1.995E+03  2.307E-28  1.221E-17
1.977E+03  2.398E-28  1.258E-17
1.959E+03  2.494E-28  1.296E-17
1.941E+03  2.594E-28  1.335E-17
1.923E+03  2.697E-28  1.376E-17
1.905E+03  2.805E-28  1.418E-17
1.888E+03  2.917E-28  1.461E-17
1.871E+03  3.033E-28  1.505E-17
1.854E+03  3.154E-28  1.551E-17
