Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        10 = grain model
 4.000E-08 4.000E-01 5.000E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 5.000E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.200E+00 1.200E+00 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.200E+00 = <U> 
     mmp83 = radfield
 1.255E-24 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  3.468E-27  1.168E-19 COBE-DIRBE
2.220E+00  4.673E-27  2.752E-19 COBE-DIRBE
3.530E+00  2.460E-26  2.303E-18 COBE-DIRBE
4.880E+00  1.184E-26  1.532E-18 COBE-DIRBE
1.229E+01  1.112E-25  3.625E-17 COBE-DIRBE
2.079E+01  1.116E-25  6.155E-17 COBE-DIRBE
5.599E+01  2.511E-25  3.729E-16 COBE-DIRBE
9.770E+01  6.329E-25  1.640E-15 COBE-DIRBE
1.479E+02  7.366E-25  2.890E-15 COBE-DIRBE
2.479E+02  3.389E-25  2.228E-15 COBE-DIRBE
1.200E+01  1.153E-25  3.671E-17 IRAS
2.500E+01  1.111E-25  7.369E-17 IRAS
6.000E+01  2.804E-25  4.463E-16 IRAS
1.000E+02  6.523E-25  1.730E-15 IRAS
3.550E+00  2.842E-26  2.676E-18 SST-IRAC
4.493E+00  8.671E-27  1.033E-18 SST-IRAC
5.731E+00  6.433E-26  9.780E-18 SST-IRAC
7.872E+00  1.550E-25  3.236E-17 SST-IRAC
2.368E+01  1.017E-25  6.389E-17 SST-MIPS
7.142E+01  3.464E-25  6.562E-16 SST-MIPS
1.559E+02  6.947E-25  2.873E-15 SST-MIPS
1.600E+01  9.681E-26  4.109E-17 SST-IRSPU
2.200E+01  1.056E-25  6.162E-17 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.859E-31  4.932E-20
9.908E+03  1.927E-31  5.064E-20
9.817E+03  1.997E-31  5.200E-20
9.727E+03  2.069E-31  5.340E-20
9.638E+03  2.145E-31  5.483E-20
9.550E+03  2.222E-31  5.630E-20
9.462E+03  2.303E-31  5.781E-20
9.376E+03  2.387E-31  5.936E-20
9.290E+03  2.474E-31  6.095E-20
9.204E+03  2.563E-31  6.259E-20
9.120E+03  2.657E-31  6.427E-20
9.036E+03  2.753E-31  6.599E-20
8.954E+03  2.853E-31  6.775E-20
8.872E+03  2.956E-31  6.955E-20
8.790E+03  3.062E-31  7.140E-20
8.710E+03  3.173E-31  7.331E-20
8.630E+03  3.288E-31  7.526E-20
8.551E+03  3.407E-31  7.727E-20
8.472E+03  3.530E-31  7.933E-20
8.395E+03  3.658E-31  8.145E-20
8.318E+03  3.791E-31  8.363E-20
8.241E+03  3.928E-31  8.587E-20
8.166E+03  4.071E-31  8.817E-20
8.091E+03  4.218E-31  9.053E-20
8.017E+03  4.372E-31  9.296E-20
7.943E+03  4.530E-31  9.546E-20
7.870E+03  4.695E-31  9.802E-20
7.798E+03  4.866E-31  1.007E-19
7.727E+03  5.043E-31  1.034E-19
7.656E+03  5.227E-31  1.061E-19
7.586E+03  5.417E-31  1.090E-19
7.516E+03  5.615E-31  1.119E-19
7.447E+03  5.820E-31  1.150E-19
7.379E+03  6.032E-31  1.181E-19
7.311E+03  6.253E-31  1.213E-19
7.244E+03  6.481E-31  1.245E-19
7.178E+03  6.718E-31  1.279E-19
7.112E+03  6.964E-31  1.314E-19
7.047E+03  7.219E-31  1.349E-19
6.982E+03  7.483E-31  1.386E-19
6.918E+03  7.757E-31  1.423E-19
6.855E+03  8.041E-31  1.462E-19
6.792E+03  8.335E-31  1.502E-19
