Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        10 = grain model
 4.000E-08 4.000E-01 5.000E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 5.000E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 3.000E-01 3.000E-01 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 3.000E-01 = <U> 
     mmp83 = radfield
 3.139E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  8.518E-28  2.869E-20 COBE-DIRBE
2.220E+00  1.161E-27  6.837E-20 COBE-DIRBE
3.530E+00  6.149E-27  5.758E-19 COBE-DIRBE
4.880E+00  2.960E-27  3.831E-19 COBE-DIRBE
1.229E+01  2.766E-26  9.018E-18 COBE-DIRBE
2.079E+01  2.698E-26  1.488E-17 COBE-DIRBE
5.599E+01  4.456E-26  6.618E-17 COBE-DIRBE
9.770E+01  1.052E-25  2.726E-16 COBE-DIRBE
1.479E+02  1.828E-25  7.172E-16 COBE-DIRBE
2.479E+02  1.307E-25  8.596E-16 COBE-DIRBE
1.200E+01  2.876E-26  9.155E-18 IRAS
2.500E+01  2.655E-26  1.761E-17 IRAS
6.000E+01  4.716E-26  7.505E-17 IRAS
1.000E+02  1.105E-25  2.930E-16 IRAS
3.550E+00  7.105E-27  6.690E-19 SST-IRAC
4.493E+00  2.168E-27  2.584E-19 SST-IRAC
5.731E+00  1.608E-26  2.444E-18 SST-IRAC
7.872E+00  3.872E-26  8.086E-18 SST-IRAC
2.368E+01  2.426E-26  1.524E-17 SST-MIPS
7.142E+01  5.216E-26  9.881E-17 SST-MIPS
1.559E+02  1.842E-25  7.617E-16 SST-MIPS
1.600E+01  2.381E-26  1.010E-17 SST-IRSPU
2.200E+01  2.530E-26  1.476E-17 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.452E-31  3.852E-20
9.908E+03  1.505E-31  3.955E-20
9.817E+03  1.559E-31  4.060E-20
9.727E+03  1.616E-31  4.169E-20
9.638E+03  1.674E-31  4.280E-20
9.550E+03  1.735E-31  4.394E-20
9.462E+03  1.798E-31  4.512E-20
9.376E+03  1.863E-31  4.632E-20
9.290E+03  1.930E-31  4.756E-20
9.204E+03  2.000E-31  4.883E-20
9.120E+03  2.072E-31  5.013E-20
9.036E+03  2.147E-31  5.147E-20
8.954E+03  2.225E-31  5.284E-20
8.872E+03  2.305E-31  5.424E-20
8.790E+03  2.388E-31  5.568E-20
8.710E+03  2.474E-31  5.715E-20
8.630E+03  2.563E-31  5.867E-20
8.551E+03  2.655E-31  6.023E-20
8.472E+03  2.751E-31  6.183E-20
8.395E+03  2.850E-31  6.347E-20
8.318E+03  2.953E-31  6.516E-20
8.241E+03  3.060E-31  6.690E-20
8.166E+03  3.171E-31  6.868E-20
8.091E+03  3.285E-31  7.051E-20
8.017E+03  3.404E-31  7.239E-20
7.943E+03  3.528E-31  7.433E-20
7.870E+03  3.655E-31  7.632E-20
7.798E+03  3.788E-31  7.836E-20
7.727E+03  3.925E-31  8.045E-20
7.656E+03  4.068E-31  8.261E-20
7.586E+03  4.215E-31  8.482E-20
7.516E+03  4.369E-31  8.710E-20
7.447E+03  4.527E-31  8.944E-20
7.379E+03  4.692E-31  9.184E-20
7.311E+03  4.863E-31  9.431E-20
7.244E+03  5.040E-31  9.684E-20
7.178E+03  5.223E-31  9.945E-20
7.112E+03  5.413E-31  1.021E-19
7.047E+03  5.611E-31  1.049E-19
6.982E+03  5.815E-31  1.077E-19
6.918E+03  6.027E-31  1.106E-19
6.855E+03  6.246E-31  1.136E-19
6.792E+03  6.474E-31  1.166E-19
6.730E+03  6.710E-31  1.198E-19
6.668E+03  6.955E-31  1.230E-19
6.607E+03  7.209E-31  1.263E-19
6.546E+03  7.472E-31  1.298E-19
6.486E+03  7.745E-31  1.333E-19
6.427E+03  8.028E-31  1.369E-19
6.368E+03  8.322E-31  1.406E-19
6.310E+03  8.627E-31  1.444E-19
6.252E+03  8.943E-31  1.483E-19
6.194E+03  9.270E-31  1.523E-19
6.138E+03  9.610E-31  1.565E-19
6.081E+03  9.963E-31  1.607E-19
6.026E+03  1.033E-30  1.651E-19
5.970E+03  1.071E-30  1.696E-19
5.916E+03  1.110E-30  1.742E-19
5.861E+03  1.151E-30  1.789E-19
5.808E+03  1.193E-30  1.838E-19
5.754E+03  1.237E-30  1.888E-19
5.702E+03  1.283E-30  1.940E-19
5.649E+03  1.330E-30  1.993E-19
5.598E+03  1.379E-30  2.047E-19
5.546E+03  1.430E-30  2.103E-19
5.495E+03  1.482E-30  2.161E-19
5.445E+03  1.537E-30  2.220E-19
5.395E+03  1.594E-30  2.281E-19
5.346E+03  1.653E-30  2.343E-19
5.297E+03  1.714E-30  2.408E-19
5.248E+03  1.777E-30  2.474E-19
5.200E+03  1.843E-30  2.542E-19
5.152E+03  1.911E-30  2.612E-19
5.105E+03  1.982E-30  2.683E-19
5.058E+03  2.055E-30  2.757E-19
5.012E+03  2.131E-30  2.833E-19
4.966E+03  2.210E-30  2.911E-19
4.920E+03  2.292E-30  2.991E-19
4.875E+03  2.377E-30  3.073E-19
4.831E+03  2.465E-30  3.158E-19
4.786E+03  2.556E-30  3.245E-19
4.742E+03  2.651E-30  3.335E-19
4.699E+03  2.749E-30  3.427E-19
4.656E+03  2.851E-30  3.522E-19
4.613E+03  2.957E-30  3.619E-19
4.571E+03  3.067E-30  3.719E-19
4.529E+03  3.181E-30  3.822E-19
4.487E+03  3.300E-30  3.928E-19
4.446E+03  3.423E-30  4.037E-19
4.406E+03  3.550E-30  4.149E-19
4.365E+03  3.683E-30  4.264E-19
4.325E+03  3.820E-30  4.382E-19
4.285E+03  3.962E-30  4.504E-19
4.246E+03  4.110E-30  4.629E-19
4.207E+03  4.264E-30  4.758E-19
4.169E+03  4.423E-30  4.891E-19
4.130E+03  4.588E-30  5.027E-19
4.093E+03  4.760E-30  5.167E-19
4.055E+03  4.938E-30  5.311E-19
4.018E+03  5.122E-30  5.459E-19
3.981E+03  5.314E-30  5.611E-19
3.945E+03  5.512E-30  5.768E-19
3.908E+03  5.718E-30  5.928E-19
3.873E+03  5.932E-30  6.094E-19
3.837E+03  6.154E-30  6.264E-19
3.802E+03  6.385E-30  6.439E-19
3.767E+03  6.624E-30  6.619E-19
3.733E+03  6.872E-30  6.804E-19
3.698E+03  7.130E-30  6.995E-19
3.664E+03  7.398E-30  7.191E-19
3.631E+03  7.676E-30  7.392E-19
3.597E+03  7.964E-30  7.600E-19
3.565E+03  8.263E-30  7.813E-19
3.532E+03  8.574E-30  8.033E-19
3.499E+03  8.897E-30  8.259E-19
3.467E+03  9.232E-30  8.491E-19
3.436E+03  9.579E-30  8.730E-19
3.404E+03  9.940E-30  8.976E-19
3.373E+03  1.032E-29  9.229E-19
3.342E+03  1.070E-29  9.489E-19
3.311E+03  1.111E-29  9.757E-19
3.281E+03  1.153E-29  1.003E-18
3.251E+03  1.196E-29  1.032E-18
3.221E+03  1.241E-29  1.061E-18
3.192E+03  1.288E-29  1.091E-18
3.162E+03  1.337E-29  1.122E-18
3.133E+03  1.388E-29  1.153E-18
3.105E+03  1.440E-29  1.186E-18
3.076E+03  1.495E-29  1.220E-18
3.048E+03  1.551E-29  1.254E-18
3.020E+03  1.610E-29  1.290E-18
2.992E+03  1.671E-29  1.326E-18
2.965E+03  1.734E-29  1.364E-18
2.938E+03  1.800E-29  1.402E-18
2.911E+03  1.868E-29  1.442E-18
2.884E+03  1.938E-29  1.483E-18
2.858E+03  2.012E-29  1.525E-18
2.831E+03  2.088E-29  1.568E-18
2.805E+03  2.167E-29  1.613E-18
2.780E+03  2.249E-29  1.658E-18
2.754E+03  2.334E-29  1.705E-18
2.729E+03  2.423E-29  1.754E-18
2.704E+03  2.515E-29  1.804E-18
2.679E+03  2.610E-29  1.855E-18
2.655E+03  2.709E-29  1.908E-18
2.630E+03  2.812E-29  1.962E-18
2.606E+03  2.919E-29  2.018E-18
2.582E+03  3.030E-29  2.076E-18
2.559E+03  3.145E-29  2.135E-18
2.535E+03  3.265E-29  2.196E-18
