Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        11 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 3.000E-01 1.000E+05 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 3.815E+00 = <U> 
     mmp83 = radfield
 2.106E-24 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  2.138E-27  7.203E-20 COBE-DIRBE
2.220E+00  3.596E-27  2.117E-19 COBE-DIRBE
3.530E+00  6.183E-27  5.789E-19 COBE-DIRBE
4.880E+00  4.737E-27  6.132E-19 COBE-DIRBE
1.229E+01  1.023E-25  3.334E-17 COBE-DIRBE
2.079E+01  4.609E-25  2.542E-16 COBE-DIRBE
5.599E+01  9.941E-25  1.476E-15 COBE-DIRBE
9.770E+01  8.326E-25  2.158E-15 COBE-DIRBE
1.479E+02  5.837E-25  2.290E-15 COBE-DIRBE
2.479E+02  2.166E-25  1.424E-15 COBE-DIRBE
1.200E+01  8.457E-26  2.692E-17 IRAS
2.500E+01  5.778E-25  3.832E-16 IRAS
6.000E+01  9.824E-25  1.563E-15 IRAS
1.000E+02  8.207E-25  2.177E-15 IRAS
3.550E+00  6.606E-27  6.221E-19 SST-IRAC
4.493E+00  4.403E-27  5.247E-19 SST-IRAC
5.731E+00  1.134E-26  1.723E-18 SST-IRAC
7.872E+00  4.985E-26  1.041E-17 SST-IRAC
2.368E+01  5.679E-25  3.567E-16 SST-MIPS
7.142E+01  8.662E-25  1.641E-15 SST-MIPS
1.559E+02  5.167E-25  2.137E-15 SST-MIPS
1.600E+01  1.841E-25  7.814E-17 SST-IRSPU
2.200E+01  5.529E-25  3.226E-16 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.157E-31  3.069E-20
9.908E+03  1.199E-31  3.151E-20
9.817E+03  1.242E-31  3.235E-20
9.727E+03  1.287E-31  3.321E-20
9.638E+03  1.334E-31  3.409E-20
9.550E+03  1.382E-31  3.500E-20
9.462E+03  1.432E-31  3.593E-20
9.376E+03  1.483E-31  3.689E-20
9.290E+03  1.537E-31  3.788E-20
9.204E+03  1.593E-31  3.889E-20
9.120E+03  1.650E-31  3.992E-20
9.036E+03  1.710E-31  4.099E-20
8.954E+03  1.771E-31  4.207E-20
8.872E+03  1.835E-31  4.318E-20
8.790E+03  1.901E-31  4.433E-20
8.710E+03  1.969E-31  4.550E-20
8.630E+03  2.040E-31  4.670E-20
8.551E+03  2.114E-31  4.794E-20
8.472E+03  2.190E-31  4.921E-20
8.395E+03  2.269E-31  5.052E-20
8.318E+03  2.350E-31  5.186E-20
8.241E+03  2.435E-31  5.324E-20
8.166E+03  2.523E-31  5.465E-20
8.091E+03  2.614E-31  5.611E-20
8.017E+03  2.709E-31  5.760E-20
7.943E+03  2.807E-31  5.914E-20
7.870E+03  2.908E-31  6.072E-20
7.798E+03  3.014E-31  6.234E-20
7.727E+03  3.123E-31  6.400E-20
7.656E+03  3.236E-31  6.572E-20
7.586E+03  3.353E-31  6.748E-20
7.516E+03  3.475E-31  6.928E-20
7.447E+03  3.601E-31  7.114E-20
7.379E+03  3.732E-31  7.305E-20
7.311E+03  3.868E-31  7.501E-20
7.244E+03  4.008E-31  7.702E-20
7.178E+03  4.154E-31  7.909E-20
7.112E+03  4.305E-31  8.122E-20
7.047E+03  4.462E-31  8.341E-20
6.982E+03  4.625E-31  8.565E-20
6.918E+03  4.793E-31  8.796E-20
6.855E+03  4.967E-31  9.032E-20
6.792E+03  5.148E-31  9.275E-20
6.730E+03  5.336E-31  9.525E-20
6.668E+03  5.530E-31  9.782E-20
6.607E+03  5.732E-31  1.005E-19
6.546E+03  5.941E-31  1.032E-19
6.486E+03  6.159E-31  1.060E-19
6.427E+03  6.384E-31  1.088E-19
6.368E+03  6.617E-31  1.118E-19
6.310E+03  6.859E-31  1.148E-19
6.252E+03  7.111E-31  1.179E-19
6.194E+03  7.371E-31  1.211E-19
6.138E+03  7.641E-31  1.244E-19
6.081E+03  7.922E-31  1.278E-19
6.026E+03  8.213E-31  1.313E-19
5.970E+03  8.514E-31  1.348E-19
5.916E+03  8.827E-31  1.385E-19
5.861E+03  9.152E-31  1.423E-19
5.808E+03  9.488E-31  1.462E-19
5.754E+03  9.837E-31  1.502E-19
5.702E+03  1.020E-30  1.543E-19
5.649E+03  1.058E-30  1.585E-19
5.598E+03  1.097E-30  1.628E-19
5.546E+03  1.137E-30  1.673E-19
5.495E+03  1.179E-30  1.719E-19
5.445E+03  1.223E-30  1.766E-19
5.395E+03  1.268E-30  1.814E-19
5.346E+03  1.315E-30  1.864E-19
5.297E+03  1.363E-30  1.915E-19
5.248E+03  1.414E-30  1.968E-19
5.200E+03  1.466E-30  2.022E-19
5.152E+03  1.520E-30  2.078E-19
5.105E+03  1.577E-30  2.135E-19
5.058E+03  1.635E-30  2.194E-19
5.012E+03  1.696E-30  2.254E-19
4.966E+03  1.758E-30  2.316E-19
4.920E+03  1.824E-30  2.380E-19
4.875E+03  1.891E-30  2.446E-19
4.831E+03  1.962E-30  2.514E-19
4.786E+03  2.035E-30  2.583E-19
4.742E+03  2.110E-30  2.655E-19
4.699E+03  2.189E-30  2.728E-19
4.656E+03  2.270E-30  2.804E-19
4.613E+03  2.355E-30  2.881E-19
4.571E+03  2.442E-30  2.961E-19
4.529E+03  2.534E-30  3.044E-19
4.487E+03  2.628E-30  3.128E-19
4.446E+03  2.726E-30  3.215E-19
4.406E+03  2.828E-30  3.305E-19
4.365E+03  2.934E-30  3.397E-19
4.325E+03  3.044E-30  3.492E-19
4.285E+03  3.157E-30  3.589E-19
4.246E+03  3.276E-30  3.689E-19
4.207E+03  3.398E-30  3.793E-19
4.169E+03  3.526E-30  3.899E-19
4.130E+03  3.658E-30  4.008E-19
4.093E+03  3.795E-30  4.120E-19
4.055E+03  3.938E-30  4.236E-19
4.018E+03  4.086E-30  4.354E-19
3.981E+03  4.239E-30  4.476E-19
3.945E+03  4.398E-30  4.602E-19
3.908E+03  4.563E-30  4.731E-19
3.873E+03  4.735E-30  4.863E-19
3.837E+03  4.913E-30  5.000E-19
3.802E+03  5.097E-30  5.141E-19
3.767E+03  5.289E-30  5.285E-19
3.733E+03  5.489E-30  5.434E-19
3.698E+03  5.695E-30  5.587E-19
3.664E+03  5.910E-30  5.745E-19
3.631E+03  6.133E-30  5.907E-19
3.597E+03  6.365E-30  6.074E-19
3.565E+03  6.606E-30  6.246E-19
3.532E+03  6.856E-30  6.423E-19
3.499E+03  7.115E-30  6.605E-19
3.467E+03  7.385E-30  6.792E-19
3.436E+03  7.664E-30  6.985E-19
3.404E+03  7.955E-30  7.183E-19
3.373E+03  8.257E-30  7.387E-19
3.342E+03  8.570E-30  7.597E-19
3.311E+03  8.896E-30  7.814E-19
3.281E+03  9.234E-30  8.036E-19
3.251E+03  9.585E-30  8.266E-19
3.221E+03  9.950E-30  8.501E-19
3.192E+03  1.033E-29  8.744E-19
3.162E+03  1.072E-29  8.994E-19
3.133E+03  1.113E-29  9.251E-19
3.105E+03  1.156E-29  9.516E-19
3.076E+03  1.200E-29  9.789E-19
3.048E+03  1.245E-29  1.007E-18
3.020E+03  1.293E-29  1.036E-18
2.992E+03  1.342E-29  1.065E-18
2.965E+03  1.394E-29  1.096E-18
2.938E+03  1.447E-29  1.127E-18
2.911E+03  1.502E-29  1.160E-18
2.884E+03  1.559E-29  1.193E-18
2.858E+03  1.619E-29  1.227E-18
2.831E+03  1.680E-29  1.262E-18
2.805E+03  1.745E-29  1.298E-18
2.780E+03  1.811E-29  1.336E-18
2.754E+03  1.881E-29  1.374E-18
2.729E+03  1.953E-29  1.414E-18
2.704E+03  2.028E-29  1.454E-18
2.679E+03  2.105E-29  1.496E-18
2.655E+03  2.186E-29  1.539E-18
2.630E+03  2.270E-29  1.584E-18
2.606E+03  2.357E-29  1.630E-18
2.582E+03  2.448E-29  1.677E-18
2.559E+03  2.542E-29  1.725E-18
2.535E+03  2.640E-29  1.775E-18
2.512E+03  2.741E-29  1.827E-18
2.489E+03  2.847E-29  1.879E-18
2.466E+03  2.957E-29  1.934E-18
2.443E+03  3.070E-29  1.990E-18
2.421E+03  3.189E-29  2.048E-18
2.399E+03  3.312E-29  2.107E-18
2.377E+03  3.440E-29  2.169E-18
2.355E+03  3.572E-29  2.232E-18
2.333E+03  3.710E-29  2.297E-18
2.312E+03  3.854E-29  2.364E-18
2.291E+03  4.003E-29  2.432E-18
2.270E+03  4.158E-29  2.503E-18
2.249E+03  4.318E-29  2.576E-18
2.228E+03  4.485E-29  2.651E-18
2.208E+03  4.659E-29  2.729E-18
2.188E+03  4.839E-29  2.808E-18
2.168E+03  5.027E-29  2.890E-18
2.148E+03  5.222E-29  2.975E-18
2.128E+03  5.424E-29  3.062E-18
2.109E+03  5.634E-29  3.151E-18
2.089E+03  5.853E-29  3.244E-18
2.070E+03  6.080E-29  3.339E-18
2.051E+03  6.316E-29  3.436E-18
2.032E+03  6.561E-29  3.537E-18
2.014E+03  6.815E-29  3.640E-18
1.995E+03  7.080E-29  3.747E-18
1.977E+03  7.354E-29  3.857E-18
1.959E+03  7.640E-29  3.970E-18
1.941E+03  7.936E-29  4.086E-18
1.923E+03  8.244E-29  4.205E-18
1.905E+03  8.564E-29  4.329E-18
1.888E+03  8.897E-29  4.456E-18
1.871E+03  9.242E-29  4.586E-18
1.854E+03  9.601E-29  4.721E-18
1.837E+03  9.975E-29  4.859E-18
1.820E+03  1.036E-28  5.002E-18
1.803E+03  1.076E-28  5.148E-18
1.786E+03  1.118E-28  5.300E-18
1.770E+03  1.162E-28  5.455E-18
1.754E+03  1.207E-28  5.615E-18
1.738E+03  1.254E-28  5.780E-18
1.722E+03  1.303E-28  5.950E-18
1.706E+03  1.353E-28  6.124E-18
1.690E+03  1.406E-28  6.304E-18
1.675E+03  1.461E-28  6.489E-18
1.660E+03  1.517E-28  6.680E-18
1.644E+03  1.576E-28  6.876E-18
1.629E+03  1.638E-28  7.078E-18
1.614E+03  1.701E-28  7.285E-18
1.600E+03  1.767E-28  7.499E-18
1.585E+03  1.836E-28  7.719E-18
1.570E+03  1.907E-28  7.946E-18
1.556E+03  1.982E-28  8.179E-18
1.542E+03  2.059E-28  8.418E-18
1.528E+03  2.139E-28  8.665E-18
1.514E+03  2.222E-28  8.919E-18
1.500E+03  2.308E-28  9.180E-18
1.486E+03  2.397E-28  9.450E-18
1.472E+03  2.491E-28  9.727E-18
1.459E+03  2.587E-28  1.001E-17
1.445E+03  2.688E-28  1.031E-17
1.432E+03  2.792E-28  1.061E-17
1.419E+03  2.901E-28  1.092E-17
1.406E+03  3.013E-28  1.124E-17
1.393E+03  3.130E-28  1.157E-17
1.380E+03  3.251E-28  1.191E-17
1.368E+03  3.378E-28  1.225E-17
1.355E+03  3.509E-28  1.261E-17
1.343E+03  3.645E-28  1.298E-17
1.330E+03  3.786E-28  1.336E-17
1.318E+03  3.932E-28  1.375E-17
1.306E+03  4.085E-28  1.415E-17
1.294E+03  4.243E-28  1.456E-17
1.282E+03  4.407E-28  1.499E-17
1.271E+03  4.577E-28  1.543E-17
1.259E+03  4.754E-28  1.588E-17
1.247E+03  4.938E-28  1.634E-17
1.236E+03  5.128E-28  1.681E-17
1.225E+03  5.326E-28  1.730E-17
1.213E+03  5.531E-28  1.780E-17
1.202E+03  5.744E-28  1.832E-17
1.191E+03  5.966E-28  1.885E-17
1.180E+03  6.195E-28  1.940E-17
1.169E+03  6.434E-28  1.996E-17
1.159E+03  6.681E-28  2.054E-17
1.148E+03  6.938E-28  2.113E-17
1.138E+03  7.204E-28  2.174E-17
1.127E+03  7.480E-28  2.237E-17
1.117E+03  7.767E-28  2.301E-17
1.107E+03  8.065E-28  2.367E-17
1.096E+03  8.373E-28  2.435E-17
1.086E+03  8.694E-28  2.505E-17
1.076E+03  9.026E-28  2.577E-17
1.067E+03  9.370E-28  2.651E-17
1.057E+03  9.728E-28  2.727E-17
