Dust emission from Draine & Li (2007): ApJ 657, 810-837
==========================================================
         1 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.000E-07 5.500E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 3.000E-01 3.000E-01 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 3.000E-01 = <U> 
     mmp83 = radfield
 1.341E-24 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  5.036E-28  1.696E-20 COBE-DIRBE
2.220E+00  5.998E-28  3.532E-20 COBE-DIRBE
3.530E+00  3.682E-27  3.448E-19 COBE-DIRBE
4.880E+00  1.606E-27  2.079E-19 COBE-DIRBE
1.229E+01  3.056E-26  9.964E-18 COBE-DIRBE
2.079E+01  4.369E-26  2.409E-17 COBE-DIRBE
5.599E+01  1.727E-25  2.565E-16 COBE-DIRBE
9.770E+01  6.737E-25  1.746E-15 COBE-DIRBE
1.479E+02  1.005E-24  3.941E-15 COBE-DIRBE
2.479E+02  5.775E-25  3.797E-15 COBE-DIRBE
1.200E+01  2.919E-26  9.292E-18 IRAS
2.500E+01  4.652E-26  3.085E-17 IRAS
6.000E+01  2.064E-25  3.286E-16 IRAS
1.000E+02  7.055E-25  1.871E-15 IRAS
3.550E+00  4.283E-27  4.033E-19 SST-IRAC
4.493E+00  1.164E-27  1.388E-19 SST-IRAC
5.731E+00  9.921E-27  1.508E-18 SST-IRAC
7.872E+00  3.053E-26  6.375E-18 SST-IRAC
2.368E+01  4.320E-26  2.714E-17 SST-MIPS
7.142E+01  2.939E-25  5.569E-16 SST-MIPS
1.559E+02  9.839E-25  4.069E-15 SST-MIPS
1.600E+01  3.643E-26  1.546E-17 SST-IRSPU
2.200E+01  4.386E-26  2.560E-17 SST-IRSPU
7.500E+01  2.435E-25  4.845E-16 Herschel-PACS
1.100E+02  5.220E-25  1.523E-15 Herschel-PACS
1.700E+02  7.610E-25  3.432E-15 Herschel-PACS
2.500E+02  5.163E-25  3.424E-15 Herschel-SPIRE
3.600E+02  2.011E-25  1.920E-15 Herschel-SPIRE
5.200E+02  6.011E-26  8.291E-16 Herschel-SPIRE
2.400E+00  6.602E-28  4.203E-20 Akari IRC NIR N2
3.200E+00  2.839E-27  2.409E-19 Akari IRC NIR N3
4.100E+00  1.267E-27  1.378E-19 Akari IRC NIR N4
7.000E+00  3.298E-26  6.124E-18 Akari IRC MIR-S S7
9.000E+00  2.678E-26  6.394E-18 Akari IRC MIR-S S9W
1.100E+01  2.631E-26  7.676E-18 Akari IRC MIR-S S11
1.500E+01  3.842E-26  1.529E-17 Akari IRC MIR-L L15
1.800E+01  4.087E-26  1.951E-17 Akari IRC MIR-L L18W
2.400E+01  4.364E-26  2.778E-17 Akari IRC MIR-L L24
6.500E+01  2.561E-25  4.415E-16 Akari FIS N60
8.000E+01  5.304E-25  1.126E-15 Akari FIS WIDE-S
1.400E+02  1.014E-24  3.767E-15 Akari FIS WIDE-L
1.600E+02  1.007E-24  4.274E-15 Akari FIS N160
 
 
 
 


lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  4.340E-31  1.151E-19
9.908E+03  4.498E-31  1.182E-19
9.817E+03  4.663E-31  1.214E-19
9.727E+03  4.833E-31  1.247E-19
9.638E+03  5.009E-31  1.281E-19
9.550E+03  5.192E-31  1.315E-19
9.462E+03  5.382E-31  1.351E-19
9.376E+03  5.579E-31  1.387E-19
9.290E+03  5.783E-31  1.425E-19
9.204E+03  5.994E-31  1.463E-19
9.120E+03  6.213E-31  1.503E-19
9.036E+03  6.440E-31  1.544E-19
8.954E+03  6.674E-31  1.585E-19
8.872E+03  6.917E-31  1.628E-19
8.790E+03  7.168E-31  1.671E-19
8.710E+03  7.429E-31  1.716E-19
8.630E+03  7.700E-31  1.763E-19
8.551E+03  7.980E-31  1.810E-19
8.472E+03  8.271E-31  1.859E-19
8.395E+03  8.572E-31  1.909E-19
8.318E+03  8.885E-31  1.960E-19
8.241E+03  9.210E-31  2.013E-19
8.166E+03  9.546E-31  2.068E-19
8.091E+03  9.895E-31  2.124E-19
8.017E+03  1.026E-30  2.181E-19
7.943E+03  1.063E-30  2.240E-19
7.870E+03  1.102E-30  2.301E-19
7.798E+03  1.142E-30  2.363E-19
7.727E+03  1.184E-30  2.427E-19
7.656E+03  1.228E-30  2.493E-19
7.586E+03  1.273E-30  2.561E-19
7.516E+03  1.319E-30  2.631E-19
7.447E+03  1.368E-30  2.702E-19
7.379E+03  1.418E-30  2.776E-19
7.311E+03  1.470E-30  2.851E-19
7.244E+03  1.524E-30  2.929E-19
7.178E+03  1.580E-30  3.009E-19
7.112E+03  1.639E-30  3.091E-19
7.047E+03  1.699E-30  3.176E-19
6.982E+03  1.762E-30  3.263E-19
6.918E+03  1.826E-30  3.352E-19
6.855E+03  1.894E-30  3.443E-19
6.792E+03  1.963E-30  3.537E-19
6.730E+03  2.036E-30  3.634E-19
6.668E+03  2.111E-30  3.733E-19
6.607E+03  2.189E-30  3.836E-19
6.546E+03  2.270E-30  3.941E-19
6.486E+03  2.353E-30  4.049E-19
6.427E+03  2.440E-30  4.160E-19
6.368E+03  2.531E-30  4.275E-19
6.310E+03  2.624E-30  4.392E-19
6.252E+03  2.721E-30  4.513E-19
6.194E+03  2.822E-30  4.637E-19
6.138E+03  2.927E-30  4.765E-19
6.081E+03  3.035E-30  4.896E-19
6.026E+03  3.148E-30  5.032E-19
5.970E+03  3.265E-30  5.171E-19
5.916E+03  3.386E-30  5.313E-19
5.861E+03  3.512E-30  5.460E-19
5.808E+03  3.643E-30  5.612E-19
5.754E+03  3.778E-30  5.767E-19
5.702E+03  3.919E-30  5.927E-19
5.649E+03  4.065E-30  6.091E-19
5.598E+03  4.216E-30  6.260E-19
5.546E+03  4.373E-30  6.434E-19
5.495E+03  4.536E-30  6.613E-19
5.445E+03  4.706E-30  6.797E-19
5.395E+03  4.881E-30  6.986E-19
5.346E+03  5.064E-30  7.180E-19
5.297E+03  5.253E-30  7.380E-19
5.248E+03  5.449E-30  7.586E-19
5.200E+03  5.653E-30  7.797E-19
5.152E+03  5.865E-30  8.015E-19
5.105E+03  6.084E-30  8.239E-19
5.058E+03  6.312E-30  8.469E-19
5.012E+03  6.548E-30  8.706E-19
4.966E+03  6.794E-30  8.949E-19
4.920E+03  7.048E-30  9.199E-19
4.875E+03  7.313E-30  9.457E-19
4.831E+03  7.587E-30  9.722E-19
4.786E+03  7.872E-30  9.994E-19
4.742E+03  8.167E-30  1.027E-18
4.699E+03  8.474E-30  1.056E-18
4.656E+03  8.793E-30  1.086E-18
4.613E+03  9.124E-30  1.116E-18
4.571E+03  9.467E-30  1.148E-18
4.529E+03  9.824E-30  1.180E-18
