Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         9 = grain model
 4.000E-08 4.000E-01 2.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 3.000E-01 3.000E-01 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 3.000E-01 = <U> 
     mmp83 = radfield
 2.832E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  5.002E-28  1.685E-20 COBE-DIRBE
2.220E+00  6.733E-28  3.965E-20 COBE-DIRBE
3.530E+00  2.808E-27  2.629E-19 COBE-DIRBE
4.880E+00  1.292E-27  1.672E-19 COBE-DIRBE
1.229E+01  1.497E-26  4.880E-18 COBE-DIRBE
2.079E+01  1.777E-26  9.798E-18 COBE-DIRBE
5.599E+01  3.252E-26  4.829E-17 COBE-DIRBE
9.770E+01  1.074E-25  2.782E-16 COBE-DIRBE
1.479E+02  1.898E-25  7.446E-16 COBE-DIRBE
2.479E+02  1.340E-25  8.808E-16 COBE-DIRBE
1.200E+01  1.485E-26  4.726E-18 IRAS
2.500E+01  1.749E-26  1.160E-17 IRAS
6.000E+01  3.649E-26  5.808E-17 IRAS
1.000E+02  1.133E-25  3.005E-16 IRAS
3.550E+00  3.223E-27  3.035E-19 SST-IRAC
4.493E+00  1.012E-27  1.206E-19 SST-IRAC
5.731E+00  6.110E-27  9.288E-19 SST-IRAC
7.872E+00  1.653E-26  3.452E-18 SST-IRAC
2.368E+01  1.620E-26  1.018E-17 SST-MIPS
7.142E+01  4.639E-26  8.788E-17 SST-MIPS
1.559E+02  1.911E-25  7.901E-16 SST-MIPS
1.600E+01  1.450E-26  6.152E-18 SST-IRSPU
2.200E+01  1.695E-26  9.894E-18 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.475E-31  3.912E-20
9.908E+03  1.528E-31  4.017E-20
9.817E+03  1.584E-31  4.125E-20
9.727E+03  1.641E-31  4.235E-20
9.638E+03  1.701E-31  4.348E-20
9.550E+03  1.762E-31  4.465E-20
9.462E+03  1.826E-31  4.584E-20
9.376E+03  1.893E-31  4.707E-20
9.290E+03  1.961E-31  4.833E-20
9.204E+03  2.032E-31  4.962E-20
9.120E+03  2.106E-31  5.095E-20
9.036E+03  2.182E-31  5.231E-20
8.954E+03  2.261E-31  5.370E-20
8.872E+03  2.342E-31  5.512E-20
8.790E+03  2.427E-31  5.659E-20
8.710E+03  2.514E-31  5.809E-20
8.630E+03  2.605E-31  5.963E-20
8.551E+03  2.699E-31  6.122E-20
8.472E+03  2.797E-31  6.285E-20
8.395E+03  2.898E-31  6.452E-20
8.318E+03  3.002E-31  6.624E-20
8.241E+03  3.111E-31  6.801E-20
8.166E+03  3.224E-31  6.983E-20
8.091E+03  3.340E-31  7.169E-20
8.017E+03  3.461E-31  7.361E-20
