Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         8 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 3.000E-01 1.000E+06 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 4.506E+00 = <U> 
     mmp83 = radfield
 2.869E-24 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  6.270E-27  2.112E-19 COBE-DIRBE
2.220E+00  1.081E-26  6.368E-19 COBE-DIRBE
3.530E+00  1.201E-26  1.125E-18 COBE-DIRBE
4.880E+00  1.199E-26  1.553E-18 COBE-DIRBE
1.229E+01  3.062E-25  9.983E-17 COBE-DIRBE
2.079E+01  9.259E-25  5.106E-16 COBE-DIRBE
5.599E+01  1.168E-24  1.735E-15 COBE-DIRBE
9.770E+01  9.749E-25  2.526E-15 COBE-DIRBE
1.479E+02  7.106E-25  2.788E-15 COBE-DIRBE
2.479E+02  2.777E-25  1.826E-15 COBE-DIRBE
1.200E+01  2.613E-25  8.318E-17 IRAS
2.500E+01  1.023E-24  6.782E-16 IRAS
6.000E+01  1.153E-24  1.835E-15 IRAS
1.000E+02  9.623E-25  2.553E-15 IRAS
3.550E+00  1.203E-26  1.133E-18 SST-IRAC
4.493E+00  1.189E-26  1.417E-18 SST-IRAC
5.731E+00  1.366E-26  2.077E-18 SST-IRAC
7.872E+00  9.905E-26  2.068E-17 SST-IRAC
2.368E+01  1.001E-24  6.288E-16 SST-MIPS
7.142E+01  1.008E-24  1.910E-15 SST-MIPS
1.559E+02  6.341E-25  2.622E-15 SST-MIPS
1.600E+01  4.670E-25  1.982E-16 SST-IRSPU
2.200E+01  1.025E-24  5.983E-16 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.632E-31  4.329E-20
