# Paranal-ISAAC.Ks
# energy
# wave[angstroms]    norm_trans
  1.9272000E+04    0.0000000E+00
  1.9275000E+04    1.1341726E-04
  1.9279000E+04    1.1341727E-03
  1.9283000E+04    2.3817625E-03
  1.9286000E+04    3.0622662E-03
  1.9290000E+04    2.9488490E-03
  1.9294000E+04    2.3817625E-03
  1.9298000E+04    1.5878417E-03
  1.9301000E+04    1.2475899E-03
  1.9305000E+04    1.4744245E-03
  1.9309000E+04    2.0415108E-03
  1.9312000E+04    2.7220144E-03
  1.9316000E+04    3.1756833E-03
  1.9320000E+04    3.5159353E-03
  1.9324000E+04    3.7427698E-03
  1.9327000E+04    3.6293524E-03
  1.9331000E+04    3.1756833E-03
  1.9335001E+04    2.6085970E-03
  1.9339000E+04    2.0415108E-03
  1.9342000E+04    1.8146762E-03
  1.9346000E+04    1.8146762E-03
  1.9349999E+04    1.7012589E-03
  1.9354000E+04    1.3610072E-03
  1.9357001E+04    9.0733811E-04
  1.9361000E+04    3.4025181E-04
  1.9365000E+04    3.4025181E-04
  1.9369000E+04    6.8050361E-04
  1.9372000E+04    1.3610072E-03
  1.9376000E+04    2.1549282E-03
  1.9380000E+04    2.7220144E-03
  1.9384000E+04    2.8354316E-03
  1.9387000E+04    2.7220144E-03
  1.9391000E+04    2.3817625E-03
  1.9395000E+04    1.8146762E-03
  1.9399000E+04    1.3610072E-03
  1.9402000E+04    1.1341727E-03
  1.9406000E+04    1.0207554E-03
  1.9410000E+04    1.1341727E-03
  1.9414001E+04    1.2475899E-03
  1.9417000E+04    1.2475899E-03
  1.9421000E+04    1.1341727E-03
  1.9425000E+04    9.0733811E-04
  1.9428999E+04    5.6708633E-04
  1.9433000E+04    4.5366905E-04
  1.9436001E+04    5.6708633E-04
  1.9440000E+04    7.9392083E-04
  1.9444000E+04    1.2475899E-03
  1.9448000E+04    1.9280935E-03
  1.9450999E+04    2.3817625E-03
  1.9455000E+04    2.8354316E-03
  1.9459000E+04    3.1756833E-03
  1.9463000E+04    3.4025179E-03
  1.9467000E+04    3.4025179E-03
  1.9470000E+04    3.1756833E-03
  1.9474000E+04    2.7220144E-03
  1.9478000E+04    2.2683453E-03
  1.9482000E+04    2.1549282E-03
  1.9486001E+04    2.3817625E-03
  1.9489000E+04    2.7220144E-03
  1.9493001E+04    2.9488490E-03
  1.9497000E+04    2.6085970E-03
  1.9500999E+04    2.2683453E-03
  1.9505000E+04    1.9280935E-03
  1.9507999E+04    2.0415108E-03
  1.9512000E+04    2.2683453E-03
  1.9516000E+04    2.3817625E-03
  1.9520000E+04    2.1549282E-03
  1.9524000E+04    1.5878417E-03
  1.9527000E+04    1.1341727E-03
  1.9531000E+04    1.1341727E-03
  1.9535000E+04    1.3610072E-03
  1.9539000E+04    1.9280935E-03
  1.9543000E+04    2.4951799E-03
  1.9547000E+04    2.9488490E-03
  1.9550000E+04    2.9488490E-03
  1.9554000E+04    2.8354316E-03
  1.9558001E+04    2.3817625E-03
  1.9562000E+04    2.0415108E-03
  1.9566000E+04    1.9280935E-03
  1.9569000E+04    2.2683453E-03
  1.9572999E+04    2.7220144E-03
  1.9577000E+04    3.1756833E-03
  1.9581000E+04    3.6293524E-03
  1.9585000E+04    3.9696046E-03
  1.9589000E+04    4.3098563E-03
  1.9592000E+04    4.7635250E-03
  1.9596000E+04    5.2171941E-03
  1.9600000E+04    5.5574458E-03
  1.9604000E+04    5.6708632E-03
  1.9608001E+04    5.6708632E-03
  1.9612000E+04    5.5574458E-03
  1.9615999E+04    5.5574458E-03
  1.9619000E+04    5.3306115E-03
  1.9622999E+04    4.8769424E-03
  1.9627000E+04    4.3098563E-03
  1.9631000E+04    3.7427698E-03
  1.9635000E+04    3.2891007E-03
  1.9639000E+04    3.1756833E-03
  1.9643000E+04    3.5159353E-03
  1.9646000E+04    4.4232733E-03
  1.9650000E+04    5.7842806E-03
  1.9654000E+04    7.0318705E-03
  1.9658000E+04    7.7123740E-03
  1.9662000E+04    7.4855397E-03
  1.9665999E+04    6.4647840E-03
  1.9670000E+04    5.2171941E-03
  1.9673001E+04    4.4232733E-03
  1.9677000E+04    4.0830215E-03
  1.9681000E+04    4.0830215E-03
  1.9685000E+04    4.1964389E-03
  1.9689000E+04    4.3098563E-03
  1.9693000E+04    4.6501081E-03
  1.9697000E+04    5.1037767E-03
  1.9701000E+04    5.6708632E-03
  1.9704000E+04    6.3513666E-03
  1.9708000E+04    6.8050358E-03
  1.9712000E+04    7.1452875E-03
  1.9716001E+04    7.3721223E-03
  1.9720000E+04    7.5989566E-03
  1.9724000E+04    7.7123740E-03
  1.9728000E+04    7.7123740E-03
  1.9732000E+04    7.8257909E-03
  1.9736000E+04    8.1660431E-03
  1.9739000E+04    8.7331291E-03
  1.9743000E+04    9.1867987E-03
  1.9747000E+04    9.3002161E-03
  1.9751000E+04    8.8465465E-03
