0.00251694	1.42635903
0.00484027	1.96576835
0.00716360	2.58782750
0.01000000	3.42870490
0.01413359	4.38319755
0.02000000	4.83570015
0.02497580	5.02912624
0.03000000	4.97278150
0.04000000	4.79051388
0.05000000	4.48290678
0.06000000	4.19889533
0.07000000	3.89574453
0.08000000	3.62270487
0.09000000	3.35704335
0.10000000	3.12561990
0.11000000	2.89674379
0.12000000	2.66216836
0.13000000	2.52549461
0.14000000	2.33063032
0.15000000	2.20808903
0.16000000	2.03714222
0.17000000	1.93164559
0.18000000	1.80670410
0.19000000	1.68901154
0.20000000	1.60143049
0.21000000	1.51494537
0.22000000	1.43403718
0.23000000	1.37713316
0.24000000	1.28298454
0.25000000	1.21546465
0.26000000	1.16587396
0.27000000	1.12104000
0.28000000	1.06328464
0.29000000	1.00706155
0.30000000	0.96676811
0.31000000	0.92946807
0.32000000	0.87923564
0.33000000	0.83590620
0.34000000	0.81225058
0.35000000	0.76857553
0.36000000	0.74884521
0.37000000	0.70730831
0.38000000	0.68608003
0.39000000	0.65220285
0.40000000	0.63386469
0.41000000	0.60150772
0.42000000	0.58547944
0.43000000	0.56287956
0.44000000	0.54039792
0.45000000	0.52589682
0.46000000	0.50600564
0.47000000	0.48628999
0.48000000	0.47160213
0.49000000	0.45544157
0.50000000	0.44094473
0.51000000	0.42307449
0.52000000	0.41280235
0.53000000	0.40169854
0.54000000	0.38470101
0.55000000	0.37527312
0.56000000	0.36495220
0.57000000	0.35055386
0.58000000	0.34113563
0.59000000	0.33203866
0.60000000	0.32344544
0.61000000	0.31098425
0.62000000	0.30178101
0.63000000	0.29409294
0.64000000	0.28652305
0.65000000	0.27886600
0.66000000	0.26701944
0.67000000	0.26409343
0.68000000	0.25666119
0.69000000	0.25005781
0.70000000	0.24335695
0.71000000	0.23673921
0.72000000	0.23043445
0.73000000	0.22424580
0.74000000	0.21826281
0.75000000	0.21279776
0.76000000	0.20656381
0.77000000	0.20131491
0.78000000	0.19677796
0.79000000	0.19351925
0.80000000	0.18833535
0.81000000	0.18305426
0.82000000	0.17791252
0.83000000	0.17317183
0.84000000	0.17119201
0.85000000	0.16655850
0.86000000	0.16414180
0.87000000	0.15989569
0.88000000	0.15562698
0.89000000	0.15141695
0.90000000	0.14960066
0.91000000	0.14566468
0.92000000	0.14157471
0.93000000	0.13960042
0.94000000	0.13587813
0.95000000	0.13229681
0.96000000	0.12857655
0.97000000	0.12701794
0.98000000	0.12542094
0.99000000	0.12204558
1.00000000	0.11739558
