0.00406583	0.01599485
0.00561471	0.03999356
0.00716360	0.07772259
0.00793804	0.15454492
0.00922556	0.28151428
0.01026137	0.53255953
0.01103582	0.88160416
0.01490803	1.63655403
0.01845111	2.75011542
0.02187803	4.09204403
0.02922556	5.85028903
0.03767667	7.12199684
0.04922556	7.97866625
0.06000000	7.78317083
0.07000000	7.17724268
0.08000000	6.69439955
0.09000000	5.97916696
0.10000000	5.40912826
0.11000000	4.67063625
0.12000000	4.17604638
0.13000000	3.67914974
0.14000000	3.20942788
0.15000000	2.89482556
0.16000000	2.50016769
0.17000000	2.21449699
0.18000000	1.91176136
0.19000000	1.72935262
0.20000000	1.50823123
0.21000000	1.32213253
0.22000000	1.16579682
0.23000000	1.03275400
0.24000000	0.92200105
0.25000000	0.81339653
0.26000000	0.74181067
0.27000000	0.64444388
0.28000000	0.58246466
0.29000000	0.51341671
0.30000000	0.46236143
0.31000000	0.40736291
0.32000000	0.37531068
0.33000000	0.33900510
0.34000000	0.30389664
0.35000000	0.27525886
0.36000000	0.24624105
0.37000000	0.22745038
0.38000000	0.20296754
0.39000000	0.18718378
0.40000000	0.16766609
0.41000000	0.15452812
0.42000000	0.13928789
0.43000000	0.12665031
0.44000000	0.11661036
0.45000000	0.10644592
0.46000000	0.09716416
0.47000000	0.08845454
0.48000000	0.08178832
0.49000000	0.07411865
0.50000000	0.06898598
0.51000000	0.06249565
0.52000000	0.05850835
0.53000000	0.05344273
0.54000000	0.04976937
0.55000000	0.04579781
0.56000000	0.04195166
0.57000000	0.03854411
0.58000000	0.03579186
0.59000000	0.03333241
0.60000000	0.03095925
0.61000000	0.02852493
0.62000000	0.02632738
0.63000000	0.02465685
0.64000000	0.02277254
0.65000000	0.02109676
0.66000000	0.01944191
0.67000000	0.01833791
0.68000000	0.01684429
0.69000000	0.01608105
0.70000000	0.01479461
0.71000000	0.01397303
0.72000000	0.01291030
0.73000000	0.01224025
0.74000000	0.01138200
0.75000000	0.01068402
0.76000000	0.00976885
0.77000000	0.00926590
0.78000000	0.00868530
0.79000000	0.00816210
0.80000000	0.00767432
0.81000000	0.00723307
0.82000000	0.00677139
0.83000000	0.00632536
0.84000000	0.00592738
0.85000000	0.00554432
0.86000000	0.00529193
0.87000000	0.00493695
0.88000000	0.00470596
0.89000000	0.00437033
0.90000000	0.00416060
0.91000000	0.00389165
0.92000000	0.00368223
0.93000000	0.00347287
0.94000000	0.00329922
0.95000000	0.00308972
0.96000000	0.00292482
0.97000000	0.00274956
0.98000000	0.00259462
0.99000000	0.00246237
1.00000000	0.00233431
