0.00019361	0.80423280
0.01000000	0.92448625
0.02000000	1.08257293
0.03000000	1.24598224
0.04000000	1.41842885
0.05000000	1.59908766
0.06000000	1.79821597
0.07000000	2.00077340
0.08000000	2.20044583
0.09000000	2.39984062
0.10000000	2.59911609
0.11000000	2.78960618
0.12000000	2.97596733
0.13000000	3.15187613
0.14000000	3.28590829
0.15000000	3.39994132
0.16000000	3.49710153
0.17000000	3.57217463
0.18000000	3.59999197
0.19000000	3.61393604
0.20000000	3.58627240
0.21000000	3.53576376
0.22000000	3.46261922
0.23000000	3.35520786
0.24000000	3.23042208
0.25000000	3.09619094
0.26000000	2.94684520
0.27000000	2.77707281
0.28000000	2.61224874
0.29000000	2.43738976
0.30000000	2.26275858
0.31000000	2.09681744
0.32000000	1.91803530
0.33000000	1.75493127
0.34000000	1.58453471
0.35000000	1.43532949
0.36000000	1.30018827
0.37000000	1.16279353
0.38000000	1.04772952
0.39000000	0.92156443
0.40000000	0.82370435
0.41000000	0.72872561
0.42000000	0.64809436
0.43000000	0.57028724
0.44000000	0.49117435
0.45000000	0.42316633
0.46000000	0.35170839
0.47000000	0.28943267
0.48000000	0.24679710
0.49000000	0.21285888
0.50000000	0.16819843
0.51000000	0.13058200
0.52000000	0.09885989
0.53000000	0.08856049
0.54000000	0.08254863
0.55000000	0.07162072
0.56000000	0.05000169
0.57483059	0.04232804
0.59031946	0.04232804
0.60271055	0.02116402
0.61587609	0.00000000
0.62904163	0.00000000
