0.02420136	0.00000000
0.03349468	0.00000000
0.04201355	0.02116402
0.04900000	0.04274708
0.05600000	0.07964380
0.06300000	0.11707214
0.07000000	0.15831182
0.07700000	0.23137238
0.08400000	0.33193492
0.09100000	0.47263215
0.09800000	0.67091555
0.10654889	0.95012315
0.11200000	1.17034091
0.11900000	1.57193764
0.12677444	2.03041672
0.13377444	2.57062790
0.14000000	3.06418961
0.14545111	3.53231870
0.15322556	4.19048457
0.16177444	5.06172877
0.16800000	5.62879305
0.17345111	6.14771787
0.18200000	6.84464109
0.18822556	7.23213238
0.19445111	7.61805691
0.20222556	7.86795052
0.21000000	7.97382889
0.21700000	7.87265222
0.22322556	7.70638086
0.23100000	7.25356673
0.23954889	6.68046803
0.24500000	6.20196602
0.25122556	5.64499060
0.25900000	4.95769109
0.26677444	4.15103045
0.27222556	3.70370456
0.27922556	3.06640169
0.28700000	2.45015905
0.29322556	2.01982741
0.29867667	1.62389398
0.30800000	1.15401883
0.31500000	0.89731802
0.32200000	0.64635836
0.32900000	0.44232681
0.33600000	0.32566565
0.34300000	0.22932795
0.35000000	0.15112463
0.35700000	0.09685138
0.36400000	0.06097466
0.37100000	0.02847201
0.38121975	0.00000000
0.39206196	0.00000000
0.40135528	0.00000000
