0.00019361	0.29629630
0.01000000	0.34011790
0.02000000	0.39586975
0.03000000	0.45788952
0.04000000	0.51487200
0.05000000	0.58826828
0.06000000	0.66289518
0.07000000	0.74390140
0.08000000	0.84353407
0.09000000	0.94887748
0.10000000	1.06250002
0.11000000	1.20832575
0.12000000	1.33378325
0.13000000	1.48670602
0.14000000	1.65394583
0.15000000	1.83656164
0.16000000	2.01965907
0.17000000	2.23068604
0.18000000	2.44177892
0.19000000	2.64671468
0.20000000	2.85742998
0.21000000	3.05697160
0.22000000	3.27483919
0.23000000	3.45551281
0.24000000	3.62352426
0.25000000	3.76019500
0.26000000	3.85464647
0.27000000	3.93125382
0.28000000	3.96250000
0.29000000	3.94058586
0.30000000	3.88218659
0.31000000	3.78318490
0.32000000	3.63872320
0.33000000	3.46509079
0.34000000	3.25930425
0.35000000	3.01165579
0.36000000	2.78095548
0.37000000	2.51326667
0.38000000	2.26463130
0.39000000	2.01619650
0.40000000	1.74782005
0.41000000	1.49921459
0.42000000	1.27567920
0.43000000	1.07718715
0.44000000	0.89121160
0.45000000	0.73265044
0.46000000	0.59613510
0.47000000	0.47207714
0.48000000	0.37920875
0.49000000	0.30000000
0.50000000	0.23098452
0.51000000	0.16878188
0.52000000	0.12676891
0.53000000	0.10282136
0.54000000	0.06763079
0.55000000	0.05176677
0.56000000	0.03675199
0.57000000	0.02883598
0.58000000	0.02883598
0.59031946	0.02116402
0.60116167	0.02116402
0.61200387	0.00000000
0.62129719	0.00000000
