Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         9 = grain model
 4.000E-08 4.000E-01 2.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 5.000E-01 5.000E-01 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 5.000E-01 = <U> 
     mmp83 = radfield
 4.720E-25 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  8.579E-28  2.890E-20 COBE-DIRBE
2.220E+00  1.133E-27  6.674E-20 COBE-DIRBE
3.530E+00  4.683E-27  4.385E-19 COBE-DIRBE
4.880E+00  2.153E-27  2.787E-19 COBE-DIRBE
1.229E+01  2.496E-26  8.136E-18 COBE-DIRBE
2.079E+01  2.976E-26  1.641E-17 COBE-DIRBE
5.599E+01  6.334E-26  9.407E-17 COBE-DIRBE
9.770E+01  2.143E-25  5.554E-16 COBE-DIRBE
1.479E+02  3.250E-25  1.275E-15 COBE-DIRBE
2.479E+02  1.936E-25  1.273E-15 COBE-DIRBE
1.200E+01  2.474E-26  7.876E-18 IRAS
2.500E+01  2.936E-26  1.947E-17 IRAS
6.000E+01  7.283E-26  1.159E-16 IRAS
1.000E+02  2.244E-25  5.953E-16 IRAS
3.550E+00  5.374E-27  5.061E-19 SST-IRAC
4.493E+00  1.686E-27  2.009E-19 SST-IRAC
5.731E+00  1.018E-26  1.548E-18 SST-IRAC
7.872E+00  2.755E-26  5.753E-18 SST-IRAC
2.368E+01  2.721E-26  1.709E-17 SST-MIPS
7.142E+01  9.661E-26  1.830E-16 SST-MIPS
1.559E+02  3.195E-25  1.321E-15 SST-MIPS
1.600E+01  2.421E-26  1.028E-17 SST-IRSPU
2.200E+01  2.844E-26  1.660E-17 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.615E-31  4.284E-20
9.908E+03  1.674E-31  4.399E-20
