Dust emission from Draine & Li (2007): ApJ 657, 810-837
==========================================================
         1 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.000E-07 5.500E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.500E+01 1.500E+01 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.500E+01 = <U> 
     mmp83 = radfield
 6.702E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  2.528E-26  8.516E-19 COBE-DIRBE
2.220E+00  2.992E-26  1.762E-18 COBE-DIRBE
3.530E+00  1.834E-25  1.718E-17 COBE-DIRBE
4.880E+00  8.020E-26  1.038E-17 COBE-DIRBE
1.229E+01  1.682E-24  5.484E-16 COBE-DIRBE
2.079E+01  2.953E-24  1.629E-15 COBE-DIRBE
5.599E+01  4.279E-23  6.355E-14 COBE-DIRBE
9.770E+01  4.225E-23  1.095E-13 COBE-DIRBE
1.479E+02  2.181E-23  8.558E-14 COBE-DIRBE
2.479E+02  4.869E-24  3.201E-14 COBE-DIRBE
1.200E+01  1.557E-24  4.957E-16 IRAS
2.500E+01  3.544E-24  2.350E-15 IRAS
6.000E+01  4.411E-23  7.021E-14 IRAS
1.000E+02  4.120E-23  1.093E-13 IRAS
3.550E+00  2.133E-25  2.009E-17 SST-IRAC
4.493E+00  5.811E-26  6.926E-18 SST-IRAC
5.731E+00  4.973E-25  7.559E-17 SST-IRAC
7.872E+00  1.548E-24  3.233E-16 SST-IRAC
2.368E+01  3.168E-24  1.990E-15 SST-MIPS
7.142E+01  4.571E-23  8.659E-14 SST-MIPS
1.559E+02  1.782E-23  7.368E-14 SST-MIPS
1.600E+01  2.226E-24  9.448E-16 SST-IRSPU
2.200E+01  3.156E-24  1.842E-15 SST-IRSPU
7.500E+01  3.954E-23  7.867E-14 Herschel-PACS
1.100E+02  2.974E-23  8.677E-14 Herschel-PACS
1.700E+02  1.352E-23  6.097E-14 Herschel-PACS
2.500E+02  4.020E-24  2.666E-14 Herschel-SPIRE
3.600E+02  9.628E-25  9.194E-15 Herschel-SPIRE
5.200E+02  2.128E-25  2.935E-15 Herschel-SPIRE
2.400E+00  3.292E-26  2.096E-18 Akari IRC NIR N2
3.200E+00  1.414E-25  1.200E-17 Akari IRC NIR N3
4.100E+00  6.325E-26  6.879E-18 Akari IRC NIR N4
7.000E+00  1.669E-24  3.099E-16 Akari IRC MIR-S S7
9.000E+00  1.373E-24  3.278E-16 Akari IRC MIR-S S9W
1.100E+01  1.391E-24  4.060E-16 Akari IRC MIR-S S11
1.500E+01  2.343E-24  9.321E-16 Akari IRC MIR-L L15
1.800E+01  2.688E-24  1.283E-15 Akari IRC MIR-L L18W
2.400E+01  3.093E-24  1.969E-15 Akari IRC MIR-L L24
6.500E+01  4.905E-23  8.458E-14 Akari FIS N60
8.000E+01  4.561E-23  9.678E-14 Akari FIS WIDE-S
