# M = 5.00e+08
# logmdot = -1.00
# L2500 = 8.8520e-04
# gamma = 1.476
# dist = 10 Mpc
# 1: E_lo [keV]
# 2: E_hi [keV]
# 3: E_mid [keV]
# 4: wave_mid [micron]
# 5: nu_mid [micron]
# 6: Flux density [photons cm-2 s-1 Hz-1]
# 7: Lnu [Lsun Hz-1]
1.000000000000000082e-05 1.076783802484443460e-05 1.038391901242221855e-05 1.194001978298162072e+02 2.510820446271797363e+12 3.726663530005690152e-12 1.937897911408673758e-07
1.076783802484443460e-05 1.159463357292854477e-05 1.118123579888648968e-05 1.108859527365906388e+02 2.703610787492229980e+12 4.009793985897043831e-12 2.245232321596700510e-07
1.159463357292854477e-05 1.248491362707178613e-05 1.203977360000016460e-05 1.029788454105138413e+02 2.911204304193840820e+12 4.314190335477982045e-12 2.601159845222311420e-07
1.248491362707178613e-05 1.344355276904817373e-05 1.296423319805997993e-05 9.563558178801794440e+01 3.134737640478918457e+12 4.641398387887503695e-12 3.013318935015954912e-07
1.344355276904817373e-05 1.447579986955596004e-05 1.395967631930206689e-05 8.881595503884793175e+01 3.375434716305998535e+12 4.993085655798014659e-12 3.490549361724027872e-07
1.447579986955596004e-05 1.558730682754424590e-05 1.503155334855010213e-05 8.248262542018612464e+01 3.634613428861967773e+12 5.371043616502400805e-12 4.043076518597374366e-07
1.558730682754424590e-05 1.678415951625481658e-05 1.618573317189952955e-05 7.660091582904161100e+01 3.913692868491006348e+12 5.777141195726336676e-12 4.682683205191853419e-07
1.678415951625481658e-05 1.807291110541828282e-05 1.742853531083654801e-05 7.113862193348545304e+01 4.214201088689990234e+12 6.213440983550974317e-12 5.423035999899399104e-07
1.807291110541828282e-05 1.946061794205562184e-05 1.876676452373695063e-05 6.606583584313646895e+01 4.537783472713684570e+12 6.682074874678202920e-12 6.279862886734725960e-07
1.946061794205562184e-05 2.095487818634363467e-05 2.020774806419962656e-05 6.135478235343435927e+01 4.886211742599703125e+12 7.185352608341746266e-12 7.271356254460510936e-07
2.095487818634363467e-05 2.256387341408937170e-05 2.175937580021650318e-05 5.697966686708294048e+01 5.261393659940641602e+12 7.725731801286854197e-12 8.418514794765468798e-07
2.256387341408937170e-05 2.429641341360079312e-05 2.343014341384508072e-05 5.291653415998166565e+01 5.665383471518420898e+12 8.305798971303648743e-12 9.745537152608944902e-07
2.429641341360079312e-05 2.616198442223104434e-05 2.522919891791591704e-05 4.914313721834260207e+01 6.100393156994115234e+12 8.928405175060099399e-12 1.128045897869008355e-06
2.616198442223104434e-05 2.817080106670871752e-05 2.716639274446988093e-05 4.563881542883130038e+01 6.568804540238195312e+12 9.596429010229444926e-12 1.305542604732557502e-06
2.817080106670871752e-05 3.033386229164336125e-05 2.925233167917603769e-05 4.238438145478205854e+01 7.073182330614750977e+12 1.031289760343419060e-11 1.510743080663338172e-06
3.033386229164336125e-05 3.266301158243521522e-05 3.149843693703928654e-05 3.936201617909686234e+01 7.616288165625122070e+12 1.108116822386321828e-11 1.747929733910217363e-06
3.266301158243521522e-05 3.517100181232792907e-05 3.391700669738157553e-05 3.655517113860521050e+01 8.201095731799077148e+12 1.190471579165907965e-11 2.022022425851161180e-06
3.517100181232792907e-05 3.787156506866571791e-05 3.652128344049682010e-05 3.394847791568017925e+01 8.830807046625539062e+12 1.278721277528351412e-11 2.338682910201860018e-06
3.787156506866571791e-05 4.077948784067480885e-05 3.932552645467026338e-05 3.152766399099941808e+01 9.508869990671855469e+12 1.373245930049137621e-11 2.704408454354040566e-06
4.077948784067480885e-05 4.391069198044994867e-05 4.234508991056238215e-05 2.927947459671685948e+01 1.023899718588584570e+13 1.474458851715860632e-11 3.126692237699905617e-06
4.391069198044994867e-05 4.728232188043194804e-05 4.559650693044094497e-05 2.719160014216494048e+01 1.102518632344566211e+13 1.582777836901313785e-11 3.614106555760535642e-06
4.728232188043194804e-05 5.091283834470491183e-05 4.909758011256842993e-05 2.525260881471869112e+01 1.187174205245928906e+13 1.698644950672638384e-11 4.176496473450101417e-06
5.091283834470491183e-05 5.482211966808713048e-05 5.286747900639602454e-05 2.345188398678899944e+01 1.278329954936158594e+13 1.822528021088011398e-11 4.825165732212296715e-06
5.482211966808713048e-05 5.903157047645993293e-05 5.692684507227352832e-05 2.177956608622727330e+01 1.376484989705922266e+13 1.954896313716778291e-11 5.573015646154657257e-06
5.903157047645993293e-05 6.356423892427092825e-05 6.129790470036543737e-05 2.022649861186219411e+01 1.482176741278301758e+13 2.096250987669102863e-11 6.434848536682423617e-06
6.356423892427092825e-05 6.844494289090597501e-05 6.600459090758844486e-05 1.878417799858615567e+01 1.595983907427648633e+13 2.247130173719580754e-11 7.427656209088865528e-06
6.844494289090597501e-05 7.370040586690031204e-05 7.107267437890314352e-05 1.744470705748524608e+01 1.718529620543922070e+13 2.407997354696959319e-11 8.570537950411365107e-06
7.370040586690031204e-05 7.935940327400752773e-05 7.652990457045392666e-05 1.620075173608240959e+01 1.850484859491430078e+13 2.579400550130090075e-11 9.885516811337433091e-06
7.935940327400752773e-05 8.545292002028221517e-05 8.240616164714487145e-05 1.504550096194122943e+01 1.992572123443070703e+13 2.761887177529460519e-11 1.139764270987071405e-05
8.545292002028221517e-05 9.201432015283831224e-05 8.873362008656027048e-05 1.397262934976086868e+01 2.145569387805529297e+13 2.955980891539264416e-11 1.313527716841273504e-05
9.201432015283831224e-05 9.907952953719418199e-05 9.554692484501625389e-05 1.297626256777088827e+01 2.310314363895455078e+13 3.162213516486279056e-11 1.513064088506062173e-05
