Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        11 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 8.000E+00 8.000E+00 1.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 8.000E+00 = <U> 
     mmp83 = radfield
 4.422E-24 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  4.496E-27  1.515E-19 COBE-DIRBE
2.220E+00  7.537E-27  4.438E-19 COBE-DIRBE
3.530E+00  1.285E-26  1.204E-18 COBE-DIRBE
4.880E+00  9.683E-27  1.253E-18 COBE-DIRBE
1.229E+01  1.154E-25  3.763E-17 COBE-DIRBE
2.079E+01  1.872E-25  1.032E-16 COBE-DIRBE
5.599E+01  1.767E-24  2.624E-15 COBE-DIRBE
9.770E+01  3.393E-24  8.794E-15 COBE-DIRBE
1.479E+02  2.318E-24  9.092E-15 COBE-DIRBE
2.479E+02  6.485E-25  4.264E-15 COBE-DIRBE
1.200E+01  1.137E-25  3.619E-17 IRAS
2.500E+01  2.026E-25  1.344E-16 IRAS
6.000E+01  2.014E-24  3.205E-15 IRAS
1.000E+02  3.392E-24  8.998E-15 IRAS
3.550E+00  1.373E-26  1.293E-18 SST-IRAC
4.493E+00  9.105E-27  1.085E-18 SST-IRAC
5.731E+00  2.062E-26  3.134E-18 SST-IRAC
7.872E+00  8.192E-26  1.711E-17 SST-IRAC
2.368E+01  1.927E-25  1.210E-16 SST-MIPS
7.142E+01  2.589E-24  4.904E-15 SST-MIPS
1.559E+02  1.985E-24  8.207E-15 SST-MIPS
1.600E+01  1.148E-25  4.871E-17 SST-IRSPU
2.200E+01  1.988E-25  1.160E-16 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.680E-31  4.457E-20
9.908E+03  1.741E-31  4.576E-20
9.817E+03  1.804E-31  4.699E-20
9.727E+03  1.870E-31  4.825E-20
9.638E+03  1.938E-31  4.954E-20
9.550E+03  2.008E-31  5.087E-20
9.462E+03  2.081E-31  5.223E-20
9.376E+03  2.156E-31  5.363E-20
9.290E+03  2.235E-31  5.507E-20
9.204E+03  2.316E-31  5.654E-20
9.120E+03  2.400E-31  5.806E-20
9.036E+03  2.487E-31  5.961E-20
8.954E+03  2.577E-31  6.120E-20
8.872E+03  2.670E-31  6.283E-20
8.790E+03  2.766E-31  6.450E-20
8.710E+03  2.866E-31  6.621E-20
8.630E+03  2.970E-31  6.798E-20
8.551E+03  3.077E-31  6.979E-20
8.472E+03  3.188E-31  7.165E-20
8.395E+03  3.304E-31  7.356E-20
8.318E+03  3.423E-31  7.553E-20
8.241E+03  3.547E-31  7.755E-20
8.166E+03  3.676E-31  7.962E-20
8.091E+03  3.809E-31  8.175E-20
8.017E+03  3.948E-31  8.395E-20
7.943E+03  4.091E-31  8.620E-20
7.870E+03  4.240E-31  8.851E-20
7.798E+03  4.394E-31  9.089E-20
7.727E+03  4.554E-31  9.334E-20
7.656E+03  4.720E-31  9.585E-20
7.586E+03  4.892E-31  9.843E-20
7.516E+03  5.070E-31  1.011E-19
7.447E+03  5.255E-31  1.038E-19
7.379E+03  5.447E-31  1.066E-19
7.311E+03  5.646E-31  1.095E-19
7.244E+03  5.852E-31  1.125E-19
7.178E+03  6.066E-31  1.155E-19
7.112E+03  6.288E-31  1.186E-19
7.047E+03  6.519E-31  1.218E-19
6.982E+03  6.757E-31  1.252E-19
6.918E+03  7.004E-31  1.285E-19
6.855E+03  7.261E-31  1.320E-19
6.792E+03  7.527E-31  1.356E-19
6.730E+03  7.802E-31  1.393E-19
6.668E+03  8.088E-31  1.431E-19
6.607E+03  8.385E-31  1.470E-19
6.546E+03  8.693E-31  1.510E-19
6.486E+03  9.013E-31  1.551E-19
6.427E+03  9.344E-31  1.593E-19
6.368E+03  9.688E-31  1.636E-19
6.310E+03  1.004E-30  1.681E-19
6.252E+03  1.041E-30  1.727E-19
6.194E+03  1.080E-30  1.774E-19
6.138E+03  1.120E-30  1.823E-19
6.081E+03  1.161E-30  1.873E-19
6.026E+03  1.204E-30  1.924E-19
5.970E+03  1.248E-30  1.977E-19
5.916E+03  1.295E-30  2.031E-19
5.861E+03  1.342E-30  2.087E-19
5.808E+03  1.392E-30  2.145E-19
5.754E+03  1.444E-30  2.204E-19
5.702E+03  1.497E-30  2.264E-19
5.649E+03  1.553E-30  2.327E-19
5.598E+03  1.610E-30  2.391E-19
5.546E+03  1.670E-30  2.457E-19
5.495E+03  1.732E-30  2.525E-19
5.445E+03  1.797E-30  2.595E-19
5.395E+03  1.864E-30  2.667E-19
5.346E+03  1.933E-30  2.741E-19
5.297E+03  2.005E-30  2.817E-19
5.248E+03  2.080E-30  2.895E-19
5.200E+03  2.157E-30  2.975E-19
5.152E+03  2.238E-30  3.058E-19
5.105E+03  2.321E-30  3.143E-19
5.058E+03  2.408E-30  3.231E-19
5.012E+03  2.498E-30  3.321E-19
4.966E+03  2.591E-30  3.413E-19
4.920E+03  2.688E-30  3.508E-19
4.875E+03  2.789E-30  3.606E-19
4.831E+03  2.893E-30  3.707E-19
4.786E+03  3.001E-30  3.810E-19
4.742E+03  3.114E-30  3.917E-19
4.699E+03  3.230E-30  4.027E-19
4.656E+03  3.352E-30  4.139E-19
4.613E+03  3.478E-30  4.255E-19
4.571E+03  3.608E-30  4.375E-19
4.529E+03  3.744E-30  4.498E-19
4.487E+03  3.885E-30  4.624E-19
4.446E+03  4.031E-30  4.754E-19
4.406E+03  4.183E-30  4.888E-19
4.365E+03  4.341E-30  5.026E-19
4.325E+03  4.505E-30  5.168E-19
4.285E+03  4.675E-30  5.314E-19
4.246E+03  4.851E-30  5.464E-19
4.207E+03  5.035E-30  5.619E-19
4.169E+03  5.225E-30  5.778E-19
4.130E+03  5.423E-30  5.941E-19
4.093E+03  5.628E-30  6.110E-19
4.055E+03  5.841E-30  6.283E-19
4.018E+03  6.063E-30  6.462E-19
3.981E+03  6.293E-30  6.645E-19
3.945E+03  6.531E-30  6.834E-19
