Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        10 = grain model
 4.000E-08 4.000E-01 5.000E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 5.000E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 3.000E+00 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.748E+01 = <U> 
     mmp83 = radfield
 1.827E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  5.088E-26  1.714E-18 COBE-DIRBE
2.220E+00  6.820E-26  4.016E-18 COBE-DIRBE
3.530E+00  3.590E-25  3.362E-17 COBE-DIRBE
4.880E+00  1.730E-25  2.240E-17 COBE-DIRBE
1.229E+01  1.916E-24  6.246E-16 COBE-DIRBE
2.079E+01  2.456E-24  1.355E-15 COBE-DIRBE
5.599E+01  9.729E-24  1.445E-14 COBE-DIRBE
9.770E+01  8.238E-24  2.135E-14 COBE-DIRBE
1.479E+02  4.363E-24  1.712E-14 COBE-DIRBE
2.479E+02  1.086E-24  7.141E-15 COBE-DIRBE
1.200E+01  1.890E-24  6.017E-16 IRAS
2.500E+01  2.692E-24  1.785E-15 IRAS
6.000E+01  9.768E-24  1.555E-14 IRAS
1.000E+02  8.024E-24  2.128E-14 IRAS
3.550E+00  4.148E-25  3.906E-17 SST-IRAC
4.493E+00  1.266E-25  1.509E-17 SST-IRAC
5.731E+00  9.440E-25  1.435E-16 SST-IRAC
7.872E+00  2.335E-24  4.877E-16 SST-IRAC
2.368E+01  2.420E-24  1.520E-15 SST-MIPS
7.142E+01  9.261E-24  1.754E-14 SST-MIPS
1.559E+02  3.608E-24  1.492E-14 SST-MIPS
1.600E+01  1.947E-24  8.265E-16 SST-IRSPU
2.200E+01  2.453E-24  1.431E-15 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  2.693E-31  7.144E-20
9.908E+03  2.791E-31  7.336E-20
9.817E+03  2.893E-31  7.534E-20
