Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
        11 = grain model
 4.000E-08 4.000E-01 0.000E+00 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 0.000E+00 = a_02 (cm) , sigma_2 , b_C2/0.92
 3.000E+00 1.000E+06 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 3.815E+01 = <U> 
     mmp83 = radfield
 2.104E-23 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  2.176E-26  7.329E-19 COBE-DIRBE
2.220E+00  3.648E-26  2.148E-18 COBE-DIRBE
3.530E+00  6.994E-26  6.549E-18 COBE-DIRBE
4.880E+00  8.622E-26  1.116E-17 COBE-DIRBE
1.229E+01  2.500E-24  8.151E-16 COBE-DIRBE
2.079E+01  7.792E-24  4.297E-15 COBE-DIRBE
5.599E+01  9.693E-24  1.440E-14 COBE-DIRBE
9.770E+01  6.173E-24  1.600E-14 COBE-DIRBE
1.479E+02  3.053E-24  1.198E-14 COBE-DIRBE
2.479E+02  7.372E-25  4.847E-15 COBE-DIRBE
1.200E+01  2.102E-24  6.692E-16 IRAS
2.500E+01  8.740E-24  5.796E-15 IRAS
6.000E+01  9.419E-24  1.499E-14 IRAS
1.000E+02  5.967E-24  1.583E-14 IRAS
3.550E+00  7.470E-26  7.034E-18 SST-IRAC
4.493E+00  6.935E-26  8.265E-18 SST-IRAC
5.731E+00  2.191E-25  3.330E-17 SST-IRAC
7.872E+00  9.717E-25  2.029E-16 SST-IRAC
2.368E+01  8.522E-24  5.353E-15 SST-MIPS
7.142E+01  7.723E-24  1.463E-14 SST-MIPS
1.559E+02  2.501E-24  1.034E-14 SST-MIPS
1.600E+01  3.966E-24  1.683E-15 SST-IRSPU
2.200E+01  8.674E-24  5.062E-15 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  1.753E-31  4.650E-20
9.908E+03  1.817E-31  4.775E-20
9.817E+03  1.883E-31  4.903E-20
9.727E+03  1.951E-31  5.034E-20
9.638E+03  2.022E-31  5.169E-20
9.550E+03  2.095E-31  5.308E-20
9.462E+03  2.171E-31  5.450E-20
9.376E+03  2.250E-31  5.596E-20
9.290E+03  2.332E-31  5.746E-20
9.204E+03  2.416E-31  5.900E-20
9.120E+03  2.504E-31  6.058E-20
9.036E+03  2.595E-31  6.220E-20
8.954E+03  2.689E-31  6.386E-20
8.872E+03  2.786E-31  6.556E-20
8.790E+03  2.886E-31  6.730E-20
8.710E+03  2.991E-31  6.909E-20
8.630E+03  3.099E-31  7.093E-20
8.551E+03  3.211E-31  7.282E-20
8.472E+03  3.327E-31  7.477E-20
8.395E+03  3.447E-31  7.676E-20
8.318E+03  3.572E-31  7.881E-20
8.241E+03  3.702E-31  8.092E-20
8.166E+03  3.836E-31  8.309E-20
8.091E+03  3.975E-31  8.531E-20
8.017E+03  4.119E-31  8.760E-20
7.943E+03  4.269E-31  8.995E-20
7.870E+03  4.424E-31  9.237E-20
7.798E+03  4.585E-31  9.485E-20
7.727E+03  4.752E-31  9.740E-20
7.656E+03  4.925E-31  1.000E-19
7.586E+03  5.105E-31  1.027E-19
7.516E+03  5.291E-31  1.055E-19
7.447E+03  5.484E-31  1.083E-19
7.379E+03  5.684E-31  1.113E-19
7.311E+03  5.892E-31  1.143E-19
7.244E+03  6.108E-31  1.174E-19
7.178E+03  6.331E-31  1.205E-19
7.112E+03  6.563E-31  1.238E-19
7.047E+03  6.803E-31  1.272E-19
6.982E+03  7.052E-31  1.306E-19
6.918E+03  7.310E-31  1.341E-19
6.855E+03  7.578E-31  1.378E-19
6.792E+03  7.855E-31  1.415E-19
6.730E+03  8.143E-31  1.454E-19
6.668E+03  8.442E-31  1.493E-19
6.607E+03  8.752E-31  1.534E-19
6.546E+03  9.073E-31  1.576E-19
6.486E+03  9.406E-31  1.618E-19
6.427E+03  9.752E-31  1.663E-19
6.368E+03  1.011E-30  1.708E-19
6.310E+03  1.048E-30  1.755E-19
6.252E+03  1.087E-30  1.803E-19
6.194E+03  1.127E-30  1.852E-19
6.138E+03  1.169E-30  1.903E-19
6.081E+03  1.212E-30  1.955E-19
6.026E+03  1.257E-30  2.008E-19
5.970E+03  1.303E-30  2.064E-19
5.916E+03  1.351E-30  2.120E-19
5.861E+03  1.401E-30  2.179E-19
5.808E+03  1.453E-30  2.239E-19
5.754E+03  1.507E-30  2.300E-19
5.702E+03  1.563E-30  2.364E-19
5.649E+03  1.621E-30  2.429E-19
5.598E+03  1.681E-30  2.496E-19
5.546E+03  1.743E-30  2.565E-19
5.495E+03  1.808E-30  2.636E-19
5.445E+03  1.876E-30  2.709E-19
5.395E+03  1.945E-30  2.784E-19
5.346E+03  2.018E-30  2.861E-19
5.297E+03  2.093E-30  2.941E-19
5.248E+03  2.171E-30  3.022E-19
5.200E+03  2.252E-30  3.106E-19
5.152E+03  2.336E-30  3.193E-19
5.105E+03  2.423E-30  3.281E-19
5.058E+03  2.514E-30  3.373E-19
5.012E+03  2.608E-30  3.467E-19
4.966E+03  2.705E-30  3.563E-19
4.920E+03  2.806E-30  3.663E-19
4.875E+03  2.911E-30  3.765E-19
4.831E+03  3.020E-30  3.870E-19
4.786E+03  3.133E-30  3.978E-19
4.742E+03  3.251E-30  4.089E-19
4.699E+03  3.373E-30  4.204E-19
4.656E+03  3.499E-30  4.322E-19
4.613E+03  3.631E-30  4.443E-19
4.571E+03  3.767E-30  4.568E-19
4.529E+03  3.909E-30  4.696E-19
4.487E+03  4.056E-30  4.828E-19
4.446E+03  4.209E-30  4.964E-19
4.406E+03  4.368E-30  5.104E-19
4.365E+03  4.532E-30  5.248E-19
4.325E+03  4.703E-30  5.396E-19
4.285E+03  4.881E-30  5.549E-19
4.246E+03  5.066E-30  5.706E-19
4.207E+03  5.257E-30  5.867E-19
4.169E+03  5.456E-30  6.033E-19
4.130E+03  5.663E-30  6.204E-19
4.093E+03  5.877E-30  6.380E-19
4.055E+03  6.100E-30  6.561E-19
4.018E+03  6.331E-30  6.748E-19
3.981E+03  6.571E-30  6.939E-19
3.945E+03  6.820E-30  7.136E-19
3.908E+03  7.079E-30  7.339E-19
3.873E+03  7.348E-30  7.548E-19
3.837E+03  7.627E-30  7.763E-19
3.802E+03  7.917E-30  7.984E-19
3.767E+03  8.218E-30  8.212E-19
3.733E+03  8.531E-30  8.446E-19
3.698E+03  8.856E-30  8.688E-19
3.664E+03  9.194E-30  8.936E-19
3.631E+03  9.545E-30  9.192E-19
3.597E+03  9.909E-30  9.456E-19
3.565E+03  1.029E-29  9.727E-19
3.532E+03  1.068E-29  1.001E-18
3.499E+03  1.109E-29  1.029E-18
3.467E+03  1.152E-29  1.059E-18
3.436E+03  1.196E-29  1.090E-18
3.404E+03  1.242E-29  1.121E-18
3.373E+03  1.289E-29  1.153E-18
3.342E+03  1.339E-29  1.187E-18
3.311E+03  1.390E-29  1.221E-18
3.281E+03  1.444E-29  1.256E-18
3.251E+03  1.499E-29  1.293E-18
3.221E+03  1.557E-29  1.330E-18
3.192E+03  1.617E-29  1.369E-18
3.162E+03  1.679E-29  1.409E-18
3.133E+03  1.744E-29  1.450E-18
3.105E+03  1.812E-29  1.492E-18
3.076E+03  1.882E-29  1.535E-18
3.048E+03  1.954E-29  1.580E-18
3.020E+03  2.030E-29  1.626E-18
2.992E+03  2.109E-29  1.674E-18
2.965E+03  2.190E-29  1.722E-18
2.938E+03  2.275E-29  1.772E-18
2.911E+03  2.363E-29  1.824E-18
2.884E+03  2.454E-29  1.877E-18
2.858E+03  2.549E-29  1.932E-18
2.831E+03  2.648E-29  1.989E-18
2.805E+03  2.751E-29  2.047E-18
